generator,split_seed,method,price,profit,fixed_profit,fixed_n,relative_percent,relative_vs_test_oracle,quality,cost,samples
gemma2_9b,71,shape_jensen_moment,2e-07,0.5118481059110654,0.5043549212672535,235,1.4856967440675402,0.5056979202407836,0.5604352139110653,0.048587108,254.415
gemma2_9b,71,shape_jensen_moment,1e-06,0.4163267937716529,0.407524593984259,49,2.1599186692849943,1.880579827893261,0.4905193187716528,0.074192525,91.525
gemma2_9b,71,shape_jensen_moment,2e-06,0.3669789678990194,0.3589493090365462,28,2.2369896418036186,1.4522671908238327,0.45024146289901945,0.08326249499999999,57.415
gemma2_9b,71,shape_jensen_moment,1e-05,0.2573311188227921,0.24384346329543266,7,5.531276231513422,1.8726729150449304,0.3562599688227921,0.09892885000000001,12.1075
gemma2_9b,71,shape_empirical_moment,2e-08,0.5922389852719252,0.613544809837562,951,-3.4725784040578187,-3.6094363095915933,0.6064424125219251,0.014203427250000001,516.8625
gemma2_9b,71,shape_empirical_moment,1e-07,0.5423317732910169,0.5443691531680896,356,-0.3742643875421159,-0.8064229227388336,0.5749501390410168,0.032618365749999996,319.905
gemma2_9b,71,shape_empirical_moment,2e-07,0.5112585609012474,0.5043549212672535,235,1.3688058434421035,0.38993577912337757,0.5580788349012473,0.046820273999999995,247.15
gemma2_9b,71,shape_empirical_moment,1e-06,0.41587097944519313,0.407524593984259,49,2.048069143345131,1.7690361353701938,0.4871909594451932,0.07131997999999999,88.665
gemma2_9b,71,shape_empirical_moment,2e-06,0.36544863469345823,0.3589493090365462,28,1.810652783914483,1.0292026916498542,0.4459766246934583,0.08052799000000001,55.9675
gemma2_9b,71,shape_empirical_moment,1e-05,0.2585036483355567,0.24384346329543266,7,6.0121296023269934,2.336855856010443,0.3538712983355567,0.09536765,11.05
gemma2_9b,72,rank_jensen_bound,2e-08,0.6072698707537092,0.6094161908336828,938,-0.352192821959234,-0.5230561983421397,0.6249783145537092,0.017708443799999998,785.7975
gemma2_9b,72,rank_jensen_bound,1e-07,0.5601956962675481,0.5429426569487849,320,3.1776908846546323,2.8596865094084825,0.5894558877675482,0.029260191499999998,382.565
gemma2_9b,72,rank_jensen_bound,2e-07,0.5296919936620812,0.5098505676564831,158,3.891615948727645,3.5571578594803768,0.5625520731620813,0.0328600795,229.9675
gemma2_9b,72,rank_jensen_bound,1e-06,0.4434111999340715,0.4231312748582889,40,4.792821112685322,4.120729074982569,0.48573345493407144,0.042322254999999996,64.2475
gemma2_9b,72,rank_jensen_bound,2e-06,0.3986302932375938,0.3765258789383323,24,5.870622853756567,5.320272936713375,0.44532247823759374,0.046692185,36.015
gemma2_9b,72,rank_jensen_bound,1e-05,0.2841106749055867,0.27398408780819655,6,3.696049350310928,3.5387282958384993,0.3521652249055867,0.06805455,8.835
gemma2_9b,72,rank_empirical_bound,2e-08,0.6072731718928214,0.6094161908336828,938,-0.3516511331820354,-0.522515438383909,0.6243206207428214,0.01704744885,769.6325
gemma2_9b,72,rank_empirical_bound,1e-07,0.5596632295347174,0.5429426569487849,320,3.0796203562082147,2.761918244531459,0.5874619145347172,0.027798684999999997,367.3325
gemma2_9b,72,rank_empirical_bound,2e-07,0.5302827899135518,0.5098505676564831,158,4.007492303281139,3.672661173497548,0.5614448444135519,0.031162054499999998,218.415
gemma2_9b,72,rank_empirical_bound,1e-06,0.4417077294206595,0.4231312748582889,40,4.390234347151972,3.720724312268939,0.4817054819206595,0.0399977525,60.4075
gemma2_9b,72,rank_empirical_bound,2e-06,0.3961587644211076,0.3765258789383323,24,5.214219415178843,4.667281696611778,0.4402813094211075,0.044122545,33.6625
gemma2_9b,72,rank_empirical_bound,1e-05,0.283589875616335,0.27398408780819655,6,3.505965578140795,3.3489329066845297,0.35033932561633496,0.06674945,8.4375
gemma2_9b,72,shape_jensen_bound,2e-08,0.5935085212466952,0.6094161908336828,938,-2.610312923459731,-2.7773043629104857,0.6089793515466951,0.0154708303,600.8725
gemma2_9b,72,shape_jensen_bound,1e-07,0.5517324696143241,0.5429426569487849,320,1.6189209952550063,1.3057209109421086,0.5849249963643239,0.03319252675,365.505
gemma2_9b,72,shape_jensen_bound,2e-07,0.5217603081627931,0.5098505676564831,158,2.3359276740737696,2.006477809244359,0.568163029662793,0.0464027215,282.6925
gemma2_9b,72,shape_jensen_bound,1e-06,0.43286236368296716,0.4231312748582889,40,2.2997800925817438,1.6436772514812668,0.506650638682967,0.07378827499999999,109.8975
gemma2_9b,72,shape_jensen_bound,2e-06,0.3846517798456356,0.3765258789383323,24,2.158125473397852,1.6270743247025696,0.4711062848456356,0.086454505,71.735
gemma2_9b,72,shape_jensen_bound,1e-05,0.27714366775066407,0.27398408780819655,6,1.1531983363498797,0.9997351337955234,0.37492306775066403,0.09777940000000002,14.96
gemma2_9b,72,shape_empirical_bound,2e-08,0.5936814080951774,0.6094161908336828,938,-2.581943665950219,-2.748983749392857,0.6086059615951775,0.014924553500000002,588.1875
gemma2_9b,72,shape_empirical_bound,1e-07,0.5506338534772192,0.5429426569487849,320,1.4165762129756199,1.1039997763284273,0.5824623294772191,0.031828476,353.865
gemma2_9b,72,shape_empirical_bound,2e-07,0.5211601946043207,0.5098505676564831,158,2.2182238611250567,1.8891529199654382,0.5664174466043207,0.045257252,277.0325
gemma2_9b,72,shape_empirical_bound,1e-06,0.4334448607082991,0.4231312748582889,40,2.437443522335785,1.7804577725203963,0.5047108557082991,0.071265995,107.04
gemma2_9b,72,shape_empirical_bound,2e-06,0.383951127307666,0.3765258789383323,24,1.9720419723261144,1.4419581461667483,0.46753588730766604,0.08358476,70.155
gemma2_9b,72,shape_empirical_bound,1e-05,0.28052181212935107,0.27398408780819655,6,2.38616934780945,2.2308355600122414,0.37305236212935106,0.09253055000000002,13.51
gemma2_9b,72,rank_jensen_moment,2e-08,0.6075358186030163,0.6094161908336828,938,-0.3085530478102578,-0.47949125212331906,0.6248484904530163,0.017312671850000003,774.9225
gemma2_9b,72,rank_jensen_moment,1e-07,0.5597813876615991,0.5429426569487849,320,3.101382898784218,2.783613712687631,0.588504259911599,0.028722872249999996,375.195
gemma2_9b,72,rank_jensen_moment,2e-07,0.5302216574083771,0.5098505676564831,158,3.995502024353787,3.6607094948532217,0.5626500689083771,0.0324284115,225.065
gemma2_9b,72,rank_jensen_moment,1e-06,0.4430255164154403,0.4231312748582889,40,4.701671263560985,4.030163818268129,0.4855492589154402,0.042523742499999996,64.09
gemma2_9b,72,rank_jensen_moment,2e-06,0.39974915505561137,0.3765258789383323,24,6.167776882364735,5.61588226207351,0.4472080600556114,0.047458904999999996,36.1625
gemma2_9b,72,rank_jensen_moment,1e-05,0.28411657949406066,0.27398408780819655,6,3.698204434761698,3.5408801107321315,0.35346927949406065,0.0693527,9.0275
gemma2_9b,72,rank_empirical_moment,2e-08,0.6075081383246582,0.6094161908336828,938,-0.3130951454398304,-0.48402556154200355,0.6241427708246584,0.0166346325,757.6375
gemma2_9b,72,rank_empirical_moment,1e-07,0.5597785992086525,0.5429426569487849,320,3.100869317301723,2.7831017141166843,0.5870018194586525,0.02722322025,358.995
gemma2_9b,72,rank_empirical_moment,2e-07,0.5308023908382489,0.5098505676564831,158,4.109404698335514,3.7742454821648823,0.561482335838249,0.030679945,213.7375
gemma2_9b,72,rank_empirical_moment,1e-06,0.44132694903139,0.4231312748582889,40,4.300243270648113,3.631310396350513,0.48135813153139007,0.0400311825,59.8825
gemma2_9b,72,rank_empirical_moment,2e-06,0.39576442170959747,0.3765258789383323,24,5.109487513982032,4.563094225886629,0.44035710170959746,0.044592679999999996,33.6025
gemma2_9b,72,rank_empirical_moment,1e-05,0.2840013372450405,0.27398408780819655,6,3.6561427771150576,3.4988822663587578,0.3516759622450406,0.067674625,8.565
gemma2_9b,72,shape_jensen_moment,2e-08,0.5937281715466952,0.6094161908336828,938,-2.574270182340635,-2.741323423296271,0.6089793515466951,0.01525118,594.825
gemma2_9b,72,shape_jensen_moment,1e-07,0.5513126991374093,0.5429426569487849,320,1.5416070337265853,1.228645239084864,0.5840212543874094,0.03270855525,359.9525
gemma2_9b,72,shape_jensen_moment,2e-07,0.5216668854571707,0.5098505676564831,158,2.3176041276174386,1.988213251747628,0.5678368659571706,0.0461699805,281.5875
gemma2_9b,72,shape_jensen_moment,1e-06,0.43278357399577155,0.4231312748582889,40,2.281159467759816,1.6251760506193678,0.5069172164957715,0.0741336425,109.9025
gemma2_9b,72,shape_jensen_moment,2e-06,0.384515321370038,0.3765258789383323,24,2.1218840134529655,1.5910212596488869,0.47150986637003806,0.08699454499999999,71.875
gemma2_9b,72,shape_jensen_moment,1e-05,0.2757725526787451,0.27398408780819655,6,0.6527623136277125,0.5000583407960303,0.37616225267874503,0.1003897,15.16
gemma2_9b,72,shape_empirical_moment,2e-08,0.5927003199914644,0.6094161908336828,938,-2.7429318573487556,-2.9096958987316723,0.6075317850414644,0.01483146505,583.575
gemma2_9b,72,shape_empirical_moment,1e-07,0.5511199778265337,0.5429426569487849,320,1.5061113311124794,1.1932589379182699,0.5819613810765335,0.030841403249999996,346.485
gemma2_9b,72,shape_empirical_moment,2e-07,0.5213970586043206,0.5098505676564831,158,2.2646813949645566,1.935460893151201,0.5664174466043207,0.045020388,275.8525
gemma2_9b,72,shape_empirical_moment,1e-06,0.4337038664235174,0.4231312748582889,40,2.4986551912924346,1.8412768585225705,0.5048586589235173,0.0711547925,106.6825
gemma2_9b,72,shape_empirical_moment,2e-06,0.38375291771559344,0.3765258789383323,24,1.919400280702834,1.3895901031707922,0.4676719627155934,0.083919045,70.2075
gemma2_9b,72,shape_empirical_moment,1e-05,0.2790413976736237,0.27398408780819655,6,1.8458407223150546,1.6913266867616104,0.3738697226736237,0.09482832500000002,13.71
gemma2_9b,73,rank_jensen_bound,2e-08,0.6290221745434791,0.630420932515488,872,-0.2218768286179301,-0.7478823049580291,0.6460022797434791,0.0169801052,744.3775
gemma2_9b,73,rank_jensen_bound,1e-07,0.5743006408483337,0.551551085082187,285,4.12465071349769,3.0239798209248083,0.6019099063483337,0.0276092655,359.8725
gemma2_9b,73,rank_jensen_bound,2e-07,0.5378387476113317,0.5156416269517421,163,4.30475731581441,3.830751658309788,0.5690510051113314,0.0312122575,213.89
gemma2_9b,73,rank_jensen_bound,1e-06,0.4480231669049674,0.41843733436116504,49,7.070552772011019,6.928828797994406,0.48871307940496733,0.040689912499999994,63.2225
gemma2_9b,73,rank_jensen_bound,2e-06,0.395879384151319,0.37284373046786184,26,6.178366913814253,5.847810335887158,0.4410979891513191,0.045218605,36.8175
gemma2_9b,73,rank_jensen_bound,1e-05,0.2770074837551865,0.2630995638920642,5,5.286181268178774,4.486754514770698,0.34572995875518653,0.068722475,9.3575
gemma2_9b,73,rank_empirical_bound,2e-08,0.6286584846522579,0.630420932515488,872,-0.27956683738238647,-0.8052681863288674,0.6449990526522579,0.016340568,727.98
gemma2_9b,73,rank_empirical_bound,1e-07,0.573100884958403,0.551551085082187,285,3.9071267302474477,2.8087552193787007,0.599264811708403,0.026163926749999997,342.9975
gemma2_9b,73,rank_empirical_bound,2e-07,0.5373865145686354,0.5156416269517421,163,4.217054341683001,3.743447244196044,0.5668797795686354,0.029493265,202.645
gemma2_9b,73,rank_empirical_bound,1e-06,0.44397612118811375,0.41843733436116504,49,6.103371934041017,5.962928169273363,0.48243317868811375,0.0384570575,59.475
gemma2_9b,73,rank_empirical_bound,2e-06,0.39510454174965964,0.37284373046786184,26,5.97054729976655,5.640637709944871,0.43779501674965976,0.042690475,34.31
gemma2_9b,73,rank_empirical_bound,1e-05,0.27669448256496915,0.2630995638920642,5,5.167214446042275,4.368690995035695,0.34419253256496923,0.06749805,8.915
gemma2_9b,73,shape_jensen_bound,2e-08,0.6083204285496115,0.630420932515488,872,-3.5056741973480587,-4.0143683097915215,0.6208626045496115,0.012542176,470.4475
gemma2_9b,73,shape_jensen_bound,1e-07,0.5603235396917087,0.551551085082187,285,1.5905062734514441,0.5166230723965779,0.5911430156917086,0.030819476,289.815
gemma2_9b,73,shape_jensen_bound,2e-07,0.5310610313313059,0.5156416269517421,163,2.9903335133582742,2.5223011626783496,0.5741042948313059,0.0430432635,216.445
gemma2_9b,73,shape_jensen_bound,1e-06,0.4421639385024811,0.41843733436116504,49,5.670288521826055,5.5304180080659915,0.5043724210024811,0.062208482499999995,74.9
gemma2_9b,73,shape_jensen_bound,2e-06,0.39557496319406715,0.37284373046786184,26,6.096718509301762,5.766416120791716,0.4634239681940672,0.067849005,44.68
gemma2_9b,73,shape_jensen_bound,1e-05,0.28283433906166705,0.2630995638920642,5,7.500877187960297,6.684634484466356,0.367586864061667,0.08475252500000001,11.3625
gemma2_9b,73,shape_empirical_bound,2e-08,0.6066878425738438,0.630420932515488,872,-3.764641800034325,-4.271970699614706,0.6189356639738438,0.0122478214,462.9075
gemma2_9b,73,shape_empirical_bound,1e-07,0.5599704514825674,0.551551085082187,285,1.5264889559823565,0.4532824630602522,0.5891885509825674,0.029218099499999997,278.475
gemma2_9b,73,shape_empirical_bound,2e-07,0.5283975528888588,0.5156416269517421,163,2.4737967748113014,2.0081117891287272,0.5695920723888588,0.0411945195,209.8925
gemma2_9b,73,shape_empirical_bound,1e-06,0.44336303702722385,0.41843733436116504,49,5.95685437680012,5.81660455004752,0.5026685970272239,0.05930555999999999,72.2775
gemma2_9b,73,shape_empirical_bound,2e-06,0.39431684995995775,0.37284373046786184,26,5.75928136572135,5.430029493156213,0.45915599495995774,0.06483914499999999,43.385
gemma2_9b,73,shape_empirical_bound,1e-05,0.283670993720039,0.2630995638920642,5,7.818876444969783,7.0002192070084,0.366077968720039,0.08240697500000001,10.515
gemma2_9b,73,rank_jensen_moment,2e-08,0.6294368909934791,0.630420932515488,872,-0.1560927740902308,-0.6824450476223154,0.6460022797434791,0.01656538875,732.0425
gemma2_9b,73,rank_jensen_moment,1e-07,0.573642864738677,0.551551085082187,285,4.005391386946161,2.9059811494487446,0.6007043642386768,0.0270614995,351.1875
gemma2_9b,73,rank_jensen_moment,2e-07,0.5375998299427895,0.5156416269517421,163,4.258423262073539,3.7846281664279693,0.5684057049427895,0.030805875,209.0275
gemma2_9b,73,rank_jensen_moment,1e-06,0.4468106762480703,0.41843733436116504,49,6.78078640621858,6.639445981551749,0.48766085374807033,0.040850177499999994,62.825
gemma2_9b,73,rank_jensen_moment,2e-06,0.3963230667533808,0.37284373046786184,26,6.297366528345799,5.966439478480799,0.4421306117533808,0.045807545,36.745
gemma2_9b,73,rank_jensen_moment,1e-05,0.2780286532217759,0.2630995638920642,5,5.674311697390849,4.871937910999085,0.34773792822177596,0.069709275,9.48
gemma2_9b,73,rank_empirical_moment,2e-08,0.6283841859418446,0.630420932515488,872,-0.3230772438847199,-0.8485492167779081,0.6443020134918446,0.01591782755,714.3375
gemma2_9b,73,rank_empirical_moment,1e-07,0.5729050495997585,0.551551085082187,285,3.8716204346492358,2.773624250331889,0.5985074918497585,0.025602442249999996,334.285
gemma2_9b,73,rank_empirical_moment,2e-07,0.5369938804314984,0.5156416269517421,163,4.140909570466981,3.6676485075548078,0.5660078859314983,0.0290140055,197.4075
gemma2_9b,73,rank_empirical_moment,1e-06,0.4446494425320699,0.41843733436116504,49,6.264285239012742,6.123628481293597,0.48315933503206987,0.0385098925,58.9575
gemma2_9b,73,rank_empirical_moment,2e-06,0.39546098961037857,0.37284373046786184,26,6.066149781876584,5.735942560529331,0.43872439461037865,0.043263405,34.165
gemma2_9b,73,rank_empirical_moment,1e-05,0.27749723989268593,0.2630995638920642,5,5.472329861606443,4.67148970176741,0.34574466489268596,0.06824742500000001,8.99
gemma2_9b,73,shape_jensen_moment,2e-08,0.606982745527864,0.630420932515488,872,-3.7178630623988975,-4.225438567862316,0.6194672686278639,0.0124845231,468.245
gemma2_9b,73,shape_jensen_moment,1e-07,0.5593978446594555,0.551551085082187,285,1.4226714060582977,0.3505623377571322,0.5900973411594556,0.0306994965,288.205
gemma2_9b,73,shape_jensen_moment,2e-07,0.5295239687404603,0.5156416269517421,163,2.6922461382306877,2.2255684247300955,0.5723036087404604,0.04277964,214.845
gemma2_9b,73,shape_jensen_moment,1e-06,0.4430646725984238,0.41843733436116504,49,5.88554992944349,5.745394484847168,0.5053691625984237,0.06230449,74.43
gemma2_9b,73,shape_jensen_moment,2e-06,0.3952304786918412,0.37284373046786184,26,6.004324706194577,5.6743099598875935,0.46359178869184126,0.06836131,44.8175
gemma2_9b,73,shape_jensen_moment,1e-05,0.28135236829875,0.2630995638920642,5,6.937603444365254,6.125637618375069,0.36769609329874997,0.086343725,11.4825
gemma2_9b,73,shape_empirical_moment,2e-08,0.6062877190098356,0.630420932515488,872,-3.8281110700681804,-4.335105375425339,0.6184346467098356,0.0121469277,457.7725
gemma2_9b,73,shape_empirical_moment,1e-07,0.5595046197644213,0.551551085082187,285,1.4420304659629495,0.36971675876409144,0.5883494030144213,0.028844783250000002,276.4325
gemma2_9b,73,shape_empirical_moment,2e-07,0.5286084438888587,0.5156416269517421,163,2.5146955287087778,2.048824681506258,0.5695920723888588,0.040983628499999994,208.955
gemma2_9b,73,shape_empirical_moment,1e-06,0.4426872090465011,0.41843733436116504,49,5.795342024716495,5.655305983844303,0.5024084890465011,0.059721279999999995,72.2125
gemma2_9b,73,shape_empirical_moment,2e-06,0.3942112553678851,0.37284373046786184,26,5.730959958267308,5.401796256464277,0.45929207036788516,0.065080815,43.405
gemma2_9b,73,shape_empirical_moment,1e-05,0.2824527224037586,0.2630995638920642,5,7.355830707356863,6.540689326331696,0.3663911724037585,0.08393845,10.6425
gemma2_9b,74,rank_jensen_bound,2e-08,0.6324185561218644,0.6338402612841919,938,-0.22430022975301225,-0.4114738562406968,0.6494026760718644,0.01698411995,737.3825
gemma2_9b,74,rank_jensen_bound,1e-07,0.5724270814585221,0.555686694686881,316,3.012558503146079,2.633503562713397,0.6003388264585221,0.027911744999999998,365.25
gemma2_9b,74,rank_jensen_bound,2e-07,0.5370029515322339,0.5165998875426321,162,3.949490598353651,3.8637131034335273,0.5688321480322339,0.031829196500000004,224.855
gemma2_9b,74,rank_jensen_bound,1e-06,0.44460336107894227,0.4184915836772171,35,6.239498814357326,4.825121954614092,0.4861474035789422,0.0415440425,67.92
gemma2_9b,74,rank_jensen_bound,2e-06,0.3944876361495499,0.3752803549274043,21,5.118115288998043,4.6828965390459185,0.4407655211495499,0.046277885,38.7875
gemma2_9b,74,rank_jensen_bound,1e-05,0.27710340993394167,0.2651726466456205,5,4.499243583093075,3.2997116338170183,0.3458667599339417,0.06876335,9.445
gemma2_9b,74,rank_empirical_bound,2e-08,0.6314152043077269,0.6338402612841919,938,-0.3825974972861009,-0.5694741669627034,0.6477417735577269,0.016326569250000002,720.59
gemma2_9b,74,rank_empirical_bound,1e-07,0.571345983037637,0.555686694686881,316,2.818006711422096,2.439667662516569,0.597859946537637,0.0265139635,350.3075
gemma2_9b,74,rank_empirical_bound,2e-07,0.5375240738270707,0.5165998875426321,162,4.05036601613891,3.9645052804007035,0.5677221453270707,0.0301980715,215.425
gemma2_9b,74,rank_empirical_bound,1e-06,0.44043819425219033,0.4184915836772171,35,5.244217908071636,3.8430913205765287,0.4797204117521904,0.039282217499999994,64.1125
gemma2_9b,74,rank_empirical_bound,2e-06,0.3928860250660975,0.3752803549274043,21,4.691338064338298,4.257886292891389,0.43664152006609747,0.043755495,36.3
gemma2_9b,74,rank_empirical_bound,1e-05,0.2769384543370083,0.2651726466456205,5,4.437036715597498,3.23821883010283,0.3444455043370083,0.06750705,8.9225
gemma2_9b,74,shape_jensen_bound,2e-08,0.6110581442032545,0.6338402612841919,938,-3.5942994587910295,-3.7751511554058874,0.6232274890032545,0.0121693448,477.205
gemma2_9b,74,shape_jensen_bound,1e-07,0.564311213022414,0.555686694686881,316,1.5520469390386915,1.178366237747124,0.594306584772414,0.029995371750000003,320.4825
gemma2_9b,74,shape_jensen_bound,2e-07,0.5287609595730154,0.5165998875426321,162,2.354060138927095,2.2695991682856484,0.5727303455730154,0.043969386,261.865
gemma2_9b,74,shape_jensen_bound,1e-06,0.4317329092088288,0.4184915836772171,35,3.1640601742243675,1.7906269305063294,0.5059257917088288,0.0741928825,105.4875
gemma2_9b,74,shape_jensen_bound,2e-06,0.39107050588836784,0.3752803549274043,21,4.207561294813325,3.776112496120538,0.4647452658883678,0.07367475999999999,56.39
gemma2_9b,74,shape_jensen_bound,1e-05,0.2738502324414622,0.2651726466456205,5,3.2724287009280144,2.086979185137078,0.36315743244146226,0.0893072,13.7875
gemma2_9b,74,shape_empirical_bound,2e-08,0.6097757287809342,0.6338402612841919,938,-3.796624161188774,-3.9770963079897688,0.6213823088809342,0.0116065801,465.6425
gemma2_9b,74,shape_empirical_bound,1e-07,0.562573408351888,0.555686694686881,316,1.2393159186378324,0.8667859725554553,0.591413833851888,0.0288404255,312.65
gemma2_9b,74,shape_empirical_bound,2e-07,0.5269455978977708,0.5165998875426321,162,2.002654395522877,1.9184833994084456,0.569748059397771,0.0428024615,257.5325
gemma2_9b,74,shape_empirical_bound,1e-06,0.43173559997457955,0.4184915836772171,35,3.164703141934046,1.7912613383238751,0.5025969749745797,0.07086137499999999,102.1
gemma2_9b,74,shape_empirical_bound,2e-06,0.3904857981171248,0.3752803549274043,21,4.0517557047881985,3.6209519853373657,0.4619396381171248,0.07145383999999999,55.2575
