split,grid,divisor,config_id,grid_config_id,family,calibration,confidence_scale,reward_prior_strength,cost_prior_strength,cap_factor,tail_quantile,tail_decay,adaptive_utility,fixed_utility,utility_gap,relative_utility_gain_pct,adaptive_accuracy,adaptive_chars,adaptive_opens,fixed_n
75,exp_tail_current,800000.0,88,88,shifted_exponential,bounded_identity,0.8,5.0,0.0,1.5,0.5,0.0,0.23969920634920636,0.24420851066468255,-0.0045093043154761925,-1.8464976110795013,0.28125,33240.63492063492,62.03472222222222,52
75,exp_tail_uncapped_decay,800000.0,395,143,shifted_exponential,bounded_identity,0.8,1000000.0,10.0,,0.75,1.0,0.2616939750744048,0.24420851066468255,0.017485464409722234,7.1600552995186755,0.28422619047619047,18025.772321428572,34.288690476190474,52
75,exp_tail_current,900000.0,88,88,shifted_exponential,bounded_identity,0.8,5.0,0.0,1.5,0.5,0.0,0.24019669642857142,0.24382503527336863,-0.003628338844797213,-1.4880911801075876,0.2822420634920635,37840.830357142855,70.74107142857143,60
75,exp_tail_uncapped_decay,900000.0,395,143,shifted_exponential,bounded_identity,0.8,1000000.0,10.0,,0.75,1.0,0.262286753196649,0.24382503527336863,0.018461717923280385,7.571707270576917,0.2837301587301587,19299.06498015873,36.85069444444444,60
75,exp_tail_current,1000000.0,87,87,shifted_exponential,bounded_identity,0.8,5.0,0.0,1.3,0.5,0.0,0.24466320833333335,0.24560710416666665,-0.0009438958333332914,-0.38431129121280333,0.2822420634920635,37578.855158730155,70.2579365079365,67
75,exp_tail_uncapped_decay,1000000.0,382,130,shifted_exponential,bounded_identity,0.8,20.0,0.0,,0.75,0.5,0.24534762797619047,0.24560710416666665,-0.0002594761904761711,-0.10564685877330854,0.28918650793650796,43838.87996031746,93.46775793650794,67
76,exp_tail_current,100000.0,135,135,shifted_exponential,bounded_identity,0.0,5.0,10.0,1.2,0.75,0.0,0.16420077876984127,0.15368751984126985,0.010513258928571412,6.840671864201869,0.1984126984126984,3421.191964285714,6.200396825396825,12
76,exp_tail_uncapped_decay,100000.0,279,27,shifted_exponential,bounded_identity,0.2,5.0,0.0,,0.5,1.0,0.16524610119047617,0.15368751984126985,0.011558581349206315,7.52083276582519,0.2013888888888889,3614.27876984127,7.350694444444445,12
76,exp_tail_current,200000.0,192,192,shifted_exponential,bounded_identity,0.2,20.0,10.0,1.3,0.75,0.0,0.1784328373015873,0.17434761656746034,0.004085220734126954,2.343146877804469,0.21478174603174602,7269.7817460317465,13.75545634920635,20
76,exp_tail_uncapped_decay,200000.0,347,95,shifted_exponential,bounded_identity,0.0,1000000.0,10.0,,0.75,1.0,0.17682076388888887,0.17434761656746034,0.0024731473214285316,1.4185151309318853,0.20833333333333334,6302.513888888889,11.714285714285714,20
76,exp_tail_current,300000.0,39,39,shifted_exponential,bounded_identity,0.0,1000000.0,10.0,1.5,0.5,0.0,0.18695753637566137,0.18328129464285714,0.0036762417328042307,2.0057921022261294,0.22767857142857142,12216.310515873016,23.480654761904763,29
76,exp_tail_uncapped_decay,300000.0,362,110,shifted_exponential,bounded_identity,0.2,20.0,10.0,,0.75,0.5,0.19157318121693123,0.18328129464285714,0.008291886574074092,4.524131385164921,0.22023809523809523,8599.474206349207,18.25595238095238,29
76,exp_tail_current,400000.0,204,204,shifted_exponential,bounded_identity,0.2,1000000.0,10.0,1.1,0.75,0.0,0.195637017609127,0.19158222098214286,0.004054796626984131,2.116478557455534,0.2286706349206349,13213.446924603175,24.887896825396826,39
76,exp_tail_uncapped_decay,400000.0,386,134,shifted_exponential,bounded_identity,0.8,20.0,10.0,,0.75,0.5,0.1918215587797619,0.19158222098214286,0.0002393377976190325,0.12492693549123271,0.24057539682539683,19501.53521825397,47.43353174603175,39
76,exp_tail_current,500000.0,68,68,shifted_exponential,bounded_identity,0.2,20.0,10.0,2.0,0.5,0.0,0.19187108333333336,0.19837896130952382,-0.006507877976190457,-3.280528304630268,0.25,29064.458333333332,62.223710317460316,49
76,exp_tail_uncapped_decay,500000.0,386,134,shifted_exponential,bounded_identity,0.8,20.0,10.0,,0.75,0.5,0.19870533035714286,0.19837896130952382,0.0003263690476190406,0.16451797381367386,0.24553571428571427,23415.191964285714,55.95585317460318,49
76,exp_tail_current,600000.0,67,67,shifted_exponential,bounded_identity,0.2,20.0,10.0,1.5,0.5,0.0,0.20274972470238092,0.20161685846560848,0.0011328662367724451,0.561890630274694,0.25,28350.165178571428,60.004960317460316,59
76,exp_tail_uncapped_decay,600000.0,319,67,shifted_exponential,bounded_identity,0.8,1000000.0,0.0,,0.5,1.0,0.20238303075396824,0.20161685846560848,0.0007661722883597621,0.38001399991581297,0.23462301587301587,19343.991071428572,39.276289682539684,59
76,exp_tail_current,700000.0,21,21,shifted_exponential,bounded_identity,0.0,20.0,10.0,1.0,0.5,0.0,0.20971622307256235,0.20388832270408164,0.005827900368480715,2.858378690445741,0.24107142857142858,21948.64384920635,46.220238095238095,69
76,exp_tail_uncapped_decay,700000.0,382,130,shifted_exponential,bounded_identity,0.8,20.0,0.0,,0.75,0.5,0.20400472434807254,0.20388832270408164,0.00011640164399090436,0.05709088311047944,0.24851190476190477,31155.02628968254,73.47420634920636,69
76,exp_tail_current,800000.0,17,17,shifted_exponential,bounded_identity,0.0,20.0,0.0,1.3,0.5,0.0,0.21323467013888886,0.20874720672123012,0.004487463417658738,2.149711839570379,0.25049603174603174,29809.089285714286,64.3561507936508,80
76,exp_tail_uncapped_decay,800000.0,386,134,shifted_exponential,bounded_identity,0.8,20.0,10.0,,0.75,0.5,0.20403099392361113,0.20874720672123012,-0.004716212797618996,-2.259293847182936,0.24751984126984128,34791.07787698413,80.06994047619048,80
76,exp_tail_current,900000.0,28,28,shifted_exponential,bounded_identity,0.0,1000000.0,0.0,1.0,0.5,0.0,0.20986730764991185,0.21452317019400352,-0.004655862544091671,-2.170330850453661,0.2524801587301587,38351.56597222222,75.20535714285714,92
76,exp_tail_uncapped_decay,900000.0,386,134,shifted_exponential,bounded_identity,0.8,20.0,10.0,,0.75,0.5,0.2091278549382716,0.21452317019400352,-0.0053953152557319195,-2.5150268154496684,0.2524801587301587,39017.07341269841,88.93998015873017,92
76,exp_tail_current,1000000.0,194,194,shifted_exponential,bounded_identity,0.2,20.0,10.0,2.0,0.75,0.0,0.2199431691468254,0.21850527976190476,0.0014378893849206487,0.658057043970494,0.2693452380952381,49402.0689484127,108.86309523809524,104
76,exp_tail_uncapped_decay,1000000.0,382,130,shifted_exponential,bounded_identity,0.8,20.0,0.0,,0.75,0.5,0.21244629315476188,0.21850527976190476,-0.00605898660714288,-2.772924578181855,0.2554563492063492,43010.0560515873,98.52182539682539,104
77,exp_tail_current,100000.0,128,128,shifted_exponential,bounded_identity,0.0,5.0,0.0,1.2,0.75,0.0,0.2839347420634921,0.2848431646825397,-0.0009084226190475553,-0.3189202802391276,0.31398809523809523,3005.3353174603176,5.746031746031746,8
77,exp_tail_uncapped_decay,100000.0,279,27,shifted_exponential,bounded_identity,0.2,5.0,0.0,,0.5,1.0,0.2921089880952381,0.2848431646825397,0.007265823412698436,2.5508154358544157,0.32589285714285715,3378.3869047619046,6.790674603174603,8
77,exp_tail_current,200000.0,192,192,shifted_exponential,bounded_identity,0.2,20.0,10.0,1.3,0.75,0.0,0.32129768849206347,0.32191602926587304,-0.000618340773809567,-0.1920813869441942,0.3566468253968254,7069.827380952381,13.407242063492063,14
77,exp_tail_uncapped_decay,200000.0,379,127,shifted_exponential,bounded_identity,0.8,5.0,10.0,,0.75,1.0,0.3227262946428572,0.32191602926587304,0.0008102653769841428,0.25170084845788715,0.35168650793650796,5792.042658730159,11.0625,14
77,exp_tail_current,300000.0,231,231,shifted_exponential,bounded_identity,0.8,20.0,10.0,1.0,0.75,0.0,0.34112931878306874,0.3432920949074074,-0.0021627761243386834,-0.6300104652634155,0.373015873015873,9565.96626984127,18.143849206349206,20
77,exp_tail_uncapped_decay,300000.0,375,123,shifted_exponential,bounded_identity,0.8,5.0,0.0,,0.75,1.0,0.3357684424603174,0.3432920949074074,-0.0075236524470900235,-2.191618321161546,0.3586309523809524,6858.752976190476,13.705357142857142,20
77,exp_tail_current,400000.0,226,226,shifted_exponential,bounded_identity,0.8,20.0,0.0,1.2,0.75,0.0,0.3471213727678572,0.3503751723710318,-0.0032537996031745675,-0.9286615775757473,0.38492063492063494,15119.704861111111,28.879464285714285,27
77,exp_tail_uncapped_decay,400000.0,379,127,shifted_exponential,bounded_identity,0.8,5.0,10.0,,0.75,1.0,0.345609558531746,0.3503751723710318,-0.004765613839285754,-1.3601459849555722,0.36507936507936506,7787.922619047619,14.892857142857142,27
77,exp_tail_current,500000.0,194,194,shifted_exponential,bounded_identity,0.2,20.0,10.0,2.0,0.75,0.0,0.3479877668650794,0.3579572619047619,-0.00996949503968253,-2.785107637328786,0.39087301587301587,21442.624503968254,42.31646825396825,36
77,exp_tail_uncapped_decay,500000.0,382,130,shifted_exponential,bounded_identity,0.8,20.0,0.0,,0.75,0.5,0.3484165367063492,0.3579572619047619,-0.009540725198412703,-2.665325225599448,0.3869047619047619,19244.11259920635,39.87251984126984,36
77,exp_tail_current,600000.0,144,144,shifted_exponential,bounded_identity,0.0,20.0,0.0,1.5,0.75,0.0,0.350654660218254,0.37024897734788365,-0.019594317129629668,-5.2922002026811725,0.38095238095238093,18178.63244047619,36.807539682539684,44
77,exp_tail_uncapped_decay,600000.0,386,134,shifted_exponential,bounded_identity,0.8,20.0,10.0,,0.75,0.5,0.35355073991402114,0.37024897734788365,-0.016698237433862506,-4.510002310735067,0.38938492063492064,21500.508432539682,43.38938492063492,44
77,exp_tail_current,700000.0,143,143,shifted_exponential,bounded_identity,0.0,20.0,0.0,1.3,0.75,0.0,0.3559951828231293,0.37515493551587303,-0.019159752692743726,-5.107157304593975,0.3844246031746032,19900.594246031746,40.25248015873016,54
77,exp_tail_uncapped_decay,700000.0,382,130,shifted_exponential,bounded_identity,0.8,20.0,0.0,,0.75,0.5,0.35960184169501136,0.37515493551587303,-0.015553093820861674,-4.145778809886832,0.3933531746031746,23625.933035714286,49.23809523809524,54
77,exp_tail_current,800000.0,193,193,shifted_exponential,bounded_identity,0.2,20.0,10.0,1.5,0.75,0.0,0.36364906560019844,0.3781324993799603,-0.014483433779761856,-3.8302536289557096,0.3998015873015873,28922.01736111111,57.24107142857143,64
77,exp_tail_uncapped_decay,800000.0,386,134,shifted_exponential,bounded_identity,0.8,20.0,10.0,,0.75,0.5,0.3682868843005953,0.3781324993799603,-0.009845615079364989,-2.6037473889467995,0.40029761904761907,25608.587797619046,52.32886904761905,64
77,exp_tail_current,900000.0,185,185,shifted_exponential,bounded_identity,0.2,20.0,0.0,1.3,0.75,0.0,0.3675709375000001,0.38423268959435625,-0.016661752094356164,-4.336370263536499,0.4007936507936508,29900.441964285714,60.079861111111114,75
77,exp_tail_uncapped_decay,900000.0,382,130,shifted_exponential,bounded_identity,0.8,20.0,0.0,,0.75,0.5,0.36972304122574956,0.38423268959435625,-0.014509648368606687,-3.776265987135263,0.40029761904761907,27517.12003968254,57.85367063492063,75
77,exp_tail_current,1000000.0,183,183,shifted_exponential,bounded_identity,0.2,20.0,0.0,1.1,0.75,0.0,0.37022531249999996,0.3893468566468254,-0.01912154414682543,-4.911184929424122,0.4007936507936508,30568.338293650795,61.09623015873016,88
77,exp_tail_uncapped_decay,1000000.0,386,134,shifted_exponential,bounded_identity,0.8,20.0,10.0,,0.75,0.5,0.373479839781746,0.3893468566468254,-0.01586701686507941,-4.075290860630294,0.4027777777777778,29297.937996031746,60.54414682539682,88
78,exp_tail_current,100000.0,140,140,shifted_exponential,bounded_identity,0.0,20.0,0.0,1.0,0.75,0.0,0.2526532440476191,0.243954255952381,0.008698988095238086,3.5658275611047743,0.279265873015873,2661.2628968253966,5.571924603174603,8
78,exp_tail_uncapped_decay,100000.0,335,83,shifted_exponential,bounded_identity,0.0,20.0,0.0,,0.75,1.0,0.2784572718253968,0.243954255952381,0.034503015873015824,14.143231786761978,0.3134920634920635,3503.4791666666665,7.811507936507937,8
78,exp_tail_current,200000.0,165,165,shifted_exponential,bounded_identity,0.0,1000000.0,10.0,1.5,0.75,0.0,0.2957853298611111,0.2874750496031746,0.008310280257936509,2.890783137321959,0.3253968253968254,5922.299107142857,12.25297619047619,13
78,exp_tail_uncapped_decay,200000.0,335,83,shifted_exponential,bounded_identity,0.0,20.0,0.0,,0.75,1.0,0.30088907986111113,0.2874750496031746,0.013414030257936527,4.666154602443938,0.32341269841269843,4504.72371031746,9.959325396825397,13
78,exp_tail_current,300000.0,203,203,shifted_exponential,bounded_identity,0.2,1000000.0,10.0,1.0,0.75,0.0,0.30893477513227513,0.3087979050925926,0.00013687003968254619,0.04432350007086541,0.33035714285714285,6426.710317460317,13.053571428571429,21
78,exp_tail_uncapped_decay,300000.0,335,83,shifted_exponential,bounded_identity,0.0,20.0,0.0,,0.75,1.0,0.31178478174603175,0.3087979050925926,0.0029868766534391633,0.9672593641927567,0.3288690476190476,5125.2797619047615,11.35515873015873,21
78,exp_tail_current,400000.0,164,164,shifted_exponential,bounded_identity,0.0,1000000.0,10.0,1.3,0.75,0.0,0.3206526884920635,0.3211129960317461,-0.00046030753968256954,-0.14334752731000097,0.3472222222222222,10627.813492063493,21.890376984126984,32
78,exp_tail_uncapped_decay,400000.0,382,130,shifted_exponential,bounded_identity,0.8,20.0,0.0,,0.75,0.5,0.32631677331349207,0.3211129960317461,0.00520377728174598,1.620543966159352,0.3611111111111111,13917.735119047618,32.567460317460316,32
78,exp_tail_current,500000.0,29,29,shifted_exponential,bounded_identity,0.0,1000000.0,0.0,1.1,0.5,0.0,0.32787230257936506,0.33012550297619053,-0.002253200396825472,-0.6825284252540703,0.3541666666666667,13147.182043650793,28.663194444444443,44
78,exp_tail_uncapped_decay,500000.0,382,130,shifted_exponential,bounded_identity,0.8,20.0,0.0,,0.75,0.5,0.33168515079365074,0.33012550297619053,0.001559647817460208,0.4724408757879859,0.3635912698412698,15953.059523809523,37.88690476190476,44
78,exp_tail_current,600000.0,163,163,shifted_exponential,bounded_identity,0.0,1000000.0,10.0,1.2,0.75,0.0,0.32579684275793647,0.33973316550925925,-0.013936322751322783,-4.102137844102523,0.3506944444444444,14938.561011904761,31.069444444444443,55
78,exp_tail_uncapped_decay,600000.0,319,67,shifted_exponential,bounded_identity,0.8,1000000.0,0.0,,0.5,1.0,0.3300643121693122,0.33973316550925925,-0.009668853339947048,-2.846013966712216,0.3645833333333333,20711.4126984127,50.98462301587302,55
78,exp_tail_current,700000.0,14,14,shifted_exponential,bounded_identity,0.0,20.0,0.0,1.0,0.5,0.0,0.3353928883219955,0.3435831802721088,-0.008190291950113338,-2.3837872225371575,0.35813492063492064,15919.422619047618,35.661210317460316,67
78,exp_tail_uncapped_decay,700000.0,319,67,shifted_exponential,bounded_identity,0.8,1000000.0,0.0,,0.5,1.0,0.33370400793650795,0.3435831802721088,-0.009879172335600872,-2.8753364258916365,0.36607142857142855,22657.194444444445,56.17857142857143,67
78,exp_tail_current,800000.0,164,164,shifted_exponential,bounded_identity,0.0,1000000.0,10.0,1.3,0.75,0.0,0.33082996279761906,0.34853787202380954,-0.017707909226190477,-5.080626998543448,0.35714285714285715,21050.315476190477,44.31051587301587,79
78,exp_tail_uncapped_decay,800000.0,323,71,shifted_exponential,bounded_identity,0.8,1000000.0,10.0,,0.5,1.0,0.3366366951884921,0.34853787202380954,-0.01190117683531744,-3.4146007623827,0.3665674603174603,23944.612103174604,57.970238095238095,79
78,exp_tail_current,900000.0,204,204,shifted_exponential,bounded_identity,0.2,1000000.0,10.0,1.1,0.75,0.0,0.3344428670634921,0.3497571152998236,-0.01531424823633154,-4.37853801007126,0.35813492063492064,21322.848214285714,44.90029761904762,91
78,exp_tail_uncapped_decay,900000.0,382,130,shifted_exponential,bounded_identity,0.8,20.0,0.0,,0.75,0.5,0.3516390751763668,0.3497571152998236,0.00188195987654316,0.5380762232470612,0.3804563492063492,25935.546626984127,63.09375,91
78,exp_tail_current,1000000.0,196,196,shifted_exponential,bounded_identity,0.2,1000000.0,0.0,1.0,0.75,0.0,0.33733062946428577,0.3512791676587302,-0.013948538194444415,-3.9707843443752133,0.3601190476190476,22788.418154761905,49.548611111111114,103
78,exp_tail_uncapped_decay,1000000.0,386,134,shifted_exponential,bounded_identity,0.8,20.0,10.0,,0.75,0.5,0.35626806547619044,0.3512791676587302,0.004988897817460258,1.4202088472001284,0.38492063492063494,28652.569444444445,67.75446428571429,103
79,exp_tail_current,100000.0,135,135,shifted_exponential,bounded_identity,0.0,5.0,10.0,1.2,0.75,0.0,0.19772142857142858,0.18443819444444445,0.013283234126984123,7.201997485930297,0.24751984126984128,4979.841269841269,8.474702380952381,11
79,exp_tail_uncapped_decay,100000.0,331,79,shifted_exponential,bounded_identity,0.0,5.0,10.0,,0.75,1.0,0.20198080853174602,0.18443819444444445,0.017542614087301567,9.511378128669365,0.2390873015873016,3710.6493055555557,6.2415674603174605,11
79,exp_tail_current,200000.0,138,138,shifted_exponential,bounded_identity,0.0,5.0,10.0,2.0,0.75,0.0,0.21848909226190477,0.20771582093253968,0.010773271329365092,5.186543461638366,0.2614087301587302,8583.92757936508,15.735119047619047,20
79,exp_tail_uncapped_decay,200000.0,331,79,shifted_exponential,bounded_identity,0.0,5.0,10.0,,0.75,1.0,0.21954289682539682,0.20771582093253968,0.011827075892857142,5.69387340827459,0.24305555555555555,4702.5317460317465,8.103174603174603,20
79,exp_tail_current,300000.0,200,200,shifted_exponential,bounded_identity,0.2,1000000.0,0.0,1.5,0.75,0.0,0.232198771494709,0.22087617228835982,0.011322599206349176,5.126220311155707,0.2822420634920635,15012.98759920635,24.744543650793652,28
79,exp_tail_uncapped_decay,300000.0,330,78,shifted_exponential,bounded_identity,0.0,5.0,10.0,,0.75,0.5,0.23396043320105825,0.22087617228835982,0.013084260912698431,5.923799193521234,0.25793650793650796,7192.8224206349205,13.07986111111111,28
79,exp_tail_current,400000.0,163,163,shifted_exponential,bounded_identity,0.0,1000000.0,10.0,1.2,0.75,0.0,0.24392588417658728,0.23080652529761905,0.01311935887896823,5.684136902997501,0.28075396825396826,14731.233630952382,24.25,34
79,exp_tail_uncapped_decay,400000.0,361,109,shifted_exponential,bounded_identity,0.2,20.0,10.0,,0.75,0.25,0.24723772073412698,0.23080652529761905,0.016431195436507923,7.1190341847226035,0.30257936507936506,22136.657738095237,46.32242063492063,34
79,exp_tail_current,500000.0,197,197,shifted_exponential,bounded_identity,0.2,1000000.0,0.0,1.1,0.75,0.0,0.25546974503968256,0.23564108829365077,0.019828656746031792,8.414770484051472,0.28720238095238093,15866.317956349207,26.275793650793652,40
79,exp_tail_uncapped_decay,500000.0,337,85,shifted_exponential,bounded_identity,0.0,20.0,10.0,,0.75,0.25,0.2601232718253968,0.23564108829365077,0.024482183531746027,10.389607223862786,0.30357142857142855,21724.078373015873,46.11309523809524,40
79,exp_tail_current,600000.0,208,208,shifted_exponential,bounded_identity,0.2,1000000.0,10.0,2.0,0.75,0.0,0.2683951322751323,0.24591258928571433,0.02248254298941796,9.142493702628842,0.31646825396825395,28843.873015873014,47.066964285714285,45
79,exp_tail_uncapped_decay,600000.0,337,85,shifted_exponential,bounded_identity,0.0,20.0,10.0,,0.75,0.25,0.2669274909060847,0.24591258928571433,0.02101490162037037,8.545679455212493,0.3070436507936508,24069.695932539682,51.98462301587302,45
79,exp_tail_current,700000.0,201,201,shifted_exponential,bounded_identity,0.2,1000000.0,0.0,2.0,0.75,0.0,0.2755623625283447,0.2528024829931973,0.02275987953514741,9.003028477279575,0.32043650793650796,31411.901785714286,52.067460317460316,49
79,exp_tail_uncapped_decay,700000.0,337,85,shifted_exponential,bounded_identity,0.0,20.0,10.0,,0.75,0.25,0.27174389172335606,0.2528024829931973,0.01894140873015876,7.492572266653116,0.30952380952380953,26445.94246031746,58.21924603174603,49
79,exp_tail_current,800000.0,208,208,shifted_exponential,bounded_identity,0.2,1000000.0,10.0,2.0,0.75,0.0,0.28438346478174603,0.25896735677083327,0.025416108010912764,9.814406081073807,0.32688492063492064,34001.16468253968,56.13144841269841,53
79,exp_tail_uncapped_decay,800000.0,386,134,shifted_exponential,bounded_identity,0.8,20.0,10.0,,0.75,0.5,0.2690385509672619,0.25896735677083327,0.010071194196428657,3.8889821180593467,0.31646825396825395,37943.762400793654,76.81051587301587,53
79,exp_tail_current,900000.0,152,152,shifted_exponential,bounded_identity,0.0,20.0,10.0,2.0,0.75,0.0,0.28434900683421516,0.2642053797398589,0.020143627094356242,7.624230480919805,0.31646825396825395,28907.322420634922,50.020337301587304,57
79,exp_tail_uncapped_decay,900000.0,386,134,shifted_exponential,bounded_identity,0.8,20.0,10.0,,0.75,0.5,0.27117878637566134,0.2642053797398589,0.006973406635802426,2.639388585754219,0.31746031746031744,41653.37797619047,83.26140873015873,57
79,exp_tail_current,1000000.0,187,187,shifted_exponential,bounded_identity,0.2,20.0,0.0,2.0,0.75,0.0,0.2810587728174603,0.26815922569444445,0.012899547123015831,4.810405865996307,0.32242063492063494,41361.8621031746,73.0749007936508,60
79,exp_tail_uncapped_decay,1000000.0,362,110,shifted_exponential,bounded_identity,0.2,20.0,10.0,,0.75,0.5,0.2801644761904762,0.26815922569444445,0.012005250496031739,4.47691123247469,0.3060515873015873,25887.11111111111,54.161210317460316,60
80,exp_tail_current,100000.0,128,128,shifted_exponential,bounded_identity,0.0,5.0,0.0,1.2,0.75,0.0,0.16733222718253968,0.14665138392857144,0.02068084325396824,14.102044385780312,0.2003968253968254,3306.4598214285716,6.3040674603174605,11
80,exp_tail_uncapped_decay,100000.0,355,103,shifted_exponential,bounded_identity,0.2,5.0,10.0,,0.75,1.0,0.1696750347222222,0.14665138392857144,0.023023650793650763,15.699579626786711,0.20337301587301587,3369.7981150793653,6.359623015873016,11
80,exp_tail_current,200000.0,191,191,shifted_exponential,bounded_identity,0.2,20.0,10.0,1.2,0.75,0.0,0.18184631696428571,0.17736836805555553,0.004477948908730184,2.5246603764926085,0.21875,7380.736607142857,14.126488095238095,18
80,exp_tail_uncapped_decay,200000.0,354,102,shifted_exponential,bounded_identity,0.2,5.0,10.0,,0.75,0.5,0.18512411706349205,0.17736836805555553,0.007755749007936519,4.372678788760831,0.21378968253968253,5733.113095238095,11.024305555555555,18
80,exp_tail_current,300000.0,35,35,shifted_exponential,bounded_identity,0.0,1000000.0,10.0,1.0,0.5,0.0,0.1930877992724868,0.18782542824074072,0.005262371031746066,2.801735143657518,0.21180555555555555,5615.326884920635,10.558531746031745,26
80,exp_tail_uncapped_decay,300000.0,287,35,shifted_exponential,bounded_identity,0.2,20.0,0.0,,0.5,1.0,0.1966858267195767,0.18782542824074072,0.00886039847883599,4.71735832673273,0.21626984126984128,5875.204365079365,11.716269841269842,26
80,exp_tail_current,400000.0,161,161,shifted_exponential,bounded_identity,0.0,1000000.0,10.0,1.0,0.75,0.0,0.20006070312500002,0.19073044642857145,0.009330256696428563,4.891854903680909,0.22172619047619047,8666.19494047619,16.983630952380953,34
80,exp_tail_uncapped_decay,400000.0,291,39,shifted_exponential,bounded_identity,0.2,20.0,10.0,,0.5,1.0,0.20234482266865078,0.19073044642857145,0.011614376240079327,6.0894191030108615,0.21924603174603174,6760.483630952381,12.649801587301587,34
80,exp_tail_current,500000.0,21,21,shifted_exponential,bounded_identity,0.0,20.0,10.0,1.0,0.5,0.0,0.2017061498015873,0.2000133859126984,0.001692763888888893,0.8463253002615277,0.2261904761904762,12242.163194444445,23.25297619047619,43
80,exp_tail_uncapped_decay,500000.0,367,115,shifted_exponential,bounded_identity,0.2,1000000.0,0.0,,0.75,1.0,0.2044843025793651,0.2000133859126984,0.0044709166666666855,2.235308725096102,0.22420634920634921,9861.023313492064,20.38640873015873,43
80,exp_tail_current,600000.0,35,35,shifted_exponential,bounded_identity,0.0,1000000.0,10.0,1.0,0.5,0.0,0.2117010672949735,0.207409800760582,0.004291266534391519,2.0689796329080075,0.23462301587301587,13753.169146825398,27.60515873015873,51
