partition,price,method,prompts,quality,cost,samples,profit
train,2e-08,fixed_39,50,0.45835178653423975,0.0015726310500000003,39.0,0.45677915548423975
train,2e-08,fixed_40,50,0.4609698473434114,0.0016142458500000006,40.0,0.45935560149341126
train,2e-08,fixed_41,50,0.4628998349256969,0.0016546759499999999,41.0,0.46124515897569685
train,2e-08,fixed_42,50,0.46555715015981636,0.0016953293500000007,42.0,0.4638618208098162
train,2e-08,fixed_43,50,0.46682132441081675,0.0017363186499999997,43.0,0.46508500576081674
train,2e-08,fixed_44,50,0.46851809916866394,0.0017774011,44.0,0.46674069806866386
train,2e-08,fixed_45,50,0.46989800899966044,0.0018179201999999996,45.0,0.46808008879966034
train,2e-08,fixed_46,50,0.4704253350773101,0.0018577246999999994,46.0,0.4685676103773098
train,2e-08,fixed_47,50,0.4734996782080227,0.0018987157000000007,47.0,0.47160096250802264
train,2e-08,fixed_48,50,0.4743863306153765,0.00193813545,48.0,0.47244819516537645
train,2e-08,fixed_49,50,0.4769312519109872,0.0019778633499999997,49.0,0.4749533885609871
train,2e-08,fixed_50,50,0.4786973138879269,0.0020181846500000006,50.0,0.47667912923792705
train,2e-08,fixed_51,50,0.48025000705778764,0.0020574885000000007,51.0,0.47819251855778744
train,2e-08,fixed_52,50,0.48117229276893425,0.0020980771500000005,52.0,0.47907421561893426
train,2e-08,fixed_53,50,0.4822250498657376,0.0021389595499999997,53.0,0.4800860903157376
train,2e-08,fixed_54,50,0.4829641988554967,0.0021795060000000003,54.0,0.4807846928554966
train,2e-08,fixed_55,50,0.4863031081265035,0.0022201146,55.0,0.4840829935265035
train,2e-08,fixed_56,50,0.4875396759018903,0.0022604852,56.0,0.4852791907018901
train,2e-08,fixed_57,50,0.4882773120808109,0.00230064765,57.0,0.4859766644308109
train,2e-08,fixed_58,50,0.48877377146347234,0.0023416775500000003,58.0,0.48643209391347236
train,2e-08,fixed_59,50,0.4895387184055587,0.0023817366000000004,59.0,0.48715698180555866
train,2e-08,fixed_60,50,0.49039580754351747,0.0024210605000000002,60.0,0.4879747470435173
train,2e-08,fixed_61,50,0.49265551925898926,0.0024612182000000003,61.0,0.4901943010589892
train,2e-08,fixed_62,50,0.4955156984903973,0.0025031451000000005,62.0,0.4930125533903973
train,2e-08,fixed_63,50,0.4982719741346511,0.0025433964,63.0,0.4957285777346511
train,2e-08,fixed_64,50,0.5001906373683711,0.0025833950500000003,64.0,0.49760724231837083
train,2e-08,fixed_65,50,0.501720151698222,0.0026230546000000003,65.0,0.49909709709822175
train,2e-08,fixed_66,50,0.5021952401687523,0.00266414495,66.0,0.4995310952187523
train,2e-08,fixed_67,50,0.5029411140721533,0.0027039312999999994,67.0,0.5002371827721532
train,2e-08,fixed_68,50,0.5043624213631592,0.002745059900000001,68.0,0.501617361463159
train,2e-08,fixed_69,50,0.5051158759907279,0.0027850735999999997,69.0,0.5023308023907278
train,2e-08,fixed_70,50,0.5079094927645924,0.0028243812,70.0,0.5050851115645922
train,2e-08,fixed_71,50,0.5081028032133779,0.0028650513,71.0,0.5052377519133779
train,2e-08,fixed_72,50,0.5103943315255071,0.00290563735,72.0,0.5074886941755069
train,2e-08,fixed_73,50,0.5104422524526331,0.0029464059000000003,73.0,0.507495846552633
train,2e-08,fixed_74,50,0.51131243149942,0.0029861683500000008,74.0,0.5083262631494199
train,2e-08,fixed_75,50,0.5120334229691046,0.0030268537999999993,75.0,0.5090065691691045
train,2e-08,fixed_76,50,0.5121752213890385,0.003066344750000001,76.0,0.5091088766390385
train,2e-08,fixed_77,50,0.5122911919549697,0.0031069082499999997,77.0,0.5091842837049698
train,2e-08,fixed_78,50,0.513216193645413,0.0031467267500000008,78.0,0.5100694668954129
train,2e-08,fixed_79,50,0.5142271259371766,0.00318833135,79.0,0.5110387945871763
train,2e-08,fixed_80,50,0.5148375759507808,0.0032280859499999996,80.0,0.5116094900007808
train,2e-08,fixed_81,50,0.5150323592538522,0.0032682475500000006,81.0,0.511764111703852
train,2e-08,fixed_82,50,0.5163084739596299,0.0033083028500000018,82.0,0.5130001711096296
train,2e-08,fixed_83,50,0.5174302018546377,0.003348295649999999,83.0,0.5140819062046375
train,2e-08,fixed_84,50,0.5183063542827094,0.0033891708,84.0,0.5149171834827093
train,2e-08,fixed_85,50,0.5191580369608267,0.0034292817999999996,85.0,0.5157287551608266
train,2e-08,fixed_86,50,0.5210262053566754,0.0034705800000000005,86.0,0.5175556253566753
train,2e-08,fixed_87,50,0.5239258417821788,0.0035114073999999995,87.0,0.5204144343821787
train,2e-08,fixed_88,50,0.5251478939570123,0.0035521142499999997,88.0,0.5215957797070121
train,2e-08,fixed_89,50,0.5258766632541115,0.0035928333500000005,89.0,0.5222838299041116
train,2e-08,fixed_90,50,0.5261303869278094,0.0036323795000000004,90.0,0.5224980074278092
train,2e-08,fixed_91,50,0.5271605469808475,0.0036728618,91.0,0.5234876851808472
train,2e-08,fixed_92,50,0.5276670466451351,0.003711928600000001,92.0,0.523955118045135
train,2e-08,fixed_93,50,0.5286207536581606,0.0037509981000000015,93.0,0.5248697555581606
train,2e-08,fixed_94,50,0.5305145955151301,0.0037926032999999987,94.0,0.52672199221513
train,2e-08,fixed_95,50,0.5315565911219573,0.003832578949999999,95.0,0.5277240121719573
train,2e-08,fixed_96,50,0.5324801025188534,0.00387171865,96.0,0.5286083838688532
train,2e-08,fixed_97,50,0.5325364592949885,0.0039119802999999995,97.0,0.5286244789949884
train,2e-08,fixed_98,50,0.532816446244993,0.00395266625,98.0,0.5288637799949929
train,2e-08,fixed_99,50,0.5329724931118618,0.00399251765,99.0,0.5289799754618617
train,2e-08,fixed_100,50,0.533915331084214,0.0040316376,100.0,0.5298836934842139
train,2e-08,fixed_101,50,0.5343016738858212,0.004072864449999999,101.0,0.5302288094358213
train,2e-08,fixed_102,50,0.534775299156999,0.0041128736499999995,102.0,0.5306624255069988
train,2e-08,fixed_103,50,0.5355724583596495,0.004153158949999999,103.0,0.5314192994096494
train,2e-08,fixed_104,50,0.5369575390291605,0.004194002900000002,104.0,0.5327635361291605
train,2e-08,fixed_105,50,0.537651400723919,0.004234550200000001,105.0,0.5334168505239193
train,2e-08,fixed_106,50,0.538146746037713,0.004276018350000001,106.0,0.5338707276877129
train,2e-08,fixed_107,50,0.5393672430071796,0.004315181099999998,107.0,0.5350520619071795
train,2e-08,fixed_108,50,0.5399098154256401,0.0043561304999999995,108.0,0.5355536849256398
train,2e-08,fixed_109,50,0.540568862319357,0.004396032049999999,109.0,0.536172830269357
train,2e-08,fixed_110,50,0.5413442929092339,0.00443705145,110.0,0.536907241459234
train,2e-08,fixed_111,50,0.5424094575731208,0.004478147449999998,111.0,0.5379313101231206
train,2e-08,fixed_112,50,0.5432638617500661,0.00451842375,112.0,0.538745438000066
train,2e-08,fixed_113,50,0.5438615052128011,0.00455777125,113.0,0.539303733962801
train,2e-08,fixed_114,50,0.5438994332997218,0.004597548699999999,114.0,0.5393018845997218
train,2e-08,fixed_115,50,0.5448580031493646,0.004638009450000001,115.0,0.5402199936993649
train,2e-08,fixed_116,50,0.5472075190255008,0.00467828425,116.0,0.5425292347755006
train,2e-08,fixed_117,50,0.5478644697458619,0.004719590250000001,117.0,0.5431448794958617
train,2e-08,fixed_118,50,0.5485775396405415,0.004759211849999999,118.0,0.5438183277905414
train,2e-08,fixed_119,50,0.5486082593566711,0.004798981649999999,119.0,0.543809277706671
train,2e-08,fixed_120,50,0.5488791646977383,0.004839246049999999,120.0,0.5440399186477382
train,2e-08,fixed_121,50,0.5492641757226804,0.00487915875,121.0,0.5443850169726805
train,2e-08,fixed_122,50,0.5515723600194384,0.004919839649999999,122.0,0.5466525203694382
train,2e-08,fixed_123,50,0.5533464000342344,0.00496031655,123.0,0.5483860834842342
train,2e-08,fixed_124,50,0.5535464815937028,0.0050004851,124.0,0.5485459964937026
train,2e-08,fixed_125,50,0.5541513206159455,0.0050408437499999985,125.0,0.5491104768659456
train,2e-08,fixed_126,50,0.5545972057042863,0.0050817875000000005,126.0,0.5495154182042864
train,2e-08,fixed_127,50,0.5552264361791369,0.0051217464,127.0,0.550104689779137
train,2e-08,fixed_128,50,0.5554209272206588,0.005161693200000001,128.0,0.550259234020659
train,2e-08,fixed_129,50,0.5554666397278339,0.0052021375000000005,129.0,0.5502645022278341
train,2e-08,fixed_130,50,0.555661130769356,0.005242808650000001,130.0,0.550418322119356
train,2e-08,fixed_131,50,0.5562175572701833,0.005283709100000001,131.0,0.5509338481701833
train,2e-08,fixed_132,50,0.5563344026501447,0.005323871599999999,132.0,0.5510105310501449
train,2e-08,fixed_133,50,0.5568701624035474,0.005364010600000001,133.0,0.5515061518035476
train,2e-08,fixed_134,50,0.5574347465510514,0.005404433649999999,134.0,0.5520303129010515
train,2e-08,fixed_135,50,0.5582407931157983,0.00544440975,135.0,0.5527963833657984
train,2e-08,fixed_136,50,0.5583565080953284,0.005484195150000002,136.0,0.5528723129453283
train,2e-08,fixed_137,50,0.5587818079291926,0.005524034299999999,137.0,0.5532577736291924
train,2e-08,fixed_138,50,0.5590607639796452,0.005565095250000001,138.0,0.5534956687296451
train,2e-08,fixed_139,50,0.5598041288066972,0.005606079000000002,139.0,0.5541980498066971
train,2e-08,fixed_140,50,0.5607626252908969,0.005645318750000001,140.0,0.5551173065408965
train,2e-08,fixed_141,50,0.5615602688515531,0.00568526565,141.0,0.555875003201553
train,2e-08,fixed_142,50,0.5617935056944215,0.0057256326,142.0,0.5560678730944215
train,2e-08,fixed_143,50,0.5622200410077026,0.005765689300000001,143.0,0.5564543517077025
train,2e-08,fixed_144,50,0.5624533493143042,0.0058060742,144.0,0.5566472751143043
train,2e-08,fixed_145,50,0.5624916464750543,0.005847260099999999,145.0,0.556644386375054
train,2e-08,fixed_146,50,0.5629187720125932,0.0058878496999999995,146.0,0.5570309223125935
train,2e-08,fixed_147,50,0.5633439674389003,0.0059277168,147.0,0.5574162506389002
train,2e-08,fixed_148,50,0.56365217515279,0.0059684021500000005,148.0,0.5576837730027899
train,2e-08,fixed_149,50,0.5636904723135401,0.0060086822,149.0,0.55768179011354
train,2e-08,fixed_150,50,0.564210657895139,0.0060491893499999986,150.0,0.5581614685451389
train,2e-08,fixed_151,50,0.564210657895139,0.006089022150000001,151.0,0.558121635745139
train,2e-08,fixed_152,50,0.564210657895139,0.006129429050000001,152.0,0.558081228845139
train,2e-08,fixed_153,50,0.5644826475843184,0.00617034475,153.0,0.5583123028343181
train,2e-08,fixed_154,50,0.5644826475843184,0.006211756650000001,154.0,0.5582708909343183
train,2e-08,fixed_155,50,0.5652310287566144,0.006253217249999998,155.0,0.5589778115066142
train,2e-08,fixed_156,50,0.5653480164690317,0.006292379750000002,156.0,0.5590556367190315
train,2e-08,fixed_157,50,0.5656596568784762,0.0063321542,157.0,0.5593275026784761
train,2e-08,fixed_158,50,0.5660668532379904,0.006372409600000003,158.0,0.5596944436379904
train,2e-08,fixed_159,50,0.5662033610790173,0.0064123641,159.0,0.5597909969790172
train,2e-08,fixed_160,50,0.5662617693414289,0.006452029300000002,160.0,0.559809740041429
train,2e-08,fixed_161,50,0.5666109490066079,0.006491331050000001,161.0,0.5601196179566079
train,2e-08,fixed_162,50,0.5671468701837998,0.006531459200000002,162.0,0.5606154109837999
train,2e-08,fixed_163,50,0.5671468701837998,0.006572133699999999,163.0,0.5605747364837997
train,2e-08,fixed_164,50,0.5673986148594329,0.0066129790499999995,164.0,0.5607856358094329
train,2e-08,fixed_165,50,0.5677939939076754,0.0066536016,165.0,0.5611403923076753
train,2e-08,fixed_166,50,0.5687056371981777,0.0066947868499999995,166.0,0.5620108503481777
train,2e-08,fixed_167,50,0.5692861315442435,0.006734451850000002,167.0,0.5625516796942435
train,2e-08,fixed_168,50,0.5693641549776779,0.006775333349999998,168.0,0.562588821627678
train,2e-08,fixed_169,50,0.5699724740427602,0.0068159768500000014,169.0,0.5631564971927602
train,2e-08,fixed_170,50,0.5701864947449803,0.006854934900000001,170.0,0.5633315598449802
train,2e-08,fixed_171,50,0.5705512543228556,0.0068954132000000005,171.0,0.5636558411228554
train,2e-08,fixed_172,50,0.5707071494921246,0.006935395600000001,172.0,0.5637717538921244
train,2e-08,fixed_173,50,0.5720427866589244,0.006975353449999999,173.0,0.565067433208924
train,2e-08,fixed_174,50,0.572240562807905,0.0070161549,174.0,0.565224407907905
train,2e-08,fixed_175,50,0.5737238466579765,0.0070565815,175.0,0.5666672651579764
train,2e-08,fixed_176,50,0.5741673556672809,0.0070962896499999996,176.0,0.567071066017281
train,2e-08,fixed_177,50,0.5750291909032291,0.007135471350000003,177.0,0.5678937195532293
train,2e-08,fixed_178,50,0.5754075780648942,0.007175711099999999,178.0,0.5682318669648942
train,2e-08,fixed_179,50,0.57671705821161,0.007216300850000001,179.0,0.56950075736161
train,2e-08,fixed_180,50,0.57671705821161,0.0072565911,180.0,0.56946046711161
train,2e-08,fixed_181,50,0.577149195489728,0.007297095900000002,181.0,0.5698520995897283
train,2e-08,fixed_182,50,0.5774182772691295,0.007337923049999996,182.0,0.5700803542191296
train,2e-08,fixed_183,50,0.5774182772691295,0.007377814200000003,183.0,0.5700404630691297
train,2e-08,fixed_184,50,0.5778136031632204,0.007418173549999999,184.0,0.5703954296132207
train,2e-08,fixed_185,50,0.5779683679320581,0.007457827350000002,185.0,0.5705105405820582
train,2e-08,fixed_186,50,0.5780658353489213,0.007497985550000002,186.0,0.5705678497989214
train,2e-08,fixed_187,50,0.5785062863291754,0.0075382546,187.0,0.5709680317291755
train,2e-08,fixed_188,50,0.5791175861236263,0.007578281499999998,188.0,0.5715393046236263
train,2e-08,fixed_189,50,0.5795074500264883,0.007618135999999997,189.0,0.5718893140264882
train,2e-08,fixed_190,50,0.5796238414893953,0.007658160499999999,190.0,0.5719656809893955
train,2e-08,fixed_191,50,0.5800887963719644,0.007699354949999999,191.0,0.5723894414219646
train,2e-08,fixed_192,50,0.5801082974549977,0.007740275299999998,192.0,0.5723680221549978
train,2e-08,fixed_193,50,0.580390988485379,0.007781956799999998,193.0,0.5726090316853789
train,2e-08,fixed_194,50,0.5810024955533817,0.00782231815,194.0,0.573180177403382
train,2e-08,fixed_195,50,0.5811834924348979,0.007863280999999998,195.0,0.573320211434898
train,2e-08,fixed_196,50,0.5829722686997032,0.007903958499999997,196.0,0.5750683101997034
train,2e-08,fixed_197,50,0.5830691590795769,0.007944752449999998,197.0,0.575124406629577
train,2e-08,fixed_198,50,0.5833477621952553,0.007984769099999997,198.0,0.5753629930952552
train,2e-08,fixed_199,50,0.5833477621952553,0.008024197149999997,199.0,0.5753235650452555
train,2e-08,fixed_200,50,0.5835415006082199,0.0080648745,200.0,0.5754766261082197
train,2e-08,fixed_201,50,0.5836776767706209,0.008105520450000002,201.0,0.5755721563206211
train,2e-08,fixed_202,50,0.5839780404988517,0.008146195399999999,202.0,0.5758318450988515
train,2e-08,fixed_203,50,0.5839780404988517,0.0081871311,203.0,0.5757909093988516
train,2e-08,fixed_204,50,0.5848370247043371,0.008226615750000001,204.0,0.5766104089543371
train,2e-08,fixed_205,50,0.5853319925929051,0.00826695175,205.0,0.5770650408429051
train,2e-08,fixed_206,50,0.5855601174874754,0.0083078392,206.0,0.5772522782874753
train,2e-08,fixed_207,50,0.5857290111742864,0.008348725550000002,207.0,0.5773802856242866
train,2e-08,fixed_208,50,0.5862373241445473,0.0083898046,208.0,0.5778475195445472
train,2e-08,fixed_209,50,0.5866381765927927,0.008429278700000003,209.0,0.5782088978927927
train,2e-08,fixed_210,50,0.5866381765927927,0.008468315400000004,210.0,0.5781698611927929
train,2e-08,fixed_211,50,0.5866381765927927,0.008508870200000001,211.0,0.5781293063927928
train,2e-08,fixed_212,50,0.5866381765927927,0.0085500531,212.0,0.5780881234927928
train,2e-08,fixed_213,50,0.5868936916850944,0.008590938550000001,213.0,0.5783027531350944
train,2e-08,fixed_214,50,0.58721933356727,0.0086315359,214.0,0.5785877976672701
train,2e-08,fixed_215,50,0.5879311931225248,0.00867174215,215.0,0.5792594509725247
train,2e-08,fixed_216,50,0.5881453927183603,0.008711705949999997,216.0,0.5794336867683603
train,2e-08,fixed_217,50,0.5884678335296308,0.0087511492,217.0,0.5797166843296307
train,2e-08,fixed_218,50,0.5886237286989,0.008791571650000002,218.0,0.5798321570488998
train,2e-08,fixed_219,50,0.5886625506454272,0.008831407949999998,219.0,0.579831142695427
train,2e-08,fixed_220,50,0.5887991439967786,0.008872137800000004,220.0,0.5799270061967784
train,2e-08,fixed_221,50,0.5889162172195205,0.008912034899999997,221.0,0.5800041823195204
train,2e-08,fixed_222,50,0.5890323583711453,0.0089535153,222.0,0.580078843071145
train,2e-08,fixed_223,50,0.5892153053344833,0.008994827899999999,223.0,0.5802204774344832
train,2e-08,fixed_224,50,0.589506501799167,0.0090355321,224.0,0.5804709696991668
train,2e-08,fixed_225,50,0.5908169853434193,0.009076242150000002,225.0,0.5817407431934192
train,2e-08,fixed_226,50,0.5909724265956338,0.009117396949999999,226.0,0.5818550296456337
train,2e-08,fixed_227,50,0.5913079295590664,0.009157657799999998,227.0,0.5821502717590662
train,2e-08,fixed_228,50,0.5913079295590664,0.009196924,228.0,0.5821110055590663
train,2e-08,fixed_229,50,0.5916114567559599,0.00923709245,229.0,0.5823743643059597
train,2e-08,fixed_230,50,0.5916114567559599,0.0092767566,230.0,0.5823347001559598
train,2e-08,fixed_231,50,0.5916114567559599,0.009317405099999999,231.0,0.5822940516559598
train,2e-08,fixed_232,50,0.5918060977265754,0.0093572972,232.0,0.5824488005265751
train,2e-08,fixed_233,50,0.5926140138265865,0.00939723065,233.0,0.5832167831765863
train,2e-08,fixed_234,50,0.5927067838452124,0.00943703505,234.0,0.5832697487952123
train,2e-08,fixed_235,50,0.5933180139346477,0.00947884445,235.0,0.5838391694846476
train,2e-08,fixed_236,50,0.5933934334462654,0.009518520949999998,236.0,0.5838749124962653
train,2e-08,fixed_237,50,0.5935300077520406,0.009557719249999999,237.0,0.5839722885020402
train,2e-08,fixed_238,50,0.5937054040043429,0.00959797935,238.0,0.584107424654343
train,2e-08,fixed_239,50,0.5942807102569297,0.009638101550000002,239.0,0.5846426087069297
train,2e-08,fixed_240,50,0.5944921313657727,0.009678570050000003,240.0,0.5848135613157727
train,2e-08,fixed_241,50,0.5952978283415673,0.0097203872,241.0,0.5855774411415673
train,2e-08,fixed_242,50,0.5953366502880945,0.00976050935,242.0,0.5855761409380943
train,2e-08,fixed_243,50,0.5956037488267916,0.00980032085,243.0,0.5858034279767917
train,2e-08,fixed_244,50,0.5956416769137123,0.009839512750000003,244.0,0.5858021641637122
train,2e-08,fixed_245,50,0.5966871223238415,0.009880604300000002,245.0,0.5868065180238414
train,2e-08,fixed_246,50,0.5966871223238415,0.009919988399999998,246.0,0.5867671339238414
train,2e-08,fixed_247,50,0.5966871223238415,0.009958802100000002,247.0,0.5867283202238416
train,2e-08,fixed_248,50,0.5972091354317922,0.009998309450000001,248.0,0.5872108259817921
train,2e-08,fixed_249,50,0.59747631011567,0.010038454050000001,249.0,0.58743785606567
train,2e-08,fixed_250,50,0.5975541057063241,0.01007828545,250.0,0.5874758202563239
train,2e-08,fixed_251,50,0.5977862121487612,0.010118873750000002,251.0,0.5876673383987608
train,2e-08,fixed_252,50,0.5982314726298276,0.0101593811,252.0,0.5880720915298273
train,2e-08,fixed_253,50,0.5982702945763547,0.010200739249999995,253.0,0.5880695553263545
train,2e-08,fixed_254,50,0.5985100440350668,0.01024108845,254.0,0.5882689555850665
train,2e-08,fixed_255,50,0.5985100440350668,0.010280552749999998,255.0,0.5882294912850667
train,2e-08,fixed_256,50,0.5988435696942613,0.010320981499999998,256.0,0.5885225881942613
train,2e-08,fixed_257,50,0.5988435696942613,0.010361867200000001,257.0,0.5884817024942612
train,2e-08,fixed_258,50,0.6010263933828708,0.01040202095,258.0,0.5906243724328706
train,2e-08,fixed_259,50,0.6010263933828708,0.01044314205,259.0,0.5905832513328707
train,2e-08,fixed_260,50,0.6014875113314646,0.0104833873,260.0,0.5910041240314644
train,2e-08,fixed_261,50,0.6017455964761171,0.010523755449999998,261.0,0.5912218410261169
train,2e-08,fixed_262,50,0.6018192925509969,0.010563719449999998,262.0,0.5912555731009966
train,2e-08,fixed_263,50,0.6018192925509969,0.010604029849999998,263.0,0.5912152627009963
train,2e-08,fixed_264,50,0.601858114497524,0.0106436111,264.0,0.5912145033975237
train,2e-08,fixed_265,50,0.601858114497524,0.010682470449999999,265.0,0.5911756440475238
train,2e-08,fixed_266,50,0.601858114497524,0.010722219400000003,266.0,0.5911358950975236
train,2e-08,fixed_267,50,0.601858114497524,0.010762217150000001,267.0,0.5910958973475238
train,2e-08,fixed_268,50,0.6018969364440512,0.01080281995,268.0,0.591094116494051
train,2e-08,fixed_269,50,0.6018969364440512,0.0108425663,269.0,0.5910543701440509
train,2e-08,fixed_270,50,0.6019357583905783,0.010883891549999998,270.0,0.591051866840578
train,2e-08,fixed_271,50,0.6022028569292753,0.01092425435,271.0,0.5912786025792749
train,2e-08,fixed_272,50,0.6031029542282029,0.010964180399999999,272.0,0.5921387738282027
train,2e-08,fixed_273,50,0.6031029542282029,0.0110040977,273.0,0.5920988565282027
train,2e-08,fixed_274,50,0.6031029542282029,0.011044048650000002,274.0,0.5920589055782028
train,2e-08,fixed_275,50,0.603199806665268,0.011085557150000001,275.0,0.5921142495152676
train,2e-08,fixed_276,50,0.603199806665268,0.0111261948,276.0,0.5920736118652677
train,2e-08,fixed_277,50,0.6033811069378341,0.0111658274,277.0,0.592215279537834
train,2e-08,fixed_278,50,0.6040155894534758,0.01120560635,278.0,0.5928099831034757
train,2e-08,fixed_279,50,0.6046838146125816,0.011245878499999995,279.0,0.5934379361125813
train,2e-08,fixed_280,50,0.6048592712424138,0.01128620105,280.0,0.5935730701924137
train,2e-08,fixed_281,50,0.6051247563173532,0.011325889800000004,281.0,0.5937988665173531
train,2e-08,fixed_282,50,0.605269124789638,0.01136491215,282.0,0.5939042126396379
train,2e-08,fixed_283,50,0.6055128421758925,0.011405265699999995,283.0,0.5941075764758922
train,2e-08,fixed_284,50,0.6055128421758925,0.011446061799999997,284.0,0.5940667803758926
train,2e-08,fixed_285,50,0.6056870509281591,0.01148598875,285.0,0.5942010621781589
train,2e-08,fixed_286,50,0.6059670302317508,0.011526335649999997,286.0,0.5944406945817505
train,2e-08,fixed_287,50,0.6059670302317508,0.011567558850000001,287.0,0.5943994713817508
train,2e-08,fixed_288,50,0.6060779407180666,0.011608124749999997,288.0,0.5944698159680666
train,2e-08,fixed_289,50,0.6060779407180666,0.01164814875,289.0,0.5944297919680664
train,2e-08,fixed_290,50,0.6061167626645938,0.011688151750000002,290.0,0.5944286109145938
train,2e-08,fixed_291,50,0.6065946357931488,0.011727719400000003,291.0,0.5948669163931486
train,2e-08,fixed_292,50,0.6068414300601322,0.011767979050000002,292.0,0.595073451010132
train,2e-08,fixed_293,50,0.6070290905798957,0.011807177,293.0,0.5952219135798956
train,2e-08,fixed_294,50,0.6071428072522634,0.0118467513,294.0,0.5952960559522635
train,2e-08,fixed_295,50,0.6072209068308786,0.01188666055,295.0,0.5953342462808785
train,2e-08,fixed_296,50,0.6072209068308786,0.01192663775,296.0,0.5952942690808782
train,2e-08,fixed_297,50,0.6072599566201861,0.011966611299999999,297.0,0.5952933453201861
train,2e-08,fixed_298,50,0.6072735050437973,0.012006948649999998,298.0,0.5952665563937972
train,2e-08,fixed_299,50,0.6073892200233274,0.0120462669,299.0,0.5953429531233274
train,2e-08,fixed_300,50,0.607542460997836,0.012087126200000003,300.0,0.5954553347978357
train,2e-08,fixed_301,50,0.607542460997836,0.012127013750000002,301.0,0.5954154472478358
train,2e-08,fixed_302,50,0.60812325808764,0.012167188,302.0,0.5959560700876398
train,2e-08,fixed_303,50,0.6085447854050399,0.012206489649999996,303.0,0.5963382957550398
train,2e-08,fixed_304,50,0.6085833812772928,0.012246259050000001,304.0,0.5963371222272927
train,2e-08,fixed_305,50,0.6087705170112793,0.0122866427,305.0,0.5964838743112794
train,2e-08,fixed_306,50,0.609359268692058,0.012325823400000005,306.0,0.597033445292058
train,2e-08,fixed_307,50,0.6100851333297179,0.012366766650000001,307.0,0.5977183666797179
