partition,price,method,prompts,quality,cost,samples,profit
train,2e-08,fixed_52,50,0.4930723249090602,0.0018351375999999997,52.0,0.4912371873090601
train,2e-08,fixed_53,50,0.4931983759817892,0.0018701166500000002,53.0,0.4913282593317894
train,2e-08,fixed_54,50,0.4940371292094795,0.0019045179500000004,54.0,0.4921326112594796
train,2e-08,fixed_55,50,0.49648725373169017,0.0019395557,55.0,0.49454769803169
train,2e-08,fixed_56,50,0.4975840735166507,0.0019742069,56.0,0.49560986661665074
train,2e-08,fixed_57,50,0.4984546790596653,0.0020096597,57.0,0.4964450193596653
train,2e-08,fixed_58,50,0.4999232920122947,0.0020447093999999997,58.0,0.4978785826122945
train,2e-08,fixed_59,50,0.5020240844232953,0.002079650249999999,59.0,0.49994443417329515
train,2e-08,fixed_60,50,0.5032816160957095,0.0021149407499999997,60.0,0.5011666753457097
train,2e-08,fixed_61,50,0.5044412143219593,0.002149638600000001,61.0,0.5022915757219594
train,2e-08,fixed_62,50,0.5052797745351876,0.0021846572,62.0,0.5030951173351874
train,2e-08,fixed_63,50,0.5060511077775675,0.0022198308,63.0,0.5038312769775675
train,2e-08,fixed_64,50,0.5084177808143892,0.0022549272999999996,64.0,0.5061628535143892
train,2e-08,fixed_65,50,0.5105786013831143,0.0022906723999999994,65.0,0.5082879289831144
train,2e-08,fixed_66,50,0.5108694294410682,0.0023257166999999996,66.0,0.5085437127410679
train,2e-08,fixed_67,50,0.5120050669676957,0.0023612602500000007,67.0,0.5096438067176955
train,2e-08,fixed_68,50,0.5129673585700868,0.0023952852,68.0,0.5105720733700868
train,2e-08,fixed_69,50,0.5145939898218461,0.0024305700000000004,69.0,0.5121634198218462
train,2e-08,fixed_70,50,0.5155059620240631,0.00246648265,70.0,0.513039479374063
train,2e-08,fixed_71,50,0.5159318888597856,0.0025018182999999995,71.0,0.513430070559786
train,2e-08,fixed_72,50,0.5175916907090794,0.0025369374500000008,72.0,0.5150547532590796
train,2e-08,fixed_73,50,0.5177861817506014,0.00257305315,73.0,0.5152131286006015
train,2e-08,fixed_74,50,0.5194340699070163,0.00260824935,74.0,0.516825820557016
train,2e-08,fixed_75,50,0.5203311617124466,0.002643597300000001,75.0,0.5176875644124468
train,2e-08,fixed_76,50,0.5211175015903765,0.0026795096000000007,76.0,0.5184379919903765
train,2e-08,fixed_77,50,0.5225198077538545,0.002715087249999999,77.0,0.5198047205038546
train,2e-08,fixed_78,50,0.5232365135389452,0.0027511381000000002,78.0,0.5204853754389452
train,2e-08,fixed_79,50,0.5236718556698378,0.0027854007999999998,79.0,0.520886454869838
train,2e-08,fixed_80,50,0.524270303172293,0.0028197896000000007,80.0,0.521450513572293
train,2e-08,fixed_81,50,0.524423772928403,0.0028550127,81.0,0.5215687602284028
train,2e-08,fixed_82,50,0.5249082310051234,0.0028897679,82.0,0.5220184631051236
train,2e-08,fixed_83,50,0.5257104092274865,0.002925085199999999,83.0,0.5227853240274862
train,2e-08,fixed_84,50,0.5273107722060767,0.0029610759000000013,84.0,0.5243496963060769
train,2e-08,fixed_85,50,0.5280864581193483,0.0029969005500000002,85.0,0.5250895575693483
train,2e-08,fixed_86,50,0.5290373180879211,0.0030326487499999994,86.0,0.526004669337921
train,2e-08,fixed_87,50,0.5313837434310169,0.00306807345,87.0,0.5283156699810169
train,2e-08,fixed_88,50,0.5318458473058203,0.00310362245,88.0,0.5287422248558206
train,2e-08,fixed_89,50,0.5323627677837134,0.0031380461499999996,89.0,0.5292247216337133
train,2e-08,fixed_90,50,0.5326935849167299,0.0031737387,90.0,0.5295198462167301
train,2e-08,fixed_91,50,0.5330439425498563,0.00320879945,91.0,0.5298351430998562
train,2e-08,fixed_92,50,0.5342534709182641,0.0032441524000000016,92.0,0.531009318518264
train,2e-08,fixed_93,50,0.5344985313038896,0.003279732450000001,93.0,0.5312187988538896
train,2e-08,fixed_94,50,0.534673549784318,0.0033150542000000005,94.0,0.531358495584318
train,2e-08,fixed_95,50,0.5347872664566857,0.00335043695,95.0,0.5314368295066857
train,2e-08,fixed_96,50,0.5352151793400133,0.003386114850000001,96.0,0.5318290644900131
train,2e-08,fixed_97,50,0.5357164467589152,0.0034223963499999993,97.0,0.5322940504089153
train,2e-08,fixed_98,50,0.5364927777836964,0.0034570548500000003,98.0,0.5330357229336965
train,2e-08,fixed_99,50,0.536851787469234,0.0034925993000000013,99.0,0.533359188169234
train,2e-08,fixed_100,50,0.5380386185836089,0.00352767315,100.0,0.534510945433609
train,2e-08,fixed_101,50,0.5390560051646708,0.0035632885500000004,101.0,0.5354927166146709
train,2e-08,fixed_102,50,0.5390560051646708,0.003597557049999999,102.0,0.535458448114671
train,2e-08,fixed_103,50,0.5395514403665815,0.0036327962999999986,103.0,0.5359186440665816
train,2e-08,fixed_104,50,0.5396680868682846,0.003667445100000001,104.0,0.5360006417682848
train,2e-08,fixed_105,50,0.5396680868682846,0.0037028676500000007,105.0,0.5359652192182849
train,2e-08,fixed_106,50,0.5397832594636447,0.0037380699499999985,106.0,0.5360451895136445
train,2e-08,fixed_107,50,0.5403256547477284,0.0037739134999999996,107.0,0.5365517412477284
train,2e-08,fixed_108,50,0.5404427375025588,0.00380886655,108.0,0.5366338709525591
train,2e-08,fixed_109,50,0.5413206423313639,0.0038442467500000004,109.0,0.5374763955813637
train,2e-08,fixed_110,50,0.5417138906203844,0.0038806642000000003,110.0,0.5378332264203841
train,2e-08,fixed_111,50,0.5418875937165849,0.003916031450000001,111.0,0.5379715622665848
train,2e-08,fixed_112,50,0.5437366837505305,0.00395182425,112.0,0.5397848595005308
train,2e-08,fixed_113,50,0.5445177682417259,0.0039860383,113.0,0.5405317299417259
train,2e-08,fixed_114,50,0.5453265210647339,0.004020792050000001,114.0,0.541305729014734
train,2e-08,fixed_115,50,0.5456758524275126,0.004056364850000001,115.0,0.5416194875775127
train,2e-08,fixed_116,50,0.5459255092690616,0.004092419699999999,116.0,0.5418330895690617
train,2e-08,fixed_117,50,0.5461589739547104,0.004127101550000001,117.0,0.5420318724047106
train,2e-08,fixed_118,50,0.5464312605868864,0.004161938699999999,118.0,0.5422693218868865
train,2e-08,fixed_119,50,0.5465090561775404,0.004196824800000001,119.0,0.5423122313775406
train,2e-08,fixed_120,50,0.5473832723907675,0.004233368350000002,120.0,0.5431499040407677
train,2e-08,fixed_121,50,0.5476555590229436,0.00426783175,121.0,0.5433877272729437
train,2e-08,fixed_122,50,0.548998262088846,0.0043039242500000005,122.0,0.5446943378388458
train,2e-08,fixed_123,50,0.549192753130368,0.00433908875,123.0,0.5448536643803681
train,2e-08,fixed_124,50,0.5503476261341396,0.0043743745,124.0,0.5459732516341398
train,2e-08,fixed_125,50,0.550921326917896,0.0044090755999999995,125.0,0.5465122513178962
train,2e-08,fixed_126,50,0.5515093743646375,0.004444430849999999,126.0,0.5470649435146376
train,2e-08,fixed_127,50,0.5524721635431158,0.00448010335,127.0,0.5479920601931161
train,2e-08,fixed_128,50,0.5534078843491512,0.0045162528499999985,128.0,0.5488916314991513
train,2e-08,fixed_129,50,0.5534853874007826,0.0045504501499999996,129.0,0.5489349372507827
train,2e-08,fixed_130,50,0.5546631502170257,0.004586485750000003,130.0,0.5500766644670259
train,2e-08,fixed_131,50,0.555181917359916,0.004621393299999999,131.0,0.5505605240599161
train,2e-08,fixed_132,50,0.5553766362442185,0.004656788350000001,132.0,0.5507198478942186
train,2e-08,fixed_133,50,0.5560651532817551,0.00469184345,133.0,0.5513733098317551
train,2e-08,fixed_134,50,0.5572099738602936,0.0047288114000000004,134.0,0.5524811624602937
train,2e-08,fixed_135,50,0.5579281829803703,0.0047646494,135.0,0.5531635335803703
train,2e-08,fixed_136,50,0.5590717772117584,0.004799470400000001,136.0,0.5542723068117584
train,2e-08,fixed_137,50,0.5592860806434392,0.0048349362999999985,137.0,0.5544511443434393
train,2e-08,fixed_138,50,0.5600252405364146,0.0048703492,138.0,0.5551548913364147
train,2e-08,fixed_139,50,0.5601421620615568,0.004905964750000001,139.0,0.5552361973115569
train,2e-08,fixed_140,50,0.560605129267826,0.004940665449999999,140.0,0.5556644638178261
train,2e-08,fixed_141,50,0.560964282163706,0.00497570725,141.0,0.5559885749137058
train,2e-08,fixed_142,50,0.560964282163706,0.0050111040499999995,142.0,0.5559531781137058
train,2e-08,fixed_143,50,0.56104207775436,0.00504781505,143.0,0.55599426270436
train,2e-08,fixed_144,50,0.56104207775436,0.0050822976,144.0,0.5559597801543598
train,2e-08,fixed_145,50,0.5617323780606873,0.005116824549999999,145.0,0.5566155535106873
train,2e-08,fixed_146,50,0.5618492234406488,0.005152087150000001,146.0,0.556697136290649
train,2e-08,fixed_147,50,0.5618875206013988,0.005188103450000001,147.0,0.5566994171513988
train,2e-08,fixed_148,50,0.562178827309302,0.0052234935999999985,148.0,0.556955333709302
train,2e-08,fixed_149,50,0.5623348741761709,0.00525851845,149.0,0.5570763557261709
train,2e-08,fixed_150,50,0.5623348741761709,0.0052938164,150.0,0.557041057776171
train,2e-08,fixed_151,50,0.5623934250485118,0.005328203600000001,151.0,0.5570652214485118
train,2e-08,fixed_152,50,0.5627035549243833,0.00536380975,152.0,0.5573397451743832
train,2e-08,fixed_153,50,0.5637846425290642,0.005398524400000001,153.0,0.5583861181290642
train,2e-08,fixed_154,50,0.5640181072147132,0.005434124300000001,154.0,0.558583982914713
train,2e-08,fixed_155,50,0.5649551764477878,0.005468956900000001,155.0,0.559486219547788
train,2e-08,fixed_156,50,0.5649551764477878,0.005504902150000001,156.0,0.5594502742977879
train,2e-08,fixed_157,50,0.565172683381826,0.005540798950000001,157.0,0.559631884431826
train,2e-08,fixed_158,50,0.5654062242126556,0.00557588115,158.0,0.5598303430626556
train,2e-08,fixed_159,50,0.5660551110565614,0.005611429449999999,159.0,0.5604436816065612
train,2e-08,fixed_160,50,0.5664632955111358,0.005646982550000001,160.0,0.5608163129611358
train,2e-08,fixed_161,50,0.5670878049259973,0.00568205055,161.0,0.5614057543759974
train,2e-08,fixed_162,50,0.5672600153711015,0.00571757115,162.0,0.5615424442211014
train,2e-08,fixed_163,50,0.567585514853046,0.0057523782999999995,163.0,0.5618331365530459
train,2e-08,fixed_164,50,0.567931785364177,0.00578766245,164.0,0.5621441229141769
train,2e-08,fixed_165,50,0.5681963389169435,0.0058231332,165.0,0.5623732057169435
train,2e-08,fixed_166,50,0.5684274835516732,0.005857728649999998,166.0,0.5625697549016732
train,2e-08,fixed_167,50,0.5687950425974987,0.0058931082,167.0,0.5629019343974988
train,2e-08,fixed_168,50,0.5696770657521247,0.005928916399999999,168.0,0.5637481493521247
train,2e-08,fixed_169,50,0.5696770657521247,0.00596511605,169.0,0.5637119497021248
train,2e-08,fixed_170,50,0.5703957097436796,0.006000217750000002,170.0,0.5643954919936797
train,2e-08,fixed_171,50,0.5712758699149169,0.00603543445,171.0,0.5652404354649169
train,2e-08,fixed_172,50,0.5719223858087009,0.0060697046499999996,172.0,0.5658526811587009
train,2e-08,fixed_173,50,0.572213862817198,0.006104545100000002,173.0,0.5661093177171979
train,2e-08,fixed_174,50,0.5723893443023516,0.006139462950000001,174.0,0.5662498813523515
train,2e-08,fixed_175,50,0.5725450405933621,0.006174345649999999,175.0,0.5663706949433621
train,2e-08,fixed_176,50,0.5725822893340018,0.00620865045,176.0,0.5663736388840018
train,2e-08,fixed_177,50,0.5730088368991976,0.006244341050000001,177.0,0.5667644958491974
train,2e-08,fixed_178,50,0.5732127458944237,0.006279153049999998,178.0,0.566933592844424
train,2e-08,fixed_179,50,0.5740031559393359,0.006314374749999998,179.0,0.5676887811893357
train,2e-08,fixed_180,50,0.5743137397322621,0.006350570200000001,180.0,0.5679631695322622
train,2e-08,fixed_181,50,0.5751838392172308,0.0063866290000000004,181.0,0.568797210217231
train,2e-08,fixed_182,50,0.5758888597722954,0.0064217383,182.0,0.5694671214722955
train,2e-08,fixed_183,50,0.576364562653224,0.006457228849999999,183.0,0.5699073338032242
train,2e-08,fixed_184,50,0.5765542433731411,0.006492969,184.0,0.5700612743731409
train,2e-08,fixed_185,50,0.5766513697462345,0.006528111100000003,185.0,0.5701232586462346
train,2e-08,fixed_186,50,0.5766513697462345,0.0065634173500000005,186.0,0.5700879523962346
train,2e-08,fixed_187,50,0.5773827135005462,0.0065990944,187.0,0.5707836191005463
train,2e-08,fixed_188,50,0.5774215354470732,0.0066347869,188.0,0.5707867485470736
train,2e-08,fixed_189,50,0.5775372504266033,0.0066701567999999985,189.0,0.5708670936266035
train,2e-08,fixed_190,50,0.5782128590331116,0.0067053352999999994,190.0,0.571507523733112
train,2e-08,fixed_191,50,0.578491942671147,0.00674062285,191.0,0.5717513198211471
train,2e-08,fixed_192,50,0.5792012740541355,0.006776090100000002,192.0,0.5724251839541357
train,2e-08,fixed_193,50,0.5793963707103118,0.006811378500000001,193.0,0.5725849922103119
train,2e-08,fixed_194,50,0.5794354204996193,0.006846690450000002,194.0,0.5725887300496194
train,2e-08,fixed_195,50,0.5795861275754094,0.00688265315,195.0,0.5727034744254095
train,2e-08,fixed_196,50,0.5798186117897205,0.006917801499999999,196.0,0.5729008102897205
train,2e-08,fixed_197,50,0.5798964073803744,0.006952170350000001,197.0,0.5729442370303744
train,2e-08,fixed_198,50,0.5804419547899612,0.006987318749999999,198.0,0.5734546360399613
train,2e-08,fixed_199,50,0.5804419547899612,0.007023306200000001,199.0,0.5734186485899615
train,2e-08,fixed_200,50,0.5804419547899612,0.00705837945,200.0,0.5733835753399614
train,2e-08,fixed_201,50,0.5807613056297611,0.007095975550000001,201.0,0.5736653300797611
train,2e-08,fixed_202,50,0.5807613056297611,0.0071314247499999995,202.0,0.5736298808797613
train,2e-08,fixed_203,50,0.5810275609210237,0.0071657764499999995,203.0,0.573861784471024
train,2e-08,fixed_204,50,0.5814365340248354,0.00720028865,204.0,0.5742362453748355
train,2e-08,fixed_205,50,0.5820967366786303,0.007234462,205.0,0.5748622746786304
train,2e-08,fixed_206,50,0.5823835437716408,0.007269861949999999,206.0,0.5751136818216409
train,2e-08,fixed_207,50,0.5830129182966851,0.007305542250000002,207.0,0.575707376046685
train,2e-08,fixed_208,50,0.5832442190030691,0.007340747299999998,208.0,0.5759034717030693
train,2e-08,fixed_209,50,0.5832442190030691,0.007376965249999998,209.0,0.5758672537530692
train,2e-08,fixed_210,50,0.5834294862345017,0.0074122032000000036,210.0,0.5760172830345018
train,2e-08,fixed_211,50,0.5837403687389309,0.0074473169499999995,211.0,0.5762930517889309
train,2e-08,fixed_212,50,0.5837403687389309,0.007482955749999999,212.0,0.5762574129889311
train,2e-08,fixed_213,50,0.5842422976109541,0.007517868649999997,213.0,0.5767244289609541
train,2e-08,fixed_214,50,0.5843589151481353,0.007552658750000002,214.0,0.5768062563981353
train,2e-08,fixed_215,50,0.5848633221972511,0.007588462499999999,215.0,0.5772748596972511
train,2e-08,fixed_216,50,0.5848633221972511,0.007625193550000001,216.0,0.5772381286472513
train,2e-08,fixed_217,50,0.5853838581560075,0.007660627700000001,217.0,0.5777232304560074
train,2e-08,fixed_218,50,0.5856634366700115,0.0076958394000000005,218.0,0.5779675972700116
train,2e-08,fixed_219,50,0.5856634366700115,0.0077317126500000034,219.0,0.5779317240200117
train,2e-08,fixed_220,50,0.5857805098927534,0.00776772425,220.0,0.5780127856427537
train,2e-08,fixed_221,50,0.5857805098927534,0.0078030943000000005,221.0,0.5779774155927536
train,2e-08,fixed_222,50,0.585897355272715,0.007838174950000004,222.0,0.5780591803227151
train,2e-08,fixed_223,50,0.5864904031570665,0.0078737294,223.0,0.5786166737570667
train,2e-08,fixed_224,50,0.586800093090386,0.0079086207,224.0,0.5788914723903862
train,2e-08,fixed_225,50,0.5868195656514795,0.00794454845,225.0,0.5788750172014797
train,2e-08,fixed_226,50,0.5868195656514795,0.00798015995,226.0,0.5788394057014795
train,2e-08,fixed_227,50,0.5870278798930674,0.008015469300000001,227.0,0.5790124105930675
train,2e-08,fixed_228,50,0.5870278798930674,0.008051560099999999,228.0,0.5789763197930676
train,2e-08,fixed_229,50,0.5870278798930674,0.008087611,229.0,0.5789402688930676
train,2e-08,fixed_230,50,0.5870278798930674,0.008122493299999999,230.0,0.5789053865930677
train,2e-08,fixed_231,50,0.5873225329786146,0.0081575632,231.0,0.5791649697786145
train,2e-08,fixed_232,50,0.5873225329786146,0.0081927176,232.0,0.5791298153786149
train,2e-08,fixed_233,50,0.5877531131621933,0.008227353450000002,233.0,0.5795257597121932
train,2e-08,fixed_234,50,0.5878102147212086,0.008263114549999999,234.0,0.579547100171209
train,2e-08,fixed_235,50,0.5880520564594456,0.008298616400000002,235.0,0.5797534400594457
train,2e-08,fixed_236,50,0.58813007989288,0.00833473595,236.0,0.5797953439428803
train,2e-08,fixed_237,50,0.5882469252728415,0.0083697513,237.0,0.5798771739728416
train,2e-08,fixed_238,50,0.5884193727375577,0.00840533005,238.0,0.5800140426875577
train,2e-08,fixed_239,50,0.5887504741055346,0.008440628950000003,239.0,0.5803098451555349
train,2e-08,fixed_240,50,0.5887504741055346,0.008477301150000002,240.0,0.5802731729555348
train,2e-08,fixed_241,50,0.5890175726442317,0.008513724249999998,241.0,0.5805038483942319
train,2e-08,fixed_242,50,0.5890761235165725,0.008550352300000001,242.0,0.5805257712165727
train,2e-08,fixed_243,50,0.5890761235165725,0.00858504605,243.0,0.5804910774665726
train,2e-08,fixed_244,50,0.5902717446588944,0.008621191500000002,244.0,0.5816505531588944
train,2e-08,fixed_245,50,0.590309672745815,0.008656705150000001,245.0,0.5816529675958152
train,2e-08,fixed_246,50,0.590309672745815,0.008691152700000001,246.0,0.5816185200458152
train,2e-08,fixed_247,50,0.5906754158180396,0.008726898599999998,247.0,0.5819485172180398
train,2e-08,fixed_248,50,0.5906851277981923,0.008762763849999997,248.0,0.5819223639481925
train,2e-08,fixed_249,50,0.591348317380927,0.008798408250000002,249.0,0.582549909130927
train,2e-08,fixed_250,50,0.591348317380927,0.008833938450000002,250.0,0.582514378930927
train,2e-08,fixed_251,50,0.5914607272959671,0.008869850050000001,251.0,0.5825908772459669
train,2e-08,fixed_252,50,0.5915373040190741,0.008904947450000004,252.0,0.5826323565690741
train,2e-08,fixed_253,50,0.5917292240448838,0.008939422500000002,253.0,0.5827898015448839
train,2e-08,fixed_254,50,0.5917292240448838,0.008974872649999998,254.0,0.582754351394884
train,2e-08,fixed_255,50,0.591843373726023,0.0090096928,255.0,0.5828336809260232
train,2e-08,fixed_256,50,0.5924992265049839,0.0090443549,256.0,0.5834548716049838
train,2e-08,fixed_257,50,0.5926528695714345,0.00907975015,257.0,0.5835731194214346
train,2e-08,fixed_258,50,0.5926528695714345,0.0091147602,258.0,0.5835381093714347
train,2e-08,fixed_259,50,0.5932028551834947,0.009150070599999999,259.0,0.5840527845834947
train,2e-08,fixed_260,50,0.5934265372359495,0.0091865963,260.0,0.5842399409359497
train,2e-08,fixed_261,50,0.5934265372359495,0.009221523900000002,261.0,0.5842050133359497
train,2e-08,fixed_262,50,0.5942135142804985,0.009256708349999998,262.0,0.5849568059304987
train,2e-08,fixed_263,50,0.5943272309528662,0.009291787300000002,263.0,0.5850354436528664
train,2e-08,fixed_264,50,0.5946766758537522,0.00932686295,264.0,0.5853498129037522
train,2e-08,fixed_265,50,0.5947157256430597,0.0093615276,265.0,0.58535419804306
train,2e-08,fixed_266,50,0.5948680381876804,0.009396688499999998,266.0,0.5854713496876804
train,2e-08,fixed_267,50,0.5949842593499937,0.009432347750000004,267.0,0.5855519115999939
train,2e-08,fixed_268,50,0.5953521020122798,0.0094673664,268.0,0.5858847356122798
train,2e-08,fixed_269,50,0.5953521020122798,0.0095028121,269.0,0.5858492899122798
train,2e-08,fixed_270,50,0.5953521020122798,0.009537703300000002,270.0,0.58581439871228
train,2e-08,fixed_271,50,0.595625811430287,0.0095731232,271.0,0.5860526882302871
train,2e-08,fixed_272,50,0.5963805090860853,0.0096080728,272.0,0.5867724362860856
train,2e-08,fixed_273,50,0.5965312161618754,0.009644702649999998,273.0,0.5868865135118757
train,2e-08,fixed_274,50,0.5968936347374629,0.009679725,274.0,0.5872139097374631
train,2e-08,fixed_275,50,0.5971861402331871,0.009715435699999999,275.0,0.587470704533187
train,2e-08,fixed_276,50,0.5976772148747568,0.00974985035,276.0,0.5879273645247567
train,2e-08,fixed_277,50,0.5978319034984136,0.009784201599999999,277.0,0.5880477018984138
train,2e-08,fixed_278,50,0.598567692427884,0.00981869015,278.0,0.5887490022778841
train,2e-08,fixed_279,50,0.598567692427884,0.009854181100000001,279.0,0.5887135113278841
train,2e-08,fixed_280,50,0.5987809605015465,0.009889402149999999,280.0,0.5888915583515467
train,2e-08,fixed_281,50,0.5992271862231429,0.009925073249999998,281.0,0.5893021129731428
train,2e-08,fixed_282,50,0.5992271862231429,0.009960088700000003,282.0,0.589267097523143
train,2e-08,fixed_283,50,0.5995059831679362,0.0099963818,283.0,0.5895096013679363
train,2e-08,fixed_284,50,0.5995059831679362,0.01003177495,284.0,0.5894742082179363
train,2e-08,fixed_285,50,0.5997526240957933,0.010066262400000003,285.0,0.5896863616957934
train,2e-08,fixed_286,50,0.5998304196864473,0.010102095800000002,286.0,0.5897283238864475
train,2e-08,fixed_287,50,0.5998694694757549,0.010137095649999999,287.0,0.5897323738257549
train,2e-08,fixed_288,50,0.5998694694757549,0.010171596800000005,288.0,0.589697872675755
train,2e-08,fixed_289,50,0.6000632078887195,0.010207399649999999,289.0,0.5898558082387195
train,2e-08,fixed_290,50,0.6008120967907186,0.010241807149999999,290.0,0.5905702896407187
train,2e-08,fixed_291,50,0.6008120967907186,0.01027645995,291.0,0.5905356368407184
train,2e-08,fixed_292,50,0.6010574014357288,0.010311524799999996,292.0,0.5907458766357289
train,2e-08,fixed_293,50,0.6010574014357288,0.010347568799999998,293.0,0.5907098326357288
train,2e-08,fixed_294,50,0.6010574014357288,0.010382243999999999,294.0,0.5906751574357288
train,2e-08,fixed_295,50,0.6010574014357288,0.010417593449999998,295.0,0.5906398079857289
train,2e-08,fixed_296,50,0.6010574014357288,0.010452853149999998,296.0,0.5906045482857288
train,2e-08,fixed_297,50,0.6010574014357288,0.010488262449999999,297.0,0.5905691389857287
train,2e-08,fixed_298,50,0.6012492713461396,0.010523313399999998,298.0,0.5907259579461396
train,2e-08,fixed_299,50,0.6014240433807937,0.010558458049999999,299.0,0.5908655853307938
train,2e-08,fixed_300,50,0.6016496488521554,0.010594529699999997,300.0,0.5910551191521556
train,2e-08,fixed_301,50,0.6016871402768524,0.010629903750000001,301.0,0.5910572365268528
train,2e-08,fixed_302,50,0.601759379110513,0.010664969900000001,302.0,0.5910944092105133
train,2e-08,fixed_303,50,0.601759379110513,0.010699681650000004,303.0,0.5910596974605131
train,2e-08,fixed_304,50,0.6019053676649994,0.010735448000000003,304.0,0.5911699196649994
train,2e-08,fixed_305,50,0.602177937026636,0.010771618249999998,305.0,0.5914063187766362
train,2e-08,fixed_306,50,0.6025231351439482,0.01080744245,306.0,0.5917156926939483
train,2e-08,fixed_307,50,0.6026649335638821,0.010842867300000001,307.0,0.5918220662638823
