generator,reward_model,price_per_million,policy,fixed_n,fixed_net_utility,adaptive_quality,adaptive_output_tokens,adaptive_calls,adaptive_net_utility,relative_gain_percent,mean_cost_discount
gemma3_4b,fsfairx_llama3_rm,0.5,current_beta0,133.4,0.48402201547203505,0.5340983231978056,80852.8915,169.375,0.4936718774478056,1.9924441766156211,1.0
gemma3_4b,fsfairx_llama3_rm,0.5,current_beta1,133.4,0.48402201547203505,0.5347451608941327,81561.352,170.63,0.49396448489413275,2.0527889547195555,0.990253289916016
gemma3_4b,fsfairx_llama3_rm,0.5,current_beta2,133.4,0.48402201547203505,0.5355132836586981,82368.094,171.95149999999998,0.4943292366586981,2.1279811815266982,0.9809124638111963
gemma3_4b,fsfairx_llama3_rm,0.5,top2_factor4_beta0,133.4,0.48402201547203505,0.5905019377512482,346650.65799999994,546.5385000000001,0.41717660875124807,-13.812310443000817,1.0
gemma3_4b,fsfairx_llama3_rm,0.5,top2_factor4_beta2,133.4,0.48402201547203505,0.5907746840936889,348859.0225,549.156,0.4163451728436889,-13.984122299645065,0.9899799752944294
gemma3_4b,fsfairx_llama3_rm,0.5,top2_factor1_beta2,133.4,0.48402201547203505,0.5437891556966894,117903.73899999999,233.57999999999998,0.48483728619668953,0.16957380767893632,0.983596745457824
gemma3_4b,fsfairx_llama3_rm,0.5,top2_factor0p25_beta2,133.4,0.48402201547203505,0.47972268794529543,37103.1805,83.39000000000001,0.46117109769529546,-4.723858873204735,0.9713878351820888
gemma3_4b,fsfairx_llama3_rm,1.0,current_beta0,67.2,0.4450253676465291,0.5045729547497791,43844.029,101.561,0.4607289257497792,3.5308327073348615,1.0
gemma3_4b,fsfairx_llama3_rm,1.0,current_beta1,67.2,0.4450253676465291,0.5047903923712096,44342.803499999995,102.5165,0.46044758887120957,3.4674769640741467,0.9868296545539526
gemma3_4b,fsfairx_llama3_rm,1.0,current_beta2,67.2,0.4450253676465291,0.5059743235843199,44860.91650000001,103.4965,0.46111340708431997,3.6167919551228542,0.9743496795657048
gemma3_4b,fsfairx_llama3_rm,1.0,top2_factor4_beta0,67.2,0.4450253676465291,0.5668087791197483,203608.71800000002,364.01449999999994,0.3632000611197483,-18.38831995153482,1.0
gemma3_4b,fsfairx_llama3_rm,1.0,top2_factor4_beta2,67.2,0.4450253676465291,0.567100095089837,205613.8865,366.979,0.3614862085898371,-18.773245929004034,0.9873434169241845
gemma3_4b,fsfairx_llama3_rm,1.0,top2_factor1_beta2,67.2,0.4450253676465291,0.5132570128609127,66229.611,145.348,0.4470274018609127,0.4536719374961543,0.9783366735555135
gemma3_4b,fsfairx_llama3_rm,1.0,top2_factor0p25_beta2,67.2,0.4450253676465291,0.44115373409258646,20809.4465,46.0955,0.4203442875925865,-5.545644726544553,0.9620665869242968
gemma3_4b,fsfairx_llama3_rm,2.0,current_beta0,38.8,0.40676124565013216,0.4663128170279256,23536.733499999995,55.98900000000001,0.41923935002792556,3.0639350302032873,1.0
gemma3_4b,fsfairx_llama3_rm,2.0,current_beta1,38.8,0.40676124565013216,0.46659300029237405,23910.6545,56.788,0.418771691292374,2.9491334492817805,0.982246049149808
gemma3_4b,fsfairx_llama3_rm,2.0,current_beta2,38.8,0.40676124565013216,0.4684349080385708,24276.026999999995,57.5495,0.41988285403857084,3.2222809578441023,0.9657156310778363
gemma3_4b,fsfairx_llama3_rm,2.0,top2_factor4_beta0,38.8,0.40676124565013216,0.542218930915252,115737.53349999999,230.37149999999997,0.31074386391525194,-23.61023021672689,1.0
gemma3_4b,fsfairx_llama3_rm,2.0,top2_factor4_beta2,38.8,0.40676124565013216,0.5437891556966894,117903.73899999999,233.57999999999998,0.30798167769668955,-24.289490431152892,0.983596745457824
gemma3_4b,fsfairx_llama3_rm,2.0,top2_factor1_beta2,38.8,0.40676124565013216,0.47972268794529543,37103.1805,83.39000000000001,0.40551632694529544,-0.31115030636027496,0.9713878351820888
gemma3_4b,fsfairx_llama3_rm,2.0,top2_factor0p25_beta2,38.8,0.40676124565013216,0.40810212536972557,11977.7775,26.036999999999995,0.3841465703697256,-5.563718669938302,0.951850134719812
gemma3_4b,fsfairx_llama3_rm,5.0,current_beta0,15.6,0.3486747186159392,0.4067182806635611,10055.5965,24.6385,0.35644029816356093,2.207575992832035,1.0
gemma3_4b,fsfairx_llama3_rm,5.0,current_beta1,15.6,0.3486747186159392,0.40855807676868616,10306.9215,25.157,0.3570234692686863,2.374157580921952,0.9737026918666043
gemma3_4b,fsfairx_llama3_rm,5.0,current_beta2,15.6,0.3486747186159392,0.40975396924686114,10527.586,25.639499999999998,0.3571160392468612,2.4010966000502387,0.949931374544116
gemma3_4b,fsfairx_llama3_rm,5.0,top2_factor4_beta0,15.6,0.3486747186159392,0.5000624099817113,53458.5135,119.4625,0.2327698424817112,-33.27017257000112,1.0
gemma3_4b,fsfairx_llama3_rm,5.0,top2_factor4_beta2,15.6,0.3486747186159392,0.5016548870273,54618.569,121.696,0.22856204202729993,-34.47633350910525,0.9762144287122808
gemma3_4b,fsfairx_llama3_rm,5.0,top2_factor1_beta2,15.6,0.3486747186159392,0.4297073774731934,17322.9545,37.834,0.3430926049731934,-1.6110506669172953,0.9587815028224398
gemma3_4b,fsfairx_llama3_rm,5.0,top2_factor0p25_beta2,15.6,0.3486747186159392,0.3651908934422831,6080.973,12.709500000000002,0.3347860284422831,-3.9938146424793155,0.9365086923506887
gemma3_4b,fsfairx_llama3_rm,10.0,current_beta0,9.0,0.2980865266733524,0.3659426641828167,5513.8755,13.285,0.3108039091828167,4.25358662152877,1.0
gemma3_4b,fsfairx_llama3_rm,10.0,current_beta1,9.0,0.2980865266733524,0.3687050465496906,5663.4915,13.642499999999998,0.31207013154969065,4.678419013772819,0.9663844885661728
gemma3_4b,fsfairx_llama3_rm,10.0,current_beta2,9.0,0.2980865266733524,0.37029407749986104,5823.7465,14.003,0.31205661249986105,4.67468836992545,0.9367580333387832
gemma3_4b,fsfairx_llama3_rm,10.0,top2_factor4_beta0,9.0,0.2980865266733524,0.46332104019622167,29888.779000000002,67.2375,0.16443325019622165,-44.88459422572899,1.0
gemma3_4b,fsfairx_llama3_rm,10.0,top2_factor4_beta2,9.0,0.2980865266733524,0.4664152654540126,30743.222999999998,69.0065,0.1589830354540126,-46.71455903341687,0.9685827944655709
gemma3_4b,fsfairx_llama3_rm,10.0,top2_factor1_beta2,9.0,0.2980865266733524,0.39686398553707647,10078.654,21.8465,0.29607744553707643,-0.6819634880156351,0.9483181672972443
gemma3_4b,fsfairx_llama3_rm,10.0,top2_factor0p25_beta2,9.0,0.2980865266733524,0.3440200298809807,4197.6115,8.142,0.3020439148809807,1.3259035111565136,0.9276807037885938
gemma3_4b,rm_mistral_7b,0.1,current_beta0,501.0,0.5498727723433041,0.5846771503850089,311478.0835,509.58899999999994,0.553529342035009,0.6648344299899136,1.0
gemma3_4b,rm_mistral_7b,0.1,current_beta1,501.0,0.5498727723433041,0.5847903170508111,312674.208,511.12249999999995,0.5535228962508111,0.663656873087723,0.9947862684799675
gemma3_4b,rm_mistral_7b,0.1,current_beta2,501.0,0.5498727723433041,0.5848934875987493,313856.759,512.6434999999999,0.5535078116987493,0.6609206064590245,0.9896704207475693
gemma3_4b,rm_mistral_7b,0.1,top2_factor4_beta0,501.0,0.5498727723433041,0.6118171071858067,748428.6575,933.3085000000001,0.5369742414358067,-2.345888936330394,1.0
gemma3_4b,rm_mistral_7b,0.1,top2_factor4_beta2,501.0,0.5498727723433041,0.6118171071858067,748922.6,933.7504999999999,0.5369248471858067,-2.3548739990326473,0.9923756782565334
gemma3_4b,rm_mistral_7b,0.1,top2_factor1_beta2,501.0,0.5498727723433041,0.5876434839070346,400244.549,597.2405000000001,0.5476190290070345,-0.4089310180378932,0.9905448814752758
gemma3_4b,rm_mistral_7b,0.1,top2_factor0p25_beta2,501.0,0.5498727723433041,0.5408390471152854,132740.97850000003,250.83649999999997,0.5275649492652853,-4.05603624661642,0.9843984323730318
gemma3_4b,rm_mistral_7b,0.2,current_beta0,240.0,0.5229641265830627,0.5661170350413988,177037.7325,331.82,0.5307094885413989,1.4815110028577192,1.0
gemma3_4b,rm_mistral_7b,0.2,current_beta1,240.0,0.5229641265830627,0.5663326157265612,177972.6175,333.319,0.5307380922265612,1.4870602390406042,0.9932921933369732
gemma3_4b,rm_mistral_7b,0.2,current_beta2,240.0,0.5229641265830627,0.5663902093496623,178956.999,334.847,0.5305988095496622,1.4604159035164188,0.9867632846377667
gemma3_4b,rm_mistral_7b,0.2,top2_factor4_beta0,240.0,0.5229641265830627,0.602316401703113,605303.8055,804.246,0.48125564060311293,-7.9743644917903564,1.0
gemma3_4b,rm_mistral_7b,0.2,top2_factor4_beta2,240.0,0.5229641265830627,0.6023843099495256,606808.3375,805.6424999999999,0.4810226424495256,-8.018893328886367,0.9918664744295673
gemma3_4b,rm_mistral_7b,0.2,top2_factor1_beta2,240.0,0.5229641265830627,0.5656954196646213,233478.55049999998,393.4415,0.5189997095646213,-0.7575164660076635,0.9880623894702587
gemma3_4b,rm_mistral_7b,0.2,top2_factor0p25_beta2,240.0,0.5229641265830627,0.5150443032615611,75267.225,158.23649999999998,0.49999085826156103,-4.392299762371776,0.9795228785536152
gemma3_4b,rm_mistral_7b,0.5,current_beta0,117.2,0.48122418392535904,0.5305535607650933,80180.307,171.7595,0.4904634072650933,1.9204463674210863,1.0
gemma3_4b,rm_mistral_7b,0.5,current_beta1,117.2,0.48122418392535904,0.531127096645434,80881.2715,173.05249999999998,0.490686460895434,1.9668381028187931,0.9902224433831396
gemma3_4b,rm_mistral_7b,0.5,current_beta2,117.2,0.48122418392535904,0.5312757262151474,81560.383,174.3125,0.4904955347151475,1.9271911965295097,0.9808256345041991
gemma3_4b,rm_mistral_7b,0.5,top2_factor4_beta0,117.2,0.48122418392535904,0.5798147952741091,334557.6175,521.6049999999999,0.41253598652410906,-14.273835178788351,1.0
gemma3_4b,rm_mistral_7b,0.5,top2_factor4_beta2,117.2,0.48122418392535904,0.5804484303845777,337583.88600000006,525.2035000000001,0.41165648738457766,-14.456673701425654,0.9898674805526275
gemma3_4b,rm_mistral_7b,0.5,top2_factor1_beta2,117.2,0.48122418392535904,0.532071054677784,110524.274,217.2,0.4768089176777841,-0.9171286300479953,0.9829816240009451
gemma3_4b,rm_mistral_7b,0.5,top2_factor0p25_beta2,117.2,0.48122418392535904,0.4737980451124518,34652.1155,73.9465,0.45647198736245187,-5.143445617017373,0.9701492929799869
gemma3_4b,rm_mistral_7b,1.0,current_beta0,65.0,0.44657310586387966,0.49888747181527104,43354.0625,101.5485,0.4555334093152711,2.0061228579965262,1.0
gemma3_4b,rm_mistral_7b,1.0,current_beta1,65.0,0.44657310586387966,0.49910721823251,43877.455,102.5865,0.45522976323251,1.9380997009342817,0.9868195992598634
gemma3_4b,rm_mistral_7b,1.0,current_beta2,65.0,0.44657310586387966,0.5001418740512488,44392.8235,103.62100000000001,0.4557490505512488,2.054334433821736,0.9742519724816994
gemma3_4b,rm_mistral_7b,1.0,top2_factor4_beta0,65.0,0.44657310586387966,0.5582831123077213,193039.40750000003,336.706,0.3652437048077213,-18.21174111919439,1.0
gemma3_4b,rm_mistral_7b,1.0,top2_factor4_beta2,65.0,0.44657310586387966,0.5590600967656912,195255.473,339.794,0.3638046237656912,-18.53406303017169,0.9870085693593378
gemma3_4b,rm_mistral_7b,1.0,top2_factor1_beta2,65.0,0.44657310586387966,0.5048753967849354,62207.128000000004,132.83350000000002,0.4426682687849353,-0.8743852748459208,0.9775793945280723
gemma3_4b,rm_mistral_7b,1.0,top2_factor0p25_beta2,65.0,0.44657310586387966,0.4412028773707609,19568.5465,41.012,0.42163433087076096,-5.585334543241359,0.9611549638678991
gemma3_4b,rm_mistral_7b,2.0,current_beta0,35.0,0.40747106165156266,0.46338999874289544,22963.78,54.812,0.41746243874289546,2.449756969381555,1.0
gemma3_4b,rm_mistral_7b,2.0,current_beta1,35.0,0.40747106165156266,0.4645713594762958,23354.8215,55.63399999999999,0.4178617164762957,2.547836157409903,0.9819244437675791
gemma3_4b,rm_mistral_7b,2.0,current_beta2,35.0,0.40747106165156266,0.46565218181892887,23737.828999999998,56.44100000000001,0.4181765238189289,2.6251113119412386,0.965157254788773
gemma3_4b,rm_mistral_7b,2.0,top2_factor4_beta0,35.0,0.40747106165156266,0.5318418282646228,109036.05550000002,214.7995,0.31376971726462277,-23.002292229668722,1.0
gemma3_4b,rm_mistral_7b,2.0,top2_factor4_beta2,35.0,0.40747106165156266,0.532071054677784,110524.274,217.2,0.31102250667778414,-23.67669170509626,0.9829816240009451
gemma3_4b,rm_mistral_7b,2.0,top2_factor1_beta2,35.0,0.40747106165156266,0.4737980451124518,34652.1155,73.9465,0.40449381411245183,-0.7327300879508002,0.9701492929799869
gemma3_4b,rm_mistral_7b,2.0,top2_factor0p25_beta2,35.0,0.40747106165156266,0.4074219638106462,11167.4285,22.956,0.3850871068106462,-5.4968690631967885,0.9501490941652898
gemma3_4b,rm_mistral_7b,5.0,current_beta0,16.2,0.35490079433465915,0.4073258748664065,9786.7895,23.771499999999996,0.35839192736640646,0.9775261826068675,1.0
gemma3_4b,rm_mistral_7b,5.0,current_beta1,16.2,0.35490079433465915,0.40842377386890505,10051.751,24.324,0.358165018868905,0.9140125488247938,0.9735472794165678
gemma3_4b,rm_mistral_7b,5.0,current_beta2,16.2,0.35490079433465915,0.4105517010701183,10292.857500000002,24.852999999999998,0.3590874135701182,1.172997561016016,0.9495955799558313
gemma3_4b,rm_mistral_7b,5.0,top2_factor4_beta0,16.2,0.35490079433465915,0.4930307693767431,50514.221999999994,107.73150000000001,0.24045965937674313,-32.2627579236307,1.0
gemma3_4b,rm_mistral_7b,5.0,top2_factor4_beta2,16.2,0.35490079433465915,0.4940953937563425,51614.583000000006,110.84200000000001,0.23602247875634239,-33.51422134952958,0.9753854239518832
gemma3_4b,rm_mistral_7b,5.0,top2_factor1_beta2,16.2,0.35490079433465915,0.42868768080584285,16268.676000000001,33.599000000000004,0.34734430080584283,-2.135709996282865,0.9577903546447988
gemma3_4b,rm_mistral_7b,5.0,top2_factor0p25_beta2,16.2,0.35490079433465915,0.36757145756454834,5830.409,11.6675,0.3384194125645484,-4.654639083508238,0.9360940597541487
gemma3_4b,rm_mistral_7b,10.0,current_beta0,8.0,0.30807965865027337,0.37060653980089364,5421.3150000000005,12.774000000000001,0.3163933898008936,2.6944066706443275,1.0
gemma3_4b,rm_mistral_7b,10.0,current_beta1,8.0,0.30807965865027337,0.3725649260656082,5574.4619999999995,13.1435,0.3168203060656082,2.8330643563229154,0.9664346629709584
gemma3_4b,rm_mistral_7b,10.0,current_beta2,8.0,0.30807965865027337,0.374281633126131,5715.7275,13.484,0.317124358126131,2.9321662271252635,0.9367832010350774
gemma3_4b,rm_mistral_7b,10.0,top2_factor4_beta0,8.0,0.30807965865027337,0.4617504564424867,27966.277500000004,59.3935,0.18208768144248672,-40.92699032527859,1.0
gemma3_4b,rm_mistral_7b,10.0,top2_factor4_beta2,8.0,0.30807965865027337,0.4628435421932176,28753.389000000003,60.99649999999999,0.17530965219321756,-43.1340909557007,0.9673497699860674
gemma3_4b,rm_mistral_7b,10.0,top2_factor1_beta2,8.0,0.30807965865027337,0.39599137547168606,9394.619,19.293,0.302045185471686,-1.9619712206225604,0.9466812882841179
gemma3_4b,rm_mistral_7b,10.0,top2_factor0p25_beta2,8.0,0.30807965865027337,0.35242785144046473,4103.1095000000005,7.6255,0.3113967564404648,1.0691249076694742,0.9263866642649349
granite42_8b,fsfairx_llama3_rm,0.1,current_beta0,411.2,0.5579317933179341,0.6019870000346884,338682.51950000005,422.4554999999999,0.5681187480846883,1.8289650015354038,1.0
granite42_8b,fsfairx_llama3_rm,0.1,current_beta1,411.2,0.5579317933179341,0.6021881665646572,341587.82050000003,425.41099999999994,0.5680293845146572,1.8130097988563925,0.9885296671222221
granite42_8b,fsfairx_llama3_rm,0.1,current_beta2,411.2,0.5579317933179341,0.6025796858821615,344509.11050000007,428.3549999999999,0.5681287748321614,1.8310221168338114,0.9775401809928923
granite42_8b,fsfairx_llama3_rm,0.1,top2_factor4_beta0,411.2,0.5579317933179341,0.6397766842229944,1060762.8460000001,922.4005000000001,0.5337003996229945,-4.342191724447605,1.0
granite42_8b,fsfairx_llama3_rm,0.1,top2_factor4_beta2,411.2,0.5579317933179341,0.6397766842229944,1062657.591,923.533,0.5335109251229945,-4.376184728184507,0.9845536198285952
granite42_8b,fsfairx_llama3_rm,0.1,top2_factor1_beta2,411.2,0.5579317933179341,0.6133014311349727,522635.5975,578.119,0.5610378713849726,0.5565943007824444,0.9805716130064687
granite42_8b,fsfairx_llama3_rm,0.1,top2_factor0p25_beta2,411.2,0.5579317933179341,0.5574251105837387,186265.8615,270.3,0.5387985244337387,-3.427130571555467,0.9696063760370623
granite42_8b,fsfairx_llama3_rm,0.2,current_beta0,219.8,0.5236721386938332,0.5740378400041164,195517.81149999998,286.15749999999997,0.5349342777041164,2.15236346680892,1.0
granite42_8b,fsfairx_llama3_rm,0.2,current_beta1,219.8,0.5236721386938332,0.5743651914995319,197755.475,288.606,0.5348140964995319,2.1292962413063057,0.9853461809342156
granite42_8b,fsfairx_llama3_rm,0.2,current_beta2,219.8,0.5236721386938332,0.5749874611737582,199967.429,291.0095,0.5349939753737583,2.163325085416486,0.9714701285847432
granite42_8b,fsfairx_llama3_rm,0.2,top2_factor4_beta0,219.8,0.5236721386938332,0.6301375610694702,803548.3285,768.7475000000001,0.46942789536947027,-10.358335681963442,1.0
granite42_8b,fsfairx_llama3_rm,0.2,top2_factor4_beta2,219.8,0.5236721386938332,0.6302997054520947,808338.494,772.2495000000001,0.46863200665209465,-10.510343767726964,0.9833752783103791
granite42_8b,fsfairx_llama3_rm,0.2,top2_factor1_beta2,219.8,0.5236721386938332,0.5878954667515768,318078.2729999999,410.84,0.5242798121515768,0.11557737567162137,0.9760762396026413
granite42_8b,fsfairx_llama3_rm,0.2,top2_factor0p25_beta2,219.8,0.5236721386938332,0.5246200287352784,106153.678,170.6515,0.5033892931352784,-3.8700559942480943,0.9606866072265534
granite42_8b,fsfairx_llama3_rm,0.5,current_beta0,99.4,0.4719321553364765,0.5319857918194331,91649.12700000001,155.428,0.4861612283194331,3.0145827704038526,1.0
granite42_8b,fsfairx_llama3_rm,0.5,current_beta1,99.4,0.4719321553364765,0.5329234304074708,93274.7825,157.6465,0.4862860391574708,3.040241743919846,0.9792787462722385
granite42_8b,fsfairx_llama3_rm,0.5,current_beta2,99.4,0.4719321553364765,0.533571126498846,94838.6075,159.8345,0.48615182274884605,3.0115237682568323,0.9601005682072026
granite42_8b,fsfairx_llama3_rm,0.5,top2_factor4_beta0,99.4,0.4719321553364765,0.6050689450371323,441237.25800000003,515.1755,0.3844503160371322,-18.543462522778334,1.0
granite42_8b,fsfairx_llama3_rm,0.5,top2_factor4_beta2,99.4,0.4719321553364765,0.6064205586261922,447282.91400000005,520.591,0.38277910162619205,-18.89760272550543,0.9793170376466316
granite42_8b,fsfairx_llama3_rm,0.5,top2_factor1_beta2,99.4,0.4719321553364765,0.5465160634015032,155197.071,233.80149999999998,0.4689175279015031,-0.6419415020073347,0.9669598971828837
granite42_8b,fsfairx_llama3_rm,0.5,top2_factor0p25_beta2,99.4,0.4719321553364765,0.47255319772820065,49684.22,82.0955,0.44771108772820056,-5.131652551981125,0.9445755568687295
granite42_8b,fsfairx_llama3_rm,1.0,current_beta0,58.6,0.42945033281433054,0.49269864204009045,50576.308,91.5415,0.4421223340400905,2.948062948188194,1.0
granite42_8b,fsfairx_llama3_rm,1.0,current_beta1,58.6,0.42945033281433054,0.49430853983585993,51811.318,93.643,0.44249722183585993,3.0355935353359635,0.9727783629557687
granite42_8b,fsfairx_llama3_rm,1.0,current_beta2,58.6,0.42945033281433054,0.4956550263821133,52984.099,95.5135,0.44267092738211317,3.0759029940378086,0.9482753976902469
granite42_8b,fsfairx_llama3_rm,1.0,top2_factor4_beta0,58.6,0.42945033281433054,0.5775906958207991,263495.16949999996,356.7245,0.31409552632079923,-26.86800324539958,1.0
granite42_8b,fsfairx_llama3_rm,1.0,top2_factor4_beta2,58.6,0.42945033281433054,0.5787487060411778,268494.984,362.2875,0.3102537220411777,-27.762962477662988,0.9741831082499356
granite42_8b,fsfairx_llama3_rm,1.0,top2_factor1_beta2,58.6,0.42945033281433054,0.5149857971825542,88369.47099999999,145.5805,0.42661632618255424,-0.6641700130606394,0.9572840847404024
granite42_8b,fsfairx_llama3_rm,1.0,top2_factor0p25_beta2,58.6,0.42945033281433054,0.43660624021026495,28723.504999999997,46.6165,0.40788273521026497,-5.023124092877603,0.9300206821596253
granite42_8b,fsfairx_llama3_rm,2.0,current_beta0,32.4,0.3757578878722498,0.44655949627063585,27374.0155,49.5265,0.3918114652706358,4.27064646405067,1.0
granite42_8b,fsfairx_llama3_rm,2.0,current_beta1,32.4,0.3757578878722498,0.4487178289194138,28301.288500000002,51.20700000000001,0.3921152519194139,4.351774364618786,0.9641111068569133
granite42_8b,fsfairx_llama3_rm,2.0,current_beta2,32.4,0.3757578878722498,0.450863823462916,29170.311500000003,52.7365,0.3925232004629161,4.460155426595115,0.9329210647445922
granite42_8b,fsfairx_llama3_rm,2.0,top2_factor4_beta0,32.4,0.3757578878722498,0.5451615843940648,151254.475,228.84499999999997,0.24265263439406487,-35.42250823977863,1.0
granite42_8b,fsfairx_llama3_rm,2.0,top2_factor4_beta2,32.4,0.3757578878722498,0.5465160634015032,155197.071,233.80149999999998,0.23612192140150307,-37.16009832015686,0.9669598971828837
granite42_8b,fsfairx_llama3_rm,2.0,top2_factor1_beta2,32.4,0.3757578878722498,0.47255319772820065,49684.22,82.0955,0.37318475772820064,-0.6837675704368795,0.9445755568687295
granite42_8b,fsfairx_llama3_rm,2.0,top2_factor0p25_beta2,32.4,0.3757578878722498,0.3967098542331716,16763.3215,26.648000000000003,0.3631832112331716,-3.347684310398013,0.9118153694580979
granite42_8b,fsfairx_llama3_rm,5.0,current_beta0,12.2,0.3162674891795473,0.38208121330709244,11987.219500000001,21.893,0.3221451158070924,1.856817468091656,1.0
granite42_8b,fsfairx_llama3_rm,5.0,current_beta1,12.2,0.3162674891795473,0.38481432811474037,12595.173999999999,22.937,0.32183845811474027,1.7591398412030739,0.9486514062956879
granite42_8b,fsfairx_llama3_rm,5.0,current_beta2,12.2,0.3162674891795473,0.3884418660863526,13160.572,23.948500000000003,0.3226390060863526,2.0135012963806203,0.906645717461766
granite42_8b,fsfairx_llama3_rm,5.0,top2_factor4_beta0,12.2,0.3162674891795473,0.4986486563096043,70190.2115,115.41550000000002,0.1476975988096043,-53.30947821609095,1.0
granite42_8b,fsfairx_llama3_rm,5.0,top2_factor4_beta2,12.2,0.3162674891795473,0.502676269493141,73295.37299999999,120.7895,0.136199404493141,-56.945936375574846,0.9535497331494
granite42_8b,fsfairx_llama3_rm,5.0,top2_factor1_beta2,12.2,0.3162674891795473,0.42404722153526897,24086.815,38.598,0.303613146535269,-4.004309717989978,0.9243758231842069
granite42_8b,fsfairx_llama3_rm,5.0,top2_factor0p25_beta2,12.2,0.3162674891795473,0.34992669703435286,8726.7095,13.139000000000001,0.3062931495343529,-3.15704369750853,0.8875059591336021
granite42_8b,fsfairx_llama3_rm,10.0,current_beta0,8.0,0.2601793526085893,0.3365619096972725,6751.219,11.880500000000001,0.2690497196972724,3.4076751667486107,1.0
granite42_8b,fsfairx_llama3_rm,10.0,current_beta1,8.0,0.2601793526085893,0.3424771847525056,7165.94,12.6745,0.2708177847525057,4.08678717986638,0.935206105175477
granite42_8b,fsfairx_llama3_rm,10.0,current_beta2,8.0,0.2601793526085893,0.346896005000879,7500.5830000000005,13.3405,0.271890175000879,4.499781096739963,0.8850462608466183
granite42_8b,fsfairx_llama3_rm,10.0,top2_factor4_beta0,8.0,0.2601793526085893,0.457663687740469,39635.6805,64.73499999999999,0.061306882740468985,-76.45498576959588,1.0
granite42_8b,fsfairx_llama3_rm,10.0,top2_factor4_beta2,8.0,0.2601793526085893,0.46135598338393696,41642.5505,68.0875,0.04493047838393695,-82.7479285155807,0.9400875098850436
granite42_8b,fsfairx_llama3_rm,10.0,top2_factor1_beta2,8.0,0.2601793526085893,0.3850842674596485,14185.232,22.364,0.24323194745964857,-6.515837620324406,0.9054809608215673
granite42_8b,fsfairx_llama3_rm,10.0,top2_factor0p25_beta2,8.0,0.2601793526085893,0.3221280860120957,5998.815500000001,8.2105,0.26213993101209565,0.7513302845115534,0.8701424986298374
granite42_8b,rm_mistral_7b,0.1,current_beta0,373.2,0.5659335580050436,0.5985937215698649,324079.2270000001,417.724,0.5661857988698649,0.046507204309038944,1.0
granite42_8b,rm_mistral_7b,0.1,current_beta1,373.2,0.5659335580050436,0.5988894997144077,326903.6535,420.4820000000001,0.5661991343644077,0.04875055940496355,0.988401796193288
