generator,split_seed,price,selected_budget,fixed_n,profit,fixed_profit,relative_percent
qwen2.5_7b,71,2e-06,46943.06130775618,19,0.3545550631189608,0.323031270548626,9.758743330574706
qwen2.5_7b,71,1e-05,6399.999999999998,3,0.222690709042919,0.19416000669675537,14.694427978014895
qwen2.5_7b,72,2e-08,2525540.1422356702,899,0.6204227635588343,0.6196419160645458,0.12601592533439748
qwen2.5_7b,72,1e-07,635677.9237614812,254,0.5627548304932468,0.5425921613125861,3.715989765109232
qwen2.5_7b,72,2e-07,401357.52849816234,144,0.5266428706084176,0.5016463819935689,4.982890241430898
qwen2.5_7b,72,1e-06,46943.06130775618,41,0.42966214615012516,0.392734256736621,9.402767591590331
qwen2.5_7b,72,2e-06,46943.06130775618,15,0.3816977261501252,0.33542535678054436,13.795131594614368
qwen2.5_7b,72,1e-05,5490.493757995722,3,0.24431739173261302,0.21255088541983436,14.945365318066253
qwen2.5_7b,73,2e-08,1594588.2525109483,770,0.6175684148894872,0.6177132086137624,-0.023440283007735145
qwen2.5_7b,73,1e-07,545341.5113293902,259,0.5555101304881145,0.5405292766030757,2.7715157223647666
qwen2.5_7b,73,2e-07,401357.52849816234,147,0.5175628595172372,0.49734510610175936,4.0651356909785745
qwen2.5_7b,73,1e-06,63783.53010043795,41,0.4155451552726781,0.3878378976207717,7.144030488479645
qwen2.5_7b,73,2e-06,46943.06130775618,14,0.3662275890211136,0.32766179944277296,11.769998713284927
qwen2.5_7b,73,1e-05,7460.166936780598,3,0.2401052771715901,0.20868595130860942,15.055793485838004
qwen2.5_7b,74,2e-08,2943898.604159175,899,0.6121655802839038,0.6103274465451977,0.3011717315206786
qwen2.5_7b,74,1e-07,545341.5113293902,273,0.5466569156306855,0.5335241938499474,2.4615044513673263
qwen2.5_7b,74,2e-07,344320.46952246147,147,0.5095042075173742,0.48712022308422154,4.595166320837102
qwen2.5_7b,74,1e-06,63783.53010043795,41,0.4132062522380504,0.37940262128228824,8.909698842225744
qwen2.5_7b,74,2e-06,46943.06130775618,16,0.3670236714347485,0.33002831309254665,11.209752883179936
qwen2.5_7b,74,1e-05,6399.999999999998,3,0.23188507530117672,0.2054561786745862,12.863519995886898
qwen2.5_7b,75,2e-08,2943898.604159175,794,0.6216278986715227,0.6200920980370748,0.2476729891107386
qwen2.5_7b,75,1e-07,467842.8381140575,276,0.5546840713233872,0.5427804978151811,2.1930731771168475
qwen2.5_7b,75,2e-07,401357.52849816234,123,0.5161524828208855,0.48706489357715266,5.972015151842457
qwen2.5_7b,75,1e-06,63783.53010043795,37,0.40920146856839956,0.37189673716572075,10.030938073558701
qwen2.5_7b,75,2e-06,40271.96642053846,19,0.35712722014004483,0.32493689677198717,9.906638392821874
qwen2.5_7b,75,1e-05,6399.999999999998,3,0.22575405554957076,0.20469269699498835,10.289257439945732
