model,reward_model,split_seed,price_per_million,profit,fixed_profit,profit_improvement_percent,quality,output_tokens,samples,fixed_n,fixed_quality,fixed_output_tokens,matched_fixed_tokens,matched_cost_saving_percent
gemma3_4b,armorm_llama3_8b,73,0.1,0.49793658820493636,0.49797221934670516,-0.007155246896211237,0.4990610627049364,11244.745,30.38,11,0.49886181184670514,8895.925,11331.701983539453,0.7673779602196285
gemma3_4b,armorm_llama3_8b,73,0.2,0.49741883033851053,0.4973984831821667,0.004090715398584458,0.49866943933851055,6253.045,15.92,6,0.49837066718216666,4860.92,6835.6222868849845,8.522666444030024
gemma3_4b,armorm_llama3_8b,73,1.0,0.4947073383732585,0.49571018830078706,-0.20230569215577077,0.4981179808732585,3410.6425,5.5725,2,0.49732849080078706,1618.3025,3682.210669423396,7.375139387826546
gemma3_4b,armorm_llama3_8b,73,2.0,0.49148949385263213,0.49490645551904733,-0.690425761941529,0.4980700688526321,3290.2875,4.585,1,0.49652648051904735,810.0125,3499.9361353110603,5.990070310023743
gemma3_4b,armorm_llama3_8b,73,10.0,0.46557689241291633,0.48842635551904734,-4.678179800893226,0.49800506741291634,3242.8175,4.0325,1,0.49652648051904735,810.0125,3252.647313300872,0.30220962662246276
gemma3_4b,armorm_llama3_8b,74,0.02,0.49887377211887096,0.4990150966076534,-0.02832068403204491,0.500114059018871,62014.345,122.475,30,0.4995070716076534,24598.75,72609.50413949745,14.591972862315682
gemma3_4b,armorm_llama3_8b,74,0.1,0.497725055431367,0.4978679772741282,-0.028706775547940766,0.498966916931367,12418.615,28.1975,10,0.4986859750241282,8179.9775,11444.302177102352,-8.513518848244361
gemma3_4b,armorm_llama3_8b,74,0.2,0.49715639284332946,0.4971864765215216,-0.006050783682332402,0.4984927688433295,6681.88,14.5325,5,0.4980056220215216,4095.7275,6590.09889670856,-1.3927120780733881
gemma3_4b,armorm_llama3_8b,74,1.0,0.4944482591805687,0.4955005281014208,-0.21236484346121665,0.4978943166805687,3446.0575,5.175,2,0.4971395831014208,1639.055,3581.972180051187,3.794409147232547
gemma3_4b,armorm_llama3_8b,74,2.0,0.4912472524247749,0.49452014796174315,-0.6618325968027984,0.4978618924247749,3307.32,4.3725,1,0.49616081796174316,820.335,3447.8787277239544,4.076672610139664
gemma3_4b,armorm_llama3_8b,74,10.0,0.46511753704068043,0.48795746796174316,-4.680721665449217,0.49781878704068044,3270.125,4.0125,1,0.49616081796174316,820.335,3269.6125,-0.015674640343465995
gemma3_4b,armorm_llama3_8b,75,0.02,0.4988739940924571,0.4990837248296532,-0.04202315698987903,0.5000003052924571,56315.56,116.785,31,0.49961029177965316,26328.3475,53000.276353995316,-6.255219546142543
gemma3_4b,armorm_llama3_8b,75,0.1,0.4978910385241318,0.49804288000319663,-0.030487631720356023,0.4990266102741318,11355.7175,23.725,10,0.49889105525319666,8481.7525,10356.034060445385,-9.6531493979233
gemma3_4b,armorm_llama3_8b,75,0.2,0.49738935281005897,0.49739744657000295,-0.0016272218524234668,0.49864196481005896,6263.06,12.4425,7,0.49858729457000295,5949.24,6225.71992149329,-0.5997712550126044
gemma3_4b,armorm_llama3_8b,75,1.0,0.4945972469101468,0.49576507515149904,-0.23556081295064624,0.49816113191014677,3563.885,4.905,2,0.49746199015149906,1696.915,3664.998068457718,2.758884631561831
gemma3_4b,armorm_llama3_8b,75,2.0,0.49126599375368796,0.49481585137484535,-0.7174098427312134,0.49813114875368797,3432.5775,4.26,1,0.49652379137484537,853.97,3535.1851194713877,2.90246807462039
gemma3_4b,armorm_llama3_8b,75,10.0,0.46416834197473733,0.4879840913748454,-4.880435616868086,0.49809826697473736,3392.9925,4.0025,1,0.49652379137484537,853.97,3392.8225,-0.005010577476416422
gemma3_4b,fsfairx_llama3_rm,71,0.02,0.6071319334739296,0.6068258354239295,0.050442488129431064,0.6225296190239296,769884.2775,946.935,960,0.6225296190239296,785189.18,784366.895,1.8464085611364367
gemma3_4b,fsfairx_llama3_rm,71,0.1,0.5589663098299429,0.5568553302829491,0.3790894029731504,0.5905293363299429,315630.265,510.96,505,0.5981512857829491,412959.555,332037.4593290804,4.941368471567342
gemma3_4b,fsfairx_llama3_rm,71,0.2,0.5342781686552689,0.5268170623416387,1.4162613261739188,0.5705382436552688,181300.375,339.13,278,0.5722883203416387,227356.29,217379.6447657951,16.59735427604867
gemma3_4b,fsfairx_llama3_rm,71,1.0,0.4634939416422562,0.4473772726326246,3.602478265109864,0.5083272041422562,44833.2625,104.9525,68,0.5029944426326246,55617.17,60981.554853493304,26.48061761017604
gemma3_4b,fsfairx_llama3_rm,71,2.0,0.42438907191979436,0.4100723186262353,3.491275232017852,0.47270707191979433,24159.0,58.19,40,0.47549900362623526,32713.3425,31292.87094029339,22.79711233240559
gemma3_4b,fsfairx_llama3_rm,71,10.0,0.31391872028938556,0.30215243268488023,3.894156171423772,0.3717993452893856,5788.0625,14.125,10,0.3839188576848802,8176.6425,6743.883104883559,14.173149059944489
gemma3_4b,fsfairx_llama3_rm,72,0.02,0.6157429829046405,0.6154799197046404,0.04274115069850929,0.6301376669046405,719734.2,949.0525,960,0.6301376669046405,732887.36,732125.945,1.6925701219344114
gemma3_4b,fsfairx_llama3_rm,72,0.1,0.5676040489194272,0.5627310571562556,0.8659539403773254,0.5977169911694272,301129.4225,531.06,541,0.6040264134062556,412953.5625,347666.030687225,13.385434319032253
gemma3_4b,fsfairx_llama3_rm,72,0.2,0.5408139005483585,0.5325474026045639,1.5522557998339948,0.5752930780483585,172395.8875,353.5325,244,0.5697889241045639,186207.6075,204677.59996646515,15.77198114095253
gemma3_4b,fsfairx_llama3_rm,72,1.0,0.47029000738134363,0.4495761022108262,4.607430214518773,0.5132947498813436,43004.7425,114.6225,63,0.4976642247108262,48088.1225,63187.2479014528,31.940788801135245
gemma3_4b,fsfairx_llama3_rm,72,2.0,0.42876749091306077,0.40974662295318376,4.6421048751511655,0.47512461091306074,23178.56,63.9,34,0.46162699795318374,25940.1875,32069.128923859513,27.723138177429274
gemma3_4b,fsfairx_llama3_rm,72,10.0,0.3253552799184475,0.3037217402374648,7.122815661489532,0.3817851549184475,5642.9875,15.9925,7,0.3570460652374648,5332.4325,7466.37867066321,24.421359417888254
gemma3_4b,fsfairx_llama3_rm,73,0.02,0.6065395854896323,0.6065713363313433,-0.00523447776201663,0.6217065386896323,758347.66,943.995,946,0.6218600910813433,764437.7375,742562.3647734433,-2.125787135922619
gemma3_4b,fsfairx_llama3_rm,73,0.1,0.5586517013818625,0.557264944870737,0.24885048375816848,0.5894532568818625,308015.555,509.9475,505,0.5980732118707369,408082.67,316690.19730385346,2.7391571882253274
gemma3_4b,fsfairx_llama3_rm,73,0.2,0.5327733983500242,0.5282384565163823,0.8585027798901365,0.5684775568500242,178520.7925,344.62,283,0.5739818220163824,228716.8275,201441.2487747807,11.37823380970332
gemma3_4b,fsfairx_llama3_rm,73,1.0,0.45735488161240273,0.43829800139055736,4.347927702472963,0.5018167616124027,44461.88,106.9875,75,0.49891239639055734,60614.395,62115.37491336099,28.420491606118816
gemma3_4b,fsfairx_llama3_rm,73,2.0,0.41886517953975605,0.40317637104023096,3.891301580756472,0.467167824539756,24151.3225,59.6025,40,0.467836121040231,32329.875,31804.488196484184,24.06316256122053
gemma3_4b,fsfairx_llama3_rm,73,10.0,0.31395285979508547,0.29572540449741397,6.163642020762168,0.3721113847950855,5815.8525,14.7375,11,0.38468465449741396,8895.925,7130.875766772444,18.44125896709663
gemma3_4b,fsfairx_llama3_rm,74,0.02,0.6070619794703881,0.6082339068969226,-0.1926770956445705,0.6224417350703881,768987.78,943.55,953,0.6238567800969226,781143.66,748212.3902613653,-2.776670101837997
gemma3_4b,fsfairx_llama3_rm,74,0.1,0.5567752584840412,0.5573311826470958,-0.09974754335729032,0.5889720639840412,321968.055,510.6125,505,0.5987276456470958,413964.63,319744.67408353,-0.6953613606990539
gemma3_4b,fsfairx_llama3_rm,74,0.2,0.5303357856866512,0.5263818728945059,0.7511491173514852,0.5674616036866512,185629.09,330.8375,269,0.5704928428945059,220554.85,200294.20545457385,7.321787178660976
gemma3_4b,fsfairx_llama3_rm,74,1.0,0.4563392086516921,0.4417241116553979,3.308648228760462,0.5027048486516921,46365.64,96.75,62,0.4925631866553979,50839.075,60109.274224376044,22.86441551943178
gemma3_4b,fsfairx_llama3_rm,74,2.0,0.4097877666566395,0.40252926652366006,1.8032229546103868,0.4601733216566395,25192.7775,54.495,40,0.46812535152366,32798.0425,28570.219614176276,11.821547610717076
gemma3_4b,fsfairx_llama3_rm,74,10.0,0.296531944998201,0.28743492181412905,3.164898380007767,0.356019194998201,5948.725,12.7975,8,0.35290667181412905,6547.175,6832.809610364705,12.938815227979338
gemma3_4b,fsfairx_llama3_rm,75,0.02,0.6118745327240515,0.6116097193240515,0.04329777497529358,0.6279226801240515,802407.37,947.99,960,0.6279226801240515,815648.04,814794.595,1.5202880672029906
gemma3_4b,fsfairx_llama3_rm,75,0.1,0.5645789055905499,0.5570962813621141,1.3431474017634113,0.59672926834055,321503.6275,492.2225,523,0.6015276881121141,444314.0675,382700.7850898238,15.990862829157827
gemma3_4b,fsfairx_llama3_rm,75,0.2,0.5356466169450507,0.5304747545956955,0.9749497604833144,0.5722310529450507,182922.18,308.9075,283,0.5785631245956955,240441.85,207332.2509732011,11.773407590291507
gemma3_4b,fsfairx_llama3_rm,75,1.0,0.45808899613390547,0.4481513503432396,2.2174753647522443,0.5037280536339055,45639.0575,94.17,68,0.5059421178432396,57790.7675,55720.84364193013,18.093383881114722
gemma3_4b,fsfairx_llama3_rm,75,2.0,0.4176047611636038,0.4082816491073512,2.2835001466845783,0.4670017111636038,24698.475,51.56,40,0.47623404910735123,33976.2,29284.64078492518,15.660652348810766
gemma3_4b,fsfairx_llama3_rm,75,10.0,0.3105242574981857,0.30139813413287403,3.027929615943914,0.3697553074981857,5923.105,12.3625,9,0.37776150913287404,7636.3375,6718.606263518134,11.84027210878076
gemma3_4b,rm_mistral_7b,71,0.02,0.6044451979577463,0.6043402305077463,0.017368933044851733,0.6200275684077463,779118.5225,955.49,959,0.6200275684077463,784366.895,781888.03,0.35420768623354304
gemma3_4b,rm_mistral_7b,71,0.1,0.5553146736098846,0.5521668877775466,0.5700787030181624,0.5868646433598846,315499.6975,512.31,505,0.5934628432775466,412959.555,354020.4947124452,10.880951184403564
gemma3_4b,rm_mistral_7b,71,0.2,0.5312236362159152,0.5238370510201585,1.4100921615550979,0.5673095187159152,180429.4125,339.865,254,0.5653825030201586,207727.26,212777.02452998966,15.202586887114988
gemma3_4b,rm_mistral_7b,71,1.0,0.456000780534946,0.4447488881111099,2.529942788980082,0.500609995534946,44609.215,105.1725,68,0.5003660581111099,55617.17,55154.04707391832,19.118872745251092
gemma3_4b,rm_mistral_7b,71,2.0,0.4176457324579347,0.40688382935764256,2.6449571901842854,0.46509619245793465,23725.23,57.42,36,0.46577263935764257,29444.405,28380.915202878223,16.404281432073308
gemma3_4b,rm_mistral_7b,71,10.0,0.3190433993136188,0.3115203435625005,2.4149484637458114,0.3758727743136188,5682.9375,13.5675,8,0.37695076856250054,6543.0425,6450.339789128166,11.89708316485275
gemma3_4b,rm_mistral_7b,72,0.02,0.595747848914536,0.595703636014536,0.007421962420072928,0.610346154914536,729915.3,957.7775,959,0.610346154914536,732125.945,729072.1225,-0.11565076677306774
gemma3_4b,rm_mistral_7b,72,0.1,0.5562022787317363,0.5511937128220347,0.9086761683217524,0.5863447672317363,301424.885,533.2775,545,0.5927953343220347,416016.215,348720.2576768997,13.56255383382986
gemma3_4b,rm_mistral_7b,72,0.2,0.5357575676460475,0.5227786609818426,2.4826772079466672,0.5702532661460475,172478.4925,358.8975,193,0.5522287344818425,147250.3675,218948.83295477228,21.224292373538955
gemma3_4b,rm_mistral_7b,72,1.0,0.4631184442165755,0.44862209597886205,3.2313050042895086,0.5065629867165755,43444.5425,118.815,62,0.49594529347886207,47323.1975,57365.69752477107,24.267385607504867
gemma3_4b,rm_mistral_7b,72,2.0,0.4259873461104211,0.41103311237545775,3.6382065786717988,0.4723986711104211,23205.6625,65.0575,36,0.46595979737545773,27463.3425,30298.725456823184,23.410433441931623
gemma3_4b,rm_mistral_7b,72,10.0,0.3254649921756661,0.3110937645760438,4.61958072969006,0.3816938921756661,5622.89,15.675,7,0.3644180895760438,5332.4325,6596.569814674207,14.76039581220282
gemma3_4b,rm_mistral_7b,73,0.02,0.5908737714773955,0.5912251971295402,-0.05944023594578707,0.6061961817273955,766120.5125,951.245,956,0.6066752625295403,772503.27,749712.3596973496,-2.18859307712016
gemma3_4b,rm_mistral_7b,73,0.1,0.5475082226085026,0.5443427742621899,0.5815174731773027,0.5788245838585027,313163.6125,517.6375,520,0.5863659532621899,420231.79,344975.5406920133,9.221502523975833
gemma3_4b,rm_mistral_7b,73,0.2,0.5264743305548018,0.519231821319143,1.3948508042628522,0.5622791570548018,179024.1325,344.5075,254,0.5602906533191431,205294.16,212904.52296382,15.913419777172821
gemma3_4b,rm_mistral_7b,73,1.0,0.4520817768575814,0.4463375442315002,1.2869705227176371,0.4964663093575814,44384.5325,110.025,68,0.5013054042315002,54967.86,50548.021089380156,12.19333310493349
gemma3_4b,rm_mistral_7b,73,2.0,0.41560384462339656,0.4072321448986069,2.055756115930897,0.46312486962339655,23760.5125,60.14,38,0.46864636989860686,30707.1125,27216.092276489828,12.696825618403984
gemma3_4b,rm_mistral_7b,73,10.0,0.3247195753110923,0.31670301796529277,2.5312538533112634,0.3816527753110923,5693.32,14.32,8,0.38148116796529274,6477.815,6497.628207273419,12.378489221237377
gemma3_4b,rm_mistral_7b,74,0.02,0.5992781717100301,0.5996002051621749,-0.05370802901206071,0.61479314646003,775748.7375,950.3875,956,0.6152722272621749,783601.105,754692.4138632513,-2.790053702668338
gemma3_4b,rm_mistral_7b,74,0.1,0.5538691251955886,0.5501443194809642,0.6770597428214101,0.5858932051955886,320240.8,507.295,395,0.5825222377309642,323779.1825,342754.15499363,6.568368221254217
gemma3_4b,rm_mistral_7b,74,0.2,0.5289302161078525,0.5236100882032059,1.0160476324860217,0.5655040211078525,182869.025,323.1,261,0.5664046637032059,213972.8775,204489.65150878197,10.5729685337419
gemma3_4b,rm_mistral_7b,74,1.0,0.4526292957625589,0.44457580202797703,1.8115006929853232,0.4976058607625589,44976.565,92.165,62,0.49541487702797704,50839.075,52215.44779708104,13.863488876343045
gemma3_4b,rm_mistral_7b,74,2.0,0.41499515423377115,0.4057759710632533,2.2719884438600073,0.46316852423377114,24086.685,49.7425,34,0.4615429310632533,27883.48,27864.6886670726,13.55839181342452
gemma3_4b,rm_mistral_7b,74,10.0,0.3082196457849228,0.30048381883656744,2.5744570800209514,0.3662172457849228,5799.76,12.0325,8,0.36595556883656744,6547.175,6571.115841407247,11.738582305102929
gemma3_4b,rm_mistral_7b,75,0.02,0.601201994192838,0.600880662742838,0.05347675003106888,0.617176554642838,798728.0225,947.4,959,0.617176554642838,814794.595,812225.52,1.661791850618044
gemma3_4b,rm_mistral_7b,75,0.1,0.5546447583480342,0.5515161673737854,0.5672709449564338,0.5865402383480341,318954.8,492.6975,540,0.5973928728737854,458767.055,348128.35574494017,8.380114766150937
gemma3_4b,rm_mistral_7b,75,0.2,0.5306082972236945,0.5253630113909635,0.9984117113314546,0.5666050837236946,179983.9325,307.865,238,0.5658093148909635,202231.5175,204106.97835779662,11.818824643765613
gemma3_4b,rm_mistral_7b,75,1.0,0.45491495538458226,0.4485811989699498,1.4119531601360666,0.4994642178845823,44549.2625,91.9275,65,0.5038185739699498,55237.375,50012.25498181843,10.92330766490025
gemma3_4b,rm_mistral_7b,75,2.0,0.4166505416691211,0.4064302505628531,2.514648231059133,0.46447265166912105,23911.055,49.845,31,0.45908694556285307,26328.3475,28312.87657762132,15.547065892628332
gemma3_4b,rm_mistral_7b,75,10.0,0.30817417804535474,0.30059734831096246,2.520591008858197,0.36597147804535474,5779.73,11.825,9,0.3769607233109625,7636.3375,6374.74354662005,9.333921314144987
gemma3_4b,skywork_llama31_8b,71,0.02,0.8949331520513214,0.9377683222830615,-4.567777479138443,0.9010222108013214,304452.9375,488.4175,960,0.9534721058830615,785189.18,368695.50420155615,17.424288055987912
gemma3_4b,skywork_llama31_8b,71,0.1,0.7445361924547851,0.8745853508900419,-14.869807538270479,0.757942204954785,134060.125,244.06,800,0.9400135936400419,654282.4275,142955.23718499174,6.222305919076609
gemma3_4b,skywork_llama31_8b,71,0.2,0.6509113570914895,0.8261384000696369,-21.210373826392427,0.6690153110914895,90519.77,165.2075,497,0.9074261915696369,406438.9575,103966.23408425933,12.933491534724295
gemma3_4b,skywork_llama31_8b,71,1.0,0.39792770843037034,0.6160407059556482,-35.40561450187366,0.4328814709303703,34953.7625,64.3275,228,0.8024872059556482,186446.5,39992.78655819225,12.59983234941664
gemma3_4b,skywork_llama31_8b,71,2.0,0.2846066160470544,0.46020672468604107,-38.15678894279159,0.3296808110470544,22537.0975,42.0875,133,0.677726389686041,108759.8325,27107.0739038322,16.8589808698833
gemma3_4b,skywork_llama31_8b,71,10.0,0.10230219862229478,0.06830308480703473,49.776834986753606,0.1753552486222948,7305.305,14.485,16,0.19918330980703472,13088.0225,10810.04232384443,32.421124902663855
gemma3_4b,skywork_llama31_8b,72,0.02,0.8982764146813891,0.9438779910611498,-4.83129989380231,0.9040923455813891,290796.545,498.6225,960,0.9585357382611498,732887.36,331154.49259336456,12.187045169555166
gemma3_4b,skywork_llama31_8b,72,0.1,0.7625031478986536,0.8832618685627167,-13.671904670872651,0.7750360946486536,125329.4675,244.835,643,0.9323470540627167,490851.855,143970.89745924258,12.948054286123956
gemma3_4b,skywork_llama31_8b,72,0.2,0.6709235667157414,0.8385398013919847,-19.9890612703176,0.6879879317157414,85321.825,168.305,576,0.9264723428919847,439662.7075,102848.57339353305,17.041314055441347
gemma3_4b,skywork_llama31_8b,72,1.0,0.43490341196064564,0.6303186778559459,-31.002613877794808,0.46827929696064563,33375.885,67.69,193,0.7775690453559458,147250.3675,44130.02632955029,24.36921575627774
gemma3_4b,skywork_llama31_8b,72,2.0,0.3164118727333998,0.4801748945099512,-34.10486963165408,0.3597000477333998,21644.0875,44.865,133,0.6832139295099512,101519.5175,27767.136524409125,22.051424060333204
gemma3_4b,skywork_llama31_8b,72,10.0,0.12902976878676065,0.08219211250295043,56.98558518267662,0.19996869378676063,7093.8925,15.8225,16,0.20421671250295043,12202.46,11646.822139756503,39.091604431865136
gemma3_4b,skywork_llama31_8b,73,0.02,0.8754541763931762,0.9281729217815337,-5.6798409166224255,0.8817127004931763,312926.205,500.0825,960,0.9436879005815336,775748.94,345867.5207645665,9.52425821648335
gemma3_4b,skywork_llama31_8b,73,0.1,0.7313320157897945,0.8611753467811871,-15.077455651361566,0.7448925900397945,135605.7425,244.5225,580,0.9080465772811871,468712.305,148593.09651105074,8.740213587301405
gemma3_4b,skywork_llama31_8b,73,0.2,0.6326249252388451,0.8146257792811871,-22.34165167261668,0.650878063738845,91265.6925,165.7975,578,0.9080465772811871,467103.99,103234.59851849837,11.593890217293467
gemma3_4b,skywork_llama31_8b,73,1.0,0.3764505870388299,0.595696083549342,-36.804924955050815,0.4112791295388299,34828.5425,64.4325,199,0.756528176049342,160832.0925,40914.04494497978,14.873871437457275
gemma3_4b,skywork_llama31_8b,73,2.0,0.2765556627624188,0.43400055452914005,-36.2775784785662,0.32137615276241877,22410.245,42.1275,120,0.62797450952914,96986.9775,27701.510435393044,19.10099973694077
gemma3_4b,skywork_llama31_8b,73,10.0,0.08882321857351741,0.05497746312682936,61.562963297539106,0.16100414357351742,7218.0925,14.5475,15,0.17632603812682937,12134.8575,10547.40829424158,31.565249977657928
gemma3_4b,skywork_llama31_8b,74,0.02,0.8894516847626864,0.9330376707489512,-4.671406884491403,0.8957973218626865,317281.855,490.3275,959,0.9487593004489512,786081.485,372706.834041689,14.870931783206709
gemma3_4b,skywork_llama31_8b,74,0.1,0.7430627056924454,0.8701298243782785,-14.603236795914283,0.7567483044424453,136855.9875,228.4,637,0.9223529736282785,522231.4925,148377.31927075417,7.764887401510756
gemma3_4b,skywork_llama31_8b,74,0.2,0.6361481215485225,0.8219739031873793,-22.607260512563432,0.6546772725485225,92645.755,154.935,546,0.9114922716873793,447591.8425,99481.77585457795,6.871631307196213
gemma3_4b,skywork_llama31_8b,74,1.0,0.3734147493335631,0.6114563324231185,-38.93026704723604,0.4091861818335631,35771.4325,60.39,231,0.8008220474231185,189365.715,40477.31956551769,11.625984912120014
gemma3_4b,skywork_llama31_8b,74,2.0,0.25850121305931223,0.4571893980512899,-43.45861602190691,0.30445551305931223,22977.15,39.25,138,0.6835146880512899,113162.645,26713.16020584623,13.985654175909124
gemma3_4b,skywork_llama31_8b,74,10.0,0.09930138169200832,0.04456456772122219,122.82586092430509,0.17295518169200833,7365.38,13.205,25,0.2496410427212222,20507.6475,10943.61166482334,32.69699048555468
gemma3_4b,skywork_llama31_8b,75,0.02,0.8959485086596063,0.9452707830501216,-5.217793173651919,0.9021947986096063,312314.4975,460.91,960,0.9615837438501216,815648.04,352343.3338740033,11.360747465799225
gemma3_4b,skywork_llama31_8b,75,0.1,0.7465349833977839,0.8817201084549804,-15.331977093510835,0.7599398018977839,134048.185,216.0925,871,0.9557280769549804,740079.685,146389.36722311645,8.430381562007083
gemma3_4b,skywork_llama31_8b,75,0.2,0.6545159019620601,0.8331375785116679,-21.4396374808469,0.6727367244620601,91104.1125,148.1625,524,0.922172782011668,445176.0175,103714.09720620119,12.158409556543115
gemma3_4b,skywork_llama31_8b,75,1.0,0.4000556471591728,0.6171390832170219,-35.17577187402179,0.4355093146591728,35453.6675,58.6525,236,0.8176521832170219,200513.1,42485.99553945775,16.55210840693766
gemma3_4b,skywork_llama31_8b,75,2.0,0.2808118686255308,0.4597835891561333,-38.925208457109,0.32671035862553083,22949.245,38.55,156,0.7248210741561333,132518.7425,28287.68651897453,18.871962241923402
gemma3_4b,skywork_llama31_8b,75,10.0,0.09931404020693402,0.05655893829936465,75.5938905381639,0.17395816520693402,7464.4125,13.2575,15,0.18385406329936466,12729.5125,11780.031543689402,36.63503809547345
granite42_8b,armorm_llama3_8b,71,0.02,0.4983611346051779,0.4988119828025347,-0.09038439590479506,0.5001071951551779,87303.0275,149.53,32,0.4995507071525347,36936.2175,88387.48620400316,1.2269369235144545
granite42_8b,armorm_llama3_8b,71,0.1,0.49698427040252274,0.49738239386994676,-0.08004373945092151,0.49882158665252274,18373.1625,32.4475,9,0.49841738411994674,10349.9025,15687.005576302037,-17.123452341700386
granite42_8b,armorm_llama3_8b,71,0.2,0.4963066947464243,0.4967008765664417,-0.07936000088066135,0.4982938832464243,9935.9425,16.5425,5,0.4978606895664417,5799.065,8918.602869644164,-11.406939463786504
granite42_8b,armorm_llama3_8b,71,1.0,0.4927913118406082,0.494176818328107,-0.28036654818941703,0.4976499143406082,4858.6025,5.3875,2,0.496488815828107,2311.9975,5068.09345271141,4.133525844898001
granite42_8b,armorm_llama3_8b,71,2.0,0.48814678570500875,0.4928857537782312,-0.9614739393248294,0.49755882070500873,4706.0175,4.4625,1,0.4952010387782312,1157.6425,4752.179400199057,0.9713837865027553
granite42_8b,armorm_llama3_8b,71,10.0,0.4511467625386082,0.4836246137782312,-6.715508333187502,0.4975258625386082,4637.91,4.01,1,0.4952010387782312,1157.6425,4637.88,-0.000646847266416728
granite42_8b,armorm_llama3_8b,72,0.02,0.49827737043678283,0.4987990841560884,-0.10459396095088563,0.5000593757367828,89100.265,131.6525,26,0.4994032129560884,30206.44,87078.94610635965,-2.321248687566202
granite42_8b,armorm_llama3_8b,72,0.1,0.49696265553988794,0.49750893498232257,-0.10980294101733824,0.49885196803988796,18893.125,29.1325,8,0.4984361099823226,9271.75,14797.346392034775,-27.67914259390407
granite42_8b,armorm_llama3_8b,72,0.2,0.4962450532788186,0.49672753002999886,-0.09713106723742498,0.4982907317788186,10228.3925,15.0,5,0.49789330302999885,5828.865,8220.23998705653,-24.42936600519545
granite42_8b,armorm_llama3_8b,72,1.0,0.49284532399583336,0.49411981972882973,-0.25793252610182865,0.49775405899583336,4908.735,5.095,1,0.49528239222882975,1162.5725,5154.533613662406,4.768590760780034
granite42_8b,armorm_llama3_8b,72,2.0,0.4882507035816337,0.4929572472288298,-0.9547569639464726,0.4976742185816337,4711.7575,4.3375,1,0.49528239222882975,1162.5725,4767.882239219699,1.1771418924323984
granite42_8b,armorm_llama3_8b,72,10.0,0.45121448331701736,0.4836566672288298,-6.707688761470795,0.49764850831701735,4643.4025,4.01,1,0.49528239222882975,1162.5725,4643.3725,-0.0006460821310394493
granite42_8b,armorm_llama3_8b,73,0.02,0.49836154197614024,0.4988654345731517,-0.10100771913423824,0.5001236155761403,88103.68,160.11,32,0.49959116192315167,36286.3675,88110.96535954675,0.008268391473220671
