reward_model,price_per_million,split_seed,selected_model,fixed_n,adaptive_utility,fixed_utility,adaptive_output_tokens,fixed_output_tokens,adaptive_cost_dollars,fixed_cost_dollars,adaptive_profit,fixed_profit,profit_improvement_percent,direct_cost_saving_percent,matched_quality_cost_saving_percent
armorm_llama3_8b,0.2,71,gemma3_4b,6,0.4986377876361769,0.498402837839965,6250.2,4914.4075,0.00125004,0.0009828815,0.4973877476361769,0.497419956339965,-0.00647515311309779,-27.181150525266773,2.3211478541598662
armorm_llama3_8b,0.2,72,gemma3_4b,6,0.4987692934728638,0.4983592761711359,6037.8375,4573.0625,0.0012075675,0.0009146125,0.4975617259728638,0.4974446636711359,0.023532728417268185,-32.030504721945086,17.858105893991638
armorm_llama3_8b,0.2,73,gemma3_4b,6,0.49866943933851055,0.49837066718216666,6253.045,4860.92,0.0012506090000000002,0.0009721840000000001,0.49741883033851053,0.4973984831821667,0.004090715398584458,-28.639125926779286,8.522666444030024
armorm_llama3_8b,0.2,74,gemma3_4b,5,0.4984927688433295,0.4980056220215216,6681.88,4095.7275,0.0013363760000000002,0.0008191455,0.49715639284332946,0.4971864765215216,-0.006050783682332402,-63.1426895466068,-1.3927120780733881
armorm_llama3_8b,0.2,75,qwen35_9b,5,0.49878530672908816,0.49831126197872444,7520.1925,4286.5125,0.0015040385000000002,0.0008573025000000001,0.49728126822908814,0.49745395947872445,-0.03471502163080079,-75.43848291589026,4.852170601253858
armorm_llama3_8b,1.0,71,gemma3_4b,2,0.498132390040954,0.4974631990565325,3459.41,1639.855,0.0034594099999999996,0.001639855,0.494672980040954,0.4958233440565325,-0.2320108622088871,-110.95828594601352,8.258464148855172
armorm_llama3_8b,1.0,72,gemma3_4b,2,0.4982347873599409,0.49744898029720164,3292.8275,1520.5625,0.0032928274999999996,0.0015205625,0.49494195985994094,0.49592841779720165,-0.1989113553206581,-116.55324920876318,16.871669330094296
armorm_llama3_8b,1.0,73,gemma3_4b,2,0.4981179808732585,0.49732849080078706,3410.6425,1618.3025,0.0034106425,0.0016183025,0.4947073383732585,0.49571018830078706,-0.20230569215577077,-110.7543243614837,7.375139387826546
armorm_llama3_8b,1.0,74,gemma3_4b,2,0.4978943166805687,0.4971395831014208,3446.0575,1639.055,0.0034460575,0.001639055,0.4944482591805687,0.4955005281014208,-0.21236484346121665,-110.24660551354285,3.794409147232547
armorm_llama3_8b,1.0,75,qwen35_9b,2,0.4982221931253658,0.49714114945265403,3794.9925,1707.065,0.0037949925,0.001707065,0.4944272006253658,0.495434084452654,-0.20323265170594432,-122.31095476739316,4.747076703163167
armorm_llama3_8b,2.0,71,gemma3_4b,1,0.49807528496494496,0.49655268707419425,3326.79,818.645,0.006653579999999999,0.0016372899999999998,0.49142170496494497,0.49491539707419424,-0.7059170375185396,-306.37761178532816,5.997445884000041
armorm_llama3_8b,2.0,72,gemma3_4b,1,0.49814983524941175,0.4966044726371942,3125.96,757.645,0.00625192,0.0015152899999999999,0.49189791524941173,0.4950891826371942,-0.6445843495879933,-312.5890093645441,12.033361396762876
armorm_llama3_8b,2.0,73,gemma3_4b,1,0.4980700688526321,0.49652648051904735,3290.2875,810.0125,0.006580574999999999,0.001620025,0.49148949385263213,0.49490645551904733,-0.690425761941529,-306.20206478295086,5.990070310023743
armorm_llama3_8b,2.0,74,gemma3_4b,1,0.4978618924247749,0.49616081796174316,3307.32,820.335,0.00661464,0.00164067,0.4912472524247749,0.49452014796174315,-0.6618325968027984,-303.1669988480316,4.076672610139664
armorm_llama3_8b,2.0,75,gemma3_4b,1,0.49813114875368797,0.49652379137484537,3432.5775,853.97,0.0068651549999999995,0.00170794,0.49126599375368796,0.49481585137484535,-0.7174098427312134,-301.95527945946577,2.90246807462039
armorm_llama3_8b,10.0,71,gemma3_4b,1,0.4980095216585847,0.49655268707419425,3273.765,818.645,0.03273765,0.00818645,0.4652718716585847,0.48836623707419424,-4.728902954874208,-299.9004452479402,-0.05027321736366108
armorm_llama3_8b,10.0,72,gemma3_4b,1,0.498045621046668,0.4966044726371942,3049.3925,757.645,0.030493925,0.00757645,0.467551696046668,0.4890280226371942,-4.391635161255224,-302.48302305169307,0.36504549995286517
armorm_llama3_8b,10.0,73,gemma3_4b,1,0.49800506741291634,0.49652648051904735,3242.8175,810.0125,0.032428175000000004,0.008100125000000001,0.46557689241291633,0.48842635551904734,-4.678179800893226,-300.3416613941143,0.30220962662246276
armorm_llama3_8b,10.0,74,qwen35_9b,1,0.49818761777755727,0.4963894696922223,3509.885,881.8525,0.03509885000000001,0.008818525,0.46308876777755725,0.4875709446922223,-5.021254277184079,-298.01270620653685,0.30459509246664185
armorm_llama3_8b,10.0,75,gemma3_4b,1,0.49809826697473736,0.49652379137484537,3392.9925,853.97,0.033929925,0.0085397,0.46416834197473733,0.4879840913748454,-4.880435616868086,-297.31987072145387,-0.005010577476416422
fsfairx_llama3_rm,0.02,71,ministral3_8b,921,0.6494597179699576,0.6470014928679114,925977.395,931335.9175,0.018519547900000002,0.01862671835,0.6309401700699576,0.6283747745179115,0.40825883789086315,0.5753587292524842,3.4055181018382785
fsfairx_llama3_rm,0.02,72,granite42_8b,958,0.63858516162971,0.6401740794218423,1020312.82,1114038.5775,0.0204062564,0.022280771549999998,0.61817890522971,0.6178933078718424,0.04622114436734297,8.413151877588366,2.856928053623664
fsfairx_llama3_rm,0.02,73,granite42_8b,957,0.6353827201008726,0.636461026408358,997679.1075,1083569.9425,0.019953582150000003,0.02167139885,0.6154291379508726,0.614789627558358,0.10402101204186909,7.92665352103008,3.6640630750868763
fsfairx_llama3_rm,0.02,74,ministral3_8b,958,0.6293250750725035,0.6295175645086022,947957.1225,978910.39,0.01895914245,0.0195782078,0.6103659326225035,0.6099393567086022,0.06993743053460127,3.1620123574334524,2.3939946468653717
fsfairx_llama3_rm,0.02,75,ministral3_8b,958,0.6506640884513476,0.6512555259706275,944032.7775,999646.92,0.01888065555,0.0199929384,0.6317834329013476,0.6312625875706275,0.08250850612335581,5.5633785677046905,3.670814603927386
fsfairx_llama3_rm,0.1,71,ministral3_8b,387,0.6130436534176202,0.6063539996432439,344310.76,391189.5425,0.034431076000000005,0.039118954250000004,0.5786125774176203,0.5672350453932439,2.005787921035234,11.98364920503977,22.16655285348321
fsfairx_llama3_rm,0.1,72,ministral3_8b,380,0.6103226417165812,0.6043890889360194,345570.1025,377435.12,0.03455701025,0.037743512,0.5757656314665812,0.5666455769360194,1.6094812880877065,8.442515232816705,17.559812577181443
fsfairx_llama3_rm,0.1,73,ministral3_8b,385,0.6140068492427564,0.6057780280109056,340098.49,378305.4075,0.034009849,0.03783054075,0.5799970002427564,0.5679474872609056,2.1215892757908104,10.09949018505637,22.481142478843086
fsfairx_llama3_rm,0.1,74,ministral3_8b,510,0.5994255055838709,0.6039936741545213,355650.415,521133.1725,0.0355650415,0.052113317250000006,0.5638604640838709,0.5518803569045213,2.1707797767156696,31.75440870634656,23.821559799630876
fsfairx_llama3_rm,0.1,75,ministral3_8b,467,0.6116715609454312,0.6161149063448995,344790.84,486975.795,0.03447908400000001,0.048697579500000004,0.5771924769454312,0.5674173268448995,1.7227443784429293,29.197540506094345,19.97364227581787
fsfairx_llama3_rm,0.2,71,ministral3_8b,240,0.5840629059880371,0.5824432104146691,200014.7875,242793.8425,0.040002957500000005,0.0485587685,0.5440599484880371,0.5338844419146691,1.9059380222573181,17.619497496111336,18.391888005955714
fsfairx_llama3_rm,0.2,72,ministral3_8b,231,0.5854357575770174,0.5764613672488175,198192.115,229669.055,0.039638423,0.045933811000000005,0.5457973345770174,0.5305275562488174,2.878225296376208,13.705346590989375,23.314220224999282
fsfairx_llama3_rm,0.2,73,ministral3_8b,260,0.5881213854459039,0.5863675432940402,198889.4625,255545.595,0.0397778925,0.051109119,0.5483434929459039,0.5352584242940401,2.4446263819428613,22.17065510364208,24.926767969601226
fsfairx_llama3_rm,0.2,74,ministral3_8b,260,0.5744049473240733,0.5768157812503083,204114.075,265886.74,0.040822815000000005,0.053177348000000006,0.5335821323240734,0.5236384332503083,1.8989628037886517,23.23269862949916,18.63911474305745
fsfairx_llama3_rm,0.2,75,ministral3_8b,265,0.5823190281562364,0.5907346047452101,197678.6975,276477.5075,0.03953573950000001,0.055295501500000004,0.5427832886562364,0.5354391032452102,1.371619175087193,28.500983936279155,16.188433363175125
fsfairx_llama3_rm,1.0,71,qwen35_9b,73,0.5130934873854033,0.510207790365386,48670.95,60506.7275,0.04867095,0.060506727499999996,0.4644225373854033,0.449701062865386,3.273613459175658,19.56109343378388,21.27023044338405
fsfairx_llama3_rm,1.0,72,qwen35_9b,63,0.5163277557731093,0.49997043322826235,48111.065,48469.5025,0.048111065,0.0484695025,0.4682166907731093,0.45150093072826236,3.7022648032828473,0.7395114071987896,24.773014897710965
fsfairx_llama3_rm,1.0,73,qwen35_9b,59,0.5164669375017698,0.49680405241195635,47918.095,46118.475,0.047918095,0.046118475,0.46854884250176976,0.45068557741195636,3.9635759352212845,-3.9021671900469457,29.56108554062822
fsfairx_llama3_rm,1.0,74,qwen35_9b,66,0.509068184803932,0.5030290091845564,49656.565,57590.725,0.049656565,0.057590724999999995,0.459411619803932,0.4454382841845564,3.1369857768188893,13.776801733265199,20.827627096485525
fsfairx_llama3_rm,1.0,75,qwen35_9b,71,0.5123913937646505,0.5067118769970083,48565.6825,60510.135,0.0485656825,0.060510135,0.4638257112646505,0.44620174199700824,3.9497759889427835,19.739589905063013,24.95721430602712
fsfairx_llama3_rm,2.0,71,qwen35_9b,34,0.4769246974700259,0.46706500461331174,26396.115,28173.405,0.05279223,0.05634681,0.4241324674700259,0.4107181946133117,3.2660527419155727,6.308396162977092,20.066509476449525
fsfairx_llama3_rm,2.0,72,qwen35_9b,33,0.47816029551595113,0.4639975079605636,26035.535,25402.095,0.05207107,0.05080419,0.42608922551595113,0.4131933179605636,3.1210348751618433,-2.493652590465456,18.679495778832987
fsfairx_llama3_rm,2.0,73,gemma3_4b,40,0.467167824539756,0.467836121040231,24151.3225,32329.875,0.04830264499999999,0.06465975,0.41886517953975605,0.40317637104023096,3.891301580756472,25.297198025046498,24.06316256122053
fsfairx_llama3_rm,2.0,74,qwen35_9b,32,0.47098883369939487,0.4627077846209714,26904.4425,27952.6525,0.053808885,0.055905304999999995,0.4171799486993949,0.4068024796209714,2.55098471575013,3.749948238364853,15.431371953638152
fsfairx_llama3_rm,2.0,75,qwen35_9b,30,0.47606898667705627,0.4612852103759777,26393.78,25573.545,0.05278756,0.05114708999999999,0.42328142667705626,0.4101381203759777,3.2046048996932965,-3.207357446924153,20.916641002652202
fsfairx_llama3_rm,10.0,71,qwen35_9b,10,0.3809487236443647,0.37316084426848906,6533.59,8300.6375,0.0653359,0.08300637500000001,0.3156128236443647,0.29015446926848903,8.774069356939068,21.2880938361662,27.891588377858678
fsfairx_llama3_rm,10.0,72,qwen35_9b,10,0.38075504405658955,0.37716316211528245,6331.3675,7728.79,0.06331367500000001,0.0772879,0.31744136905658954,0.2998752621152824,5.85780461429129,18.080740969802513,22.085712433142966
fsfairx_llama3_rm,10.0,73,gemma3_4b,11,0.3721113847950855,0.38468465449741396,5815.8525,8895.925,0.058158525,0.08895925,0.31395285979508547,0.29572540449741397,6.163642020762168,34.62340903278748,18.44125896709663
fsfairx_llama3_rm,10.0,74,gemma3_4b,8,0.356019194998201,0.35290667181412905,5948.725,6547.175,0.059487250000000005,0.06547175000000001,0.296531944998201,0.28743492181412905,3.164898380007767,9.140583534119672,12.938815227979338
fsfairx_llama3_rm,10.0,75,qwen35_9b,11,0.37786688082974046,0.38587086936466103,6527.6975,9408.2575,0.065276975,0.094082575,0.31258990582974044,0.291788294364661,7.129008211372147,30.617359271894927,23.087734663265856
rm_mistral_7b,0.02,71,granite42_8b,960,0.6442916477949118,0.6489039601189094,922636.6725,1108303.34,0.01845273345,0.022166066800000002,0.6258389143449118,0.6267378933189094,-0.14343778852065722,16.75233312028096,5.140997716107987
rm_mistral_7b,0.02,72,granite42_8b,959,0.6507679613660942,0.6548591372366142,942865.8025,1115199.5225,0.01885731605,0.02230399045,0.6319106453160942,0.6325551467866142,-0.10188858217248711,15.45317376155888,5.330076776490711
rm_mistral_7b,0.02,73,granite42_8b,960,0.6508639055580745,0.656425467833201,903392.37,1086965.5,0.0180678474,0.02173931,0.6327960581580745,0.634686157833201,-0.29780067704316826,16.888588460259324,5.023051418456115
rm_mistral_7b,0.02,74,ministral3_8b,960,0.6449588463142101,0.6477181753355112,888489.1175,980947.66,0.017769782350000003,0.0196189532,0.62718906396421,0.6280992221355113,-0.1449067502753379,9.425430761514841,3.122216780422249
rm_mistral_7b,0.02,75,ministral3_8b,941,0.6528714074278044,0.6543108732103594,902456.7875,981915.9375,0.01804913575,0.01963831875,0.6348222716778044,0.6346725544603594,0.02358967886554415,8.092255860751829,3.5876526628105254
rm_mistral_7b,0.1,71,ministral3_8b,553,0.6145283242971769,0.6329976038761788,328347.905,559089.9175,0.0328347905,0.055908991750000005,0.5816935337971768,0.5770886121261788,0.7979574668839879,41.271002262350756,18.184298113138052
rm_mistral_7b,0.1,72,ministral3_8b,475,0.613294935465195,0.6212735963306235,329023.8725,471790.985,0.032902387250000005,0.0471790985,0.5803925482151949,0.5740944978306235,1.0970407151384265,30.260669881176295,18.068562800423273
rm_mistral_7b,0.1,73,qwen35_9b,612,0.5987462353723386,0.6078033121677929,308543.37,478366.3125,0.030854337000000003,0.047836631250000004,0.5678918983723387,0.5599666809177929,1.4153016107237375,35.50060655661241,13.62205532124674
rm_mistral_7b,0.1,74,ministral3_8b,518,0.6052278586819273,0.6134670654513459,346518.3175,529312.0925,0.03465183175,0.05293120925000001,0.5705760269319273,0.5605358562013458,1.7911736813095227,34.534214802583605,21.88821460855688
rm_mistral_7b,0.1,75,ministral3_8b,587,0.6094757952460502,0.6312847693136091,332540.175,612526.2625,0.033254017500000004,0.06125262625,0.5762217777460502,0.570032143063609,1.08583958953179,45.71005435052672,19.312941559253282
rm_mistral_7b,0.2,71,qwen35_9b,290,0.577785134607254,0.5796866604841145,183586.1975,240625.4975,0.036717239500000005,0.048125099500000004,0.541067895107254,0.5315615609841146,1.7883787732016772,23.704595145824058,20.416172421268307
rm_mistral_7b,0.2,72,ministral3_8b,231,0.5844699473762672,0.5799860694869028,191140.265,229669.055,0.038228053000000005,0.045933811000000005,0.5462418943762672,0.5340522584869027,2.282479981247649,16.775786359202804,23.094817832888737
rm_mistral_7b,0.2,73,qwen35_9b,288,0.5794754666738547,0.5788485715364508,182736.6225,225105.95,0.036547324500000006,0.04502119000000001,0.5429281421738548,0.5338273815364507,1.7048133820356763,18.82194917548826,18.689094865744906
rm_mistral_7b,0.2,74,ministral3_8b,303,0.5769702018595083,0.5871823490192702,199620.5875,309752.495,0.0399241175,0.061950499000000006,0.5370460843595083,0.5252318500192702,2.2493370003750996,35.55480884827094,14.350532938108074
rm_mistral_7b,0.2,75,ministral3_8b,224,0.5768580124688455,0.5782745199521258,191668.905,233642.35,0.038333781000000004,0.04672847000000001,0.5385242314688455,0.5315460499521257,1.3128084607812067,17.964827438176346,15.189288452564087
rm_mistral_7b,1.0,71,qwen35_9b,76,0.507419623058992,0.5128799544361078,47529.415,62997.1225,0.047529415,0.06299712249999999,0.459890208058992,0.4498828319361078,2.2244405459565213,24.553038116939383,15.101295522981683
rm_mistral_7b,1.0,72,qwen35_9b,77,0.5145148396197327,0.5137972844134124,46899.2325,59256.8425,0.0468992325,0.0592568425,0.46761560711973266,0.4545404419134124,2.8765680675804397,20.854317372715226,20.28711172844073
rm_mistral_7b,1.0,73,gemma3_4b,68,0.4964663093575814,0.5013054042315002,44384.5325,54967.86,0.0443845325,0.05496786,0.4520817768575814,0.4463375442315002,1.2869705227176371,19.253664777926595,12.19333310493349
rm_mistral_7b,1.0,74,qwen35_9b,74,0.5100325943593818,0.5135159644785392,48903.3275,64602.04,0.048903327499999996,0.06460204,0.46112926685938177,0.4489139244785392,2.721087877822459,24.300645149905485,16.7566051953122
rm_mistral_7b,1.0,75,qwen35_9b,69,0.505505190958935,0.5064812141826954,48054.0725,58800.5525,0.0480540725,0.0588005525,0.457451118458935,0.44768066168269544,2.18246120784297,18.276154803137256,14.258616699590965
rm_mistral_7b,2.0,71,qwen35_9b,32,0.46591627816949127,0.460598976012267,25873.3375,26513.335,0.051746675,0.05302667,0.41416960316949125,0.407572306012267,1.6186814118390251,2.413870227943782,9.580695146075712
rm_mistral_7b,2.0,72,qwen35_9b,38,0.47640594509534673,0.47504045050474814,25564.9125,29258.815,0.051129825,0.058517629999999994,0.4252761200953467,0.41652282050474815,2.1015174102564638,12.624921754349927,12.680641424321927
rm_mistral_7b,2.0,73,gemma3_4b,38,0.46312486962339655,0.46864636989860686,23760.5125,30707.1125,0.047521025,0.061414224999999996,0.41560384462339656,0.4072321448986069,2.055756115930897,22.622120526636948,12.696825618403984
rm_mistral_7b,2.0,74,gemma3_4b,34,0.46316852423377114,0.4615429310632533,24086.685,27883.48,0.04817337,0.05576696,0.41499515423377115,0.4057759710632533,2.2719884438600073,13.616646846089509,13.55839181342452
rm_mistral_7b,2.0,75,qwen35_9b,38,0.4648648652647032,0.4724034032949965,26279.8375,32394.985,0.052559675,0.06478997,0.41230519026470325,0.40761343329499655,1.151030998115117,18.876833867958265,6.816661174527761
rm_mistral_7b,10.0,71,gemma3_4b,8,0.3758727743136188,0.37695076856250054,5682.9375,6543.0425,0.056829375,0.065430425,0.3190433993136188,0.3115203435625005,2.4149484637458114,13.145337203602136,11.89708316485275
rm_mistral_7b,10.0,72,gemma3_4b,7,0.3816938921756661,0.3644180895760438,5622.89,5332.4325,0.056228900000000005,0.053324325000000006,0.3254649921756661,0.3110937645760438,4.61958072969006,-5.446998157032468,14.76039581220282
rm_mistral_7b,10.0,73,gemma3_4b,8,0.3816527753110923,0.38148116796529274,5693.32,6477.815,0.0569332,0.06477815,0.3247195753110923,0.31670301796529277,2.5312538533112634,12.110487872839837,12.378489221237377
rm_mistral_7b,10.0,74,gemma3_4b,8,0.3662172457849228,0.36595556883656744,5799.76,6547.175,0.05799760000000001,0.06547175000000001,0.3082196457849228,0.30048381883656744,2.5744570800209514,11.415839656034855,11.738582305102929
rm_mistral_7b,10.0,75,gemma3_4b,9,0.36597147804535474,0.3769607233109625,5779.73,7636.3375,0.0577973,0.076363375,0.30817417804535474,0.30059734831096246,2.520591008858197,24.312800475358777,9.333921314144987
skywork_llama31_8b,0.02,71,qwen35_9b,948,0.922068206393184,0.9741990012776364,270821.8075,786363.945,0.0054164361500000004,0.0157272789,0.916651770243184,0.9584717223776363,-4.363191021505728,65.56024608936006,19.22479874290035
skywork_llama31_8b,0.02,72,qwen35_9b,959,0.9184960391215499,0.9741049641733162,270732.6475,738061.8575,0.00541465295,0.014761237150000002,0.9130813861715499,0.9593437270233162,-4.822290441749239,63.31843398369899,12.741180771481497
skywork_llama31_8b,0.02,73,qwen35_9b,948,0.912723123276408,0.9643405297402836,268546.4125,741219.5575,0.0053709282499999995,0.01482439115,0.9073521950264081,0.9495161385902836,-4.440571555368717,63.76965370345076,12.279364292530303
skywork_llama31_8b,0.02,74,qwen35_9b,944,0.9042491632318146,0.9669457810688251,287398.78,824562.865,0.005747975600000001,0.0164912573,0.8985011876318146,0.9504545237688251,-5.466156963617846,65.14531611849874,12.046815711041937
skywork_llama31_8b,0.02,75,qwen35_9b,959,0.9193427781197492,0.9717651213912238,280440.325,818777.0375,0.005608806500000001,0.01637554075,0.9137339716197492,0.9553895806412238,-4.3600652409791625,65.74887763630035,6.840664159560528
skywork_llama31_8b,0.1,71,gemma3_4b,800,0.757942204954785,0.9400135936400419,134060.125,654282.4275,0.013406012500000002,0.06542824275,0.7445361924547851,0.8745853508900419,-14.869807538270479,79.51035831540807,6.222305919076609
skywork_llama31_8b,0.1,72,qwen35_9b,595,0.7870378518676776,0.9537288375145654,117159.1525,457966.2275,0.01171591525,0.04579662275,0.7753219366176776,0.9079322147645654,-14.605746551384879,74.41751258830543,11.273639434968475
skywork_llama31_8b,0.1,73,gemma3_4b,580,0.7448925900397945,0.9080465772811871,135605.7425,468712.305,0.01356057425,0.046871230500000007,0.7313320157897945,0.8611753467811871,-15.077455651361566,71.06844837367775,8.740213587301405
skywork_llama31_8b,0.1,74,qwen35_9b,589,0.7591788481838592,0.9442123242476045,123428.815,514373.1825,0.012342881500000001,0.05143731825,0.7468359666838592,0.8927750059976045,-16.346676187542922,76.00403380283147,11.376620266864101
skywork_llama31_8b,0.1,75,qwen35_9b,607,0.7730619668979491,0.9579506356245792,120294.2125,518221.4325,0.01202942125,0.05182214325,0.7610325456479492,0.9061284923745792,-16.012734170448045,76.78710200778892,10.101053466519627
skywork_llama31_8b,0.2,71,qwen35_9b,489,0.6955598506913132,0.9398033154881863,80281.55,405697.1275,0.01605631,0.0811394255,0.6795035406913132,0.8586638899881863,-20.865014982677096,80.2114571294321,19.272765579177488
skywork_llama31_8b,0.2,72,qwen35_9b,436,0.7120753725952333,0.9220441563588396,80326.755,335630.7525,0.016065351000000002,0.06712615050000001,0.6960100215952334,0.8549180058588396,-18.587511688207957,76.06692640597646,19.35005456130704
skywork_llama31_8b,0.2,73,qwen35_9b,483,0.694408257509627,0.9277090657792385,79453.5875,377539.895,0.015890717500000002,0.07550797900000002,0.6785175400096269,0.8522010867792384,-20.380582642298837,78.9549161420411,19.068747397074482
skywork_llama31_8b,0.2,74,qwen35_9b,476,0.6748797259245524,0.9265098475312752,84197.9325,415792.2925,0.0168395865,0.0831584585,0.6580401394245524,0.8433513890312752,-21.973195516946088,79.75000161889724,17.08493923273704
skywork_llama31_8b,0.2,75,qwen35_9b,489,0.7043127696020286,0.9448671966985229,82446.32,417492.5075,0.016489264000000003,0.0834985015,0.6878235056020285,0.8613686951985229,-20.14760816870605,80.25202404380873,18.569758986102336
skywork_llama31_8b,1.0,71,gemma3_4b,228,0.4328814709303703,0.8024872059556482,34953.7625,186446.5,0.03495376249999999,0.1864465,0.39792770843037034,0.6160407059556482,-35.40561450187366,81.25265826926223,12.59983234941664
skywork_llama31_8b,1.0,72,qwen35_9b,190,0.44559665130847803,0.815718259202452,32152.64,146251.2975,0.032152639999999996,0.1462512975,0.413444011308478,0.669466961702452,-38.24280585003158,78.01548393100582,20.184702722296578
skywork_llama31_8b,1.0,73,gemma3_4b,199,0.4112791295388299,0.756528176049342,34828.5425,160832.0925,0.034828542500000004,0.1608320925,0.3764505870388299,0.595696083549342,-36.804924955050815,78.34478059781507,14.873871437457275
skywork_llama31_8b,1.0,74,gemma3_4b,231,0.4091861818335631,0.8008220474231185,35771.4325,189365.715,0.0357714325,0.189365715,0.3734147493335631,0.6114563324231185,-38.93026704723604,81.10986854193749,11.625984912120014
skywork_llama31_8b,1.0,75,gemma3_4b,236,0.4355093146591728,0.8176521832170219,35453.6675,200513.1,0.0354536675,0.2005131,0.4000556471591728,0.6171390832170219,-35.17577187402179,82.31852806624605,16.55210840693766
skywork_llama31_8b,2.0,71,gemma3_4b,133,0.3296808110470544,0.677726389686041,22537.0975,108759.8325,0.045074195,0.217519665,0.2846066160470544,0.46020672468604107,-38.15678894279159,79.27810572896938,16.8589808698833
skywork_llama31_8b,2.0,72,qwen35_9b,157,0.3502099749412869,0.7597041913632091,21049.23,120838.6025,0.04209846,0.24167720499999998,0.3081115149412869,0.5180269863632091,-40.52211119262852,82.58070718750658,23.514906090885578
skywork_llama31_8b,2.0,73,gemma3_4b,120,0.32137615276241877,0.62797450952914,22410.245,96986.9775,0.04482049,0.19397395499999998,0.2765556627624188,0.43400055452914005,-36.2775784785662,76.89355253905093,19.10099973694077
skywork_llama31_8b,2.0,74,gemma3_4b,138,0.30445551305931223,0.6835146880512899,22977.15,113162.645,0.045954300000000003,0.22632528999999998,0.25850121305931223,0.4571893980512899,-43.45861602190691,79.69546399344058,13.985654175909124
skywork_llama31_8b,2.0,75,gemma3_4b,156,0.32671035862553083,0.7248210741561333,22949.245,132518.7425,0.04589848999999999,0.26503748499999996,0.2808118686255308,0.4597835891561333,-38.925208457109,82.68226473700503,18.871962241923402
skywork_llama31_8b,10.0,71,gemma3_4b,16,0.1753552486222948,0.19918330980703472,7305.305,13088.0225,0.07305305000000001,0.130880225,0.10230219862229478,0.06830308480703473,49.776834986753606,44.183279024772446,32.421124902663855
skywork_llama31_8b,10.0,72,gemma3_4b,16,0.19996869378676063,0.20421671250295043,7093.8925,12202.46,0.070938925,0.1220246,0.12902976878676065,0.08219211250295043,56.98558518267662,41.8650624546198,39.091604431865136
skywork_llama31_8b,10.0,73,gemma3_4b,15,0.16100414357351742,0.17632603812682937,7218.0925,12134.8575,0.072180925,0.12134857500000001,0.08882321857351741,0.05497746312682936,61.562963297539106,40.51769870391968,31.565249977657928
skywork_llama31_8b,10.0,74,gemma3_4b,25,0.17295518169200833,0.2496410427212222,7365.38,20507.6475,0.0736538,0.205076475,0.09930138169200832,0.04456456772122219,122.82586092430509,64.08471522635641,32.69699048555468
