split,utility_divisor,reservation_divisor,reservation_divisor_id,config_id,family,calibration,confidence_scale,reward_prior_strength,cost_prior_strength,cap_factor,tail_quantile,tail_decay,profile_rank,profile_accuracy,profile_chars_geomean,profile_utility,adaptive_utility,fixed_utility,utility_gap,relative_utility_gain_pct,adaptive_accuracy,adaptive_chars,adaptive_opens,fixed_accuracy,fixed_chars,fixed_n
76,100000.0,70000.0,3,106,shifted_exponential,bounded_identity,0.2,20.0,0.0,,0.5,0.5,11,0.28869047619047616,4846.208684812329,0.24022838934235288,0.15957358630952378,0.15368751984126985,0.005886066468253931,3.829892286851349,0.20684523809523808,4727.165178571428,9.35763888888889,0.21478174603174602,6109.422619047619,12
76,200000.0,70000.0,3,143,shifted_exponential,bounded_identity,0.8,1000000.0,10.0,,0.5,1.0,4,0.300595238095238,6300.338201284428,0.2690935470888159,0.18037128968253968,0.17434761656746034,0.006023673115079342,3.4549787566201697,0.21180555555555555,6286.853174603175,11.995535714285714,0.22470238095238096,10070.952876984127,20
76,300000.0,400000.0,8,187,shifted_exponential,bounded_identity,0.2,1000000.0,0.0,,0.75,1.0,7,0.31309523809523815,9635.918068430821,0.28097551120046876,0.1837721742724868,0.18328129464285714,0.0004908796296296536,0.2678285476901416,0.2177579365079365,10195.72867063492,19.72172619047619,0.23214285714285715,14658.46875,29
76,400000.0,400000.0,8,187,shifted_exponential,bounded_identity,0.2,1000000.0,0.0,,0.75,1.0,4,0.31309523809523815,9635.918068430821,0.2890054429241611,0.19226861483134922,0.19158222098214286,0.0006863938492063515,0.358276381643122,0.2177579365079365,10195.72867063492,19.72172619047619,0.24107142857142858,19795.683035714286,39
76,500000.0,400000.0,8,143,shifted_exponential,bounded_identity,0.8,1000000.0,10.0,,0.5,1.0,6,0.3255952380952381,16292.13937127223,0.29301095935269367,0.20152474007936508,0.19837896130952382,0.003145778769841262,1.5857421316633533,0.2326388888888889,15557.074404761905,30.486607142857142,0.24801587301587302,24818.455853174604,49
76,600000.0,400000.0,8,143,shifted_exponential,bounded_identity,0.8,1000000.0,10.0,,0.5,1.0,5,0.3255952380952381,16292.13937127223,0.29844167247645104,0.20671043154761903,0.20161685846560848,0.005093573082010555,2.526362686520785,0.2326388888888889,15557.074404761905,30.486607142857142,0.25148809523809523,29922.742063492064,59
76,700000.0,1000000.0,11,143,shifted_exponential,bounded_identity,0.8,1000000.0,10.0,,0.5,1.0,1,0.3458333333333333,27971.66393490358,0.3058738134263282,0.2078609920634921,0.20388832270408164,0.003972669359410458,1.948453597892553,0.2435515873015873,24983.416666666668,50.50297619047619,0.25396825396825395,35055.951884920636,69
76,800000.0,1000000.0,11,143,shifted_exponential,bounded_identity,0.8,1000000.0,10.0,,0.5,1.0,1,0.3458333333333333,27971.66393490358,0.3108687534147039,0.212322316468254,0.20874720672123012,0.00357510974702388,1.7126503406573643,0.2435515873015873,24983.416666666668,50.50297619047619,0.2594246031746032,40541.91716269841,80
76,900000.0,1000000.0,11,143,shifted_exponential,bounded_identity,0.8,1000000.0,10.0,,0.5,1.0,1,0.3458333333333333,27971.66393490358,0.314753706738996,0.21579223544973544,0.21452317019400352,0.0012690652557319215,0.5915749122037706,0.2435515873015873,24983.416666666668,50.50297619047619,0.2663690476190476,46661.28968253968,92
76,1000000.0,1000000.0,11,143,shifted_exponential,bounded_identity,0.8,1000000.0,10.0,,0.5,1.0,1,0.3458333333333333,27971.66393490358,0.31786166939842975,0.21856817063492065,0.21850527976190476,6.289087301589169e-05,0.028782312758950726,0.2435515873015873,24983.416666666668,50.50297619047619,0.27132936507936506,52824.08531746032,104
77,100000.0,70000.0,3,106,shifted_exponential,bounded_identity,0.2,20.0,0.0,,0.5,0.5,11,0.28869047619047616,4846.208684812329,0.24022838934235288,0.30262408234126986,0.2848431646825397,0.01778091765873019,6.242353639957337,0.34871031746031744,4608.6235119047615,9.36111111111111,0.3263888888888889,4154.5724206349205,8
77,200000.0,70000.0,3,143,shifted_exponential,bounded_identity,0.8,1000000.0,10.0,,0.5,1.0,4,0.300595238095238,6300.338201284428,0.2690935470888159,0.32436958581349207,0.32191602926587304,0.002453556547619029,0.7621728415370758,0.35466269841269843,6058.622519841269,11.725198412698413,0.35813492063492064,7243.778273809524,14
77,300000.0,400000.0,8,187,shifted_exponential,bounded_identity,0.2,1000000.0,0.0,,0.75,1.0,7,0.31309523809523815,9635.918068430821,0.28097551120046876,0.3328227579365079,0.3432920949074074,-0.010469336970899523,-3.0496877516865943,0.3680555555555556,10569.839285714286,21.25347222222222,0.37797619047619047,10405.22867063492,20
77,400000.0,400000.0,8,187,shifted_exponential,bounded_identity,0.2,1000000.0,0.0,,0.75,1.0,4,0.31309523809523815,9635.918068430821,0.2890054429241611,0.34163095734126986,0.3503751723710318,-0.008744215029761915,-2.4956719879975338,0.3680555555555556,10569.839285714286,21.25347222222222,0.3854166666666667,14016.597718253968,27
77,500000.0,400000.0,8,143,shifted_exponential,bounded_identity,0.8,1000000.0,10.0,,0.5,1.0,6,0.3255952380952381,16292.13937127223,0.29301095935269367,0.3522902083333333,0.3579572619047619,-0.005667053571428604,-1.5831648564057852,0.38591269841269843,16811.24503968254,33.71478174603175,0.3958333333333333,18938.035714285714,36
77,600000.0,400000.0,8,143,shifted_exponential,bounded_identity,0.8,1000000.0,10.0,,0.5,1.0,5,0.3255952380952381,16292.13937127223,0.29844167247645104,0.3578939566798942,0.37024897734788365,-0.012355020667989436,-3.336949302733856,0.38591269841269843,16811.24503968254,33.71478174603175,0.4087301587301587,23088.708829365078,44
77,700000.0,1000000.0,11,143,shifted_exponential,bounded_identity,0.8,1000000.0,10.0,,0.5,1.0,1,0.3458333333333333,27971.66393490358,0.3058738134263282,0.34879336238662134,0.37515493551587303,-0.026361573129251692,-7.026849611615017,0.3913690476190476,29802.979662698413,62.28075396825397,0.4156746031746032,28363.76736111111,54
77,800000.0,1000000.0,11,143,shifted_exponential,bounded_identity,0.8,1000000.0,10.0,,0.5,1.0,1,0.3458333333333333,27971.66393490358,0.3108687534147039,0.3541153230406746,0.3781324993799603,-0.024017176339285684,-6.35152397074244,0.3913690476190476,29802.979662698413,62.28075396825397,0.4201388888888889,33605.111607142855,64
77,900000.0,1000000.0,11,143,shifted_exponential,bounded_identity,0.8,1000000.0,10.0,,0.5,1.0,1,0.3458333333333333,27971.66393490358,0.314753706738996,0.35825462577160494,0.38423268959435625,-0.025978063822751307,-6.76102386035321,0.3913690476190476,29802.979662698413,62.28075396825397,0.4280753968253968,39458.43650793651,75
77,1000000.0,1000000.0,11,143,shifted_exponential,bounded_identity,0.8,1000000.0,10.0,,0.5,1.0,1,0.3458333333333333,27971.66393490358,0.31786166939842975,0.3615660679563492,0.3893468566468254,-0.027780788690476177,-7.135228708338075,0.3913690476190476,29802.979662698413,62.28075396825397,0.435515873015873,46169.01636904762,88
78,100000.0,70000.0,3,106,shifted_exponential,bounded_identity,0.2,20.0,0.0,,0.5,0.5,11,0.28869047619047616,4846.208684812329,0.24022838934235288,0.2784208382936508,0.243954255952381,0.034466582341269786,14.128297211587709,0.3273809523809524,4896.011408730159,11.151785714285714,0.283234126984127,3927.9871031746034,8
78,200000.0,70000.0,3,143,shifted_exponential,bounded_identity,0.8,1000000.0,10.0,,0.5,1.0,4,0.300595238095238,6300.338201284428,0.2690935470888159,0.30416137896825396,0.2874750496031746,0.016686329365079355,5.80444438156037,0.3343253968253968,6032.803571428572,13.311011904761905,0.3194444444444444,6393.878968253968,13
78,300000.0,400000.0,8,187,shifted_exponential,bounded_identity,0.2,1000000.0,0.0,,0.75,1.0,7,0.31309523809523815,9635.918068430821,0.28097551120046876,0.31550891699735456,0.3087979050925926,0.0067110119047619765,2.1732698940265447,0.3506944444444444,10555.658234126984,25.21875,0.34325396825396826,10336.818948412698,21
78,400000.0,400000.0,8,187,shifted_exponential,bounded_identity,0.2,1000000.0,0.0,,0.75,1.0,4,0.31309523809523815,9635.918068430821,0.2890054429241611,0.32430529885912696,0.3211129960317461,0.0031923028273808662,0.9941369134325746,0.3506944444444444,10555.658234126984,25.21875,0.36061507936507936,15800.833333333334,32
78,500000.0,400000.0,8,143,shifted_exponential,bounded_identity,0.8,1000000.0,10.0,,0.5,1.0,6,0.3255952380952381,16292.13937127223,0.29301095935269367,0.3317827777777778,0.33012550297619053,0.001657274801587283,0.5020135635224794,0.3635912698412698,15904.246031746032,37.32142857142857,0.37351190476190477,21693.20089285714,44
78,600000.0,400000.0,8,143,shifted_exponential,bounded_identity,0.8,1000000.0,10.0,,0.5,1.0,5,0.3255952380952381,16292.13937127223,0.29844167247645104,0.3370841931216931,0.33973316550925925,-0.002648972387566173,-0.779721456866117,0.3635912698412698,15904.246031746032,37.32142857142857,0.38492063492063494,27112.481646825396,55
78,700000.0,1000000.0,11,143,shifted_exponential,bounded_identity,0.8,1000000.0,10.0,,0.5,1.0,1,0.3458333333333333,27971.66393490358,0.3058738134263282,0.32867639739229026,0.3435831802721088,-0.014906782879818559,-4.338624163153964,0.36706349206349204,26870.96626984127,65.19494047619048,0.39087301587301587,33102.88492063492,67
78,800000.0,1000000.0,11,143,shifted_exponential,bounded_identity,0.8,1000000.0,10.0,,0.5,1.0,1,0.3458333333333333,27971.66393490358,0.3108687534147039,0.3334747842261905,0.34853787202380954,-0.015063087797619057,-4.321793700682851,0.36706349206349204,26870.96626984127,65.19494047619048,0.39732142857142855,39026.84523809524,79
78,900000.0,1000000.0,11,143,shifted_exponential,bounded_identity,0.8,1000000.0,10.0,,0.5,1.0,1,0.3458333333333333,27971.66393490358,0.314753706738996,0.3372068628747795,0.3497571152998236,-0.012550252425044095,-3.5882765141991735,0.36706349206349204,26870.96626984127,65.19494047619048,0.3998015873015873,45040.0248015873,91
78,1000000.0,1000000.0,11,143,shifted_exponential,bounded_identity,0.8,1000000.0,10.0,,0.5,1.0,1,0.3458333333333333,27971.66393490358,0.31786166939842975,0.34019252579365084,0.3512791676587302,-0.01108664186507935,-3.1560772416342346,0.36706349206349204,26870.96626984127,65.19494047619048,0.40228174603174605,51002.57837301587,103
79,100000.0,70000.0,3,106,shifted_exponential,bounded_identity,0.2,20.0,0.0,,0.5,0.5,11,0.28869047619047616,4846.208684812329,0.24022838934235288,0.18845397321428572,0.18443819444444445,0.004015778769841272,2.1773032326289035,0.25,6154.602678571428,11.673115079365079,0.24950396825396826,6506.577380952381,11
79,200000.0,70000.0,3,143,shifted_exponential,bounded_identity,0.8,1000000.0,10.0,,0.5,1.0,4,0.300595238095238,6300.338201284428,0.2690935470888159,0.22168297123015873,0.20771582093253968,0.013967150297619052,6.724162962124678,0.2619047619047619,8044.358134920635,14.76388888888889,0.2663690476190476,11730.645337301587,20
79,300000.0,400000.0,8,187,shifted_exponential,bounded_identity,0.2,1000000.0,0.0,,0.75,1.0,7,0.31309523809523815,9635.918068430821,0.28097551120046876,0.2335673859126984,0.22087617228835982,0.012691213624338588,5.745850035724932,0.28720238095238093,16090.498511904761,32.001488095238095,0.2757936507936508,16475.2435515873,28
79,400000.0,400000.0,8,187,shifted_exponential,bounded_identity,0.2,1000000.0,0.0,,0.75,1.0,4,0.31309523809523815,9635.918068430821,0.2890054429241611,0.24697613467261906,0.23080652529761905,0.016169609375000005,7.005698540866517,0.28720238095238093,16090.498511904761,32.001488095238095,0.28075396825396826,19978.977182539682,34
79,500000.0,400000.0,8,143,shifted_exponential,bounded_identity,0.8,1000000.0,10.0,,0.5,1.0,6,0.3255952380952381,16292.13937127223,0.29301095935269367,0.26451224503968257,0.23564108829365077,0.0288711567460318,12.252174251569063,0.3090277777777778,22257.76636904762,42.81448412698413,0.28273809523809523,23548.503472222223,40
79,600000.0,400000.0,8,143,shifted_exponential,bounded_identity,0.8,1000000.0,10.0,,0.5,1.0,5,0.3255952380952381,16292.13937127223,0.29844167247645104,0.27193150049603176,0.24591258928571433,0.026018911210317436,10.580552742701302,0.3090277777777778,22257.76636904762,42.81448412698413,0.29017857142857145,26559.589285714286,45
79,700000.0,1000000.0,11,143,shifted_exponential,bounded_identity,0.8,1000000.0,10.0,,0.5,1.0,1,0.3458333333333333,27971.66393490358,0.3058738134263282,0.2723080817743764,0.2528024829931973,0.01950559878117908,7.71574651887575,0.32688492063492064,38203.787202380954,75.43948412698413,0.2941468253968254,28941.039682539682,49
79,800000.0,1000000.0,11,143,shifted_exponential,bounded_identity,0.8,1000000.0,10.0,,0.5,1.0,1,0.3458333333333333,27971.66393490358,0.3108687534147039,0.2791301866319445,0.25896735677083327,0.02016282986111123,7.785857689760422,0.32688492063492064,38203.787202380954,75.43948412698413,0.29811507936507936,31318.178075396827,53
79,900000.0,1000000.0,11,143,shifted_exponential,bounded_identity,0.8,1000000.0,10.0,,0.5,1.0,1,0.3458333333333333,27971.66393490358,0.314753706738996,0.2844362681878307,0.2642053797398589,0.020230888447971773,7.657258329823356,0.32688492063492064,38203.787202380954,75.43948412698413,0.30158730158730157,33643.72966269841,57
79,1000000.0,1000000.0,11,143,shifted_exponential,bounded_identity,0.8,1000000.0,10.0,,0.5,1.0,1,0.3458333333333333,27971.66393490358,0.31786166939842975,0.2886811334325397,0.26815922569444445,0.020521907738095257,7.652881486717545,0.32688492063492064,38203.787202380954,75.43948412698413,0.30357142857142855,35412.20287698413,60
80,100000.0,70000.0,3,106,shifted_exponential,bounded_identity,0.2,20.0,0.0,,0.5,0.5,11,0.28869047619047616,4846.208684812329,0.24022838934235288,0.16426654265873017,0.14665138392857144,0.01761515873015873,12.01158711106227,0.20684523809523808,4257.869543650793,8.253968253968255,0.2048611111111111,5820.972718253968,11
80,200000.0,70000.0,3,143,shifted_exponential,bounded_identity,0.8,1000000.0,10.0,,0.5,1.0,4,0.300595238095238,6300.338201284428,0.2690935470888159,0.18585886408730157,0.17736836805555553,0.008490496031746037,4.786927976405936,0.21428571428571427,5685.37003968254,10.81547619047619,0.2251984126984127,9566.00892857143,18
80,300000.0,400000.0,8,187,shifted_exponential,bounded_identity,0.2,1000000.0,0.0,,0.75,1.0,7,0.31309523809523815,9635.918068430821,0.28097551120046876,0.1917400677910053,0.18782542824074072,0.0039146395502645814,2.0841904032541785,0.22123015873015872,8847.027281746032,18.12450396825397,0.23363095238095238,13741.657242063493,26
80,400000.0,400000.0,8,187,shifted_exponential,bounded_identity,0.2,1000000.0,0.0,,0.75,1.0,4,0.31309523809523815,9635.918068430821,0.2890054429241611,0.19911259052579366,0.19073044642857145,0.00838214409722221,4.3947593340119,0.22123015873015872,8847.027281746032,18.12450396825397,0.23561507936507936,17953.853174603173,34
80,500000.0,400000.0,8,143,shifted_exponential,bounded_identity,0.8,1000000.0,10.0,,0.5,1.0,6,0.3255952380952381,16292.13937127223,0.29301095935269367,0.20445798214285715,0.2000133859126984,0.004444596230158748,2.2221493875908487,0.22916666666666666,12354.342261904761,24.478670634920636,0.24553571428571427,22761.164186507936,43
80,600000.0,400000.0,8,143,shifted_exponential,bounded_identity,0.8,1000000.0,10.0,,0.5,1.0,5,0.3255952380952381,16292.13937127223,0.29844167247645104,0.20857609623015874,0.207409800760582,0.0011662954695767502,0.5623145412125594,0.22916666666666666,12354.342261904761,24.478670634920636,0.2524801587301587,27042.21478174603,51
80,700000.0,1000000.0,11,143,shifted_exponential,bounded_identity,0.8,1000000.0,10.0,,0.5,1.0,1,0.3458333333333333,27971.66393490358,0.3058738134263282,0.20700097505668932,0.21086950255102038,-0.003868527494331059,-1.8345599754971962,0.23511904761904762,19682.650793650795,40.11259920634921,0.2554563492063492,31210.79265873016,59
80,800000.0,1000000.0,11,143,shifted_exponential,bounded_identity,0.8,1000000.0,10.0,,0.5,1.0,1,0.3458333333333333,27971.66393490358,0.3108687534147039,0.21051573412698413,0.2127137537202381,-0.0021980195932539692,-1.0333227423294935,0.23511904761904762,19682.650793650795,40.11259920634921,0.2569444444444444,35384.55257936508,67
80,900000.0,1000000.0,11,143,shifted_exponential,bounded_identity,0.8,1000000.0,10.0,,0.5,1.0,1,0.3458333333333333,27971.66393490358,0.314753706738996,0.2132494356261023,0.21482353560405645,-0.0015740999779541576,-0.7327409324718489,0.23511904761904762,19682.650793650795,40.11259920634921,0.2594246031746032,40140.96081349206,76
80,1000000.0,1000000.0,11,143,shifted_exponential,bounded_identity,0.8,1000000.0,10.0,,0.5,1.0,1,0.3458333333333333,27971.66393490358,0.31786166939842975,0.21543639682539684,0.21714818402777777,-0.0017117872023809377,-0.7883037152923943,0.23511904761904762,19682.650793650795,40.11259920634921,0.2614087301587302,44260.54613095238,84
81,100000.0,70000.0,3,106,shifted_exponential,bounded_identity,0.2,20.0,0.0,,0.5,0.5,11,0.28869047619047616,4846.208684812329,0.24022838934235288,0.26923195436507935,0.25136391369047617,0.01786804067460318,7.108435102027207,0.3010912698412698,3185.9315476190477,6.500496031746032,0.29563492063492064,4427.100694444444,9
81,200000.0,70000.0,3,143,shifted_exponential,bounded_identity,0.8,1000000.0,10.0,,0.5,1.0,4,0.300595238095238,6300.338201284428,0.2690935470888159,0.2928832514880953,0.2857966964285715,0.007086555059523825,2.4795790672461293,0.3149801587301587,4419.381448412699,8.822420634920634,0.3229166666666667,7423.994047619048,15
81,300000.0,400000.0,8,187,shifted_exponential,bounded_identity,0.2,1000000.0,0.0,,0.75,1.0,7,0.31309523809523815,9635.918068430821,0.28097551120046876,0.30302434523809524,0.29982126984126983,0.0032030753968254055,1.0683282738816913,0.3229166666666667,5967.696428571428,12.855654761904763,0.33630952380952384,10946.47619047619,22
81,400000.0,400000.0,8,187,shifted_exponential,bounded_identity,0.2,1000000.0,0.0,,0.75,1.0,4,0.31309523809523815,9635.918068430821,0.2890054429241611,0.30799742559523813,0.30703029885912697,0.0009671267361111568,0.3149939076712746,0.3229166666666667,5967.696428571428,12.855654761904763,0.34424603174603174,14886.293154761905,30
81,500000.0,400000.0,8,143,shifted_exponential,bounded_identity,0.8,1000000.0,10.0,,0.5,1.0,6,0.3255952380952381,16292.13937127223,0.29301095935269367,0.31774093750000004,0.31609174702380954,0.0016491904761904985,0.5217442377786199,0.3392857142857143,10772.388392857143,23.2390873015873,0.35466269841269843,19285.475694444445,39
81,600000.0,400000.0,8,143,shifted_exponential,bounded_identity,0.8,1000000.0,10.0,,0.5,1.0,5,0.3255952380952381,16292.13937127223,0.29844167247645104,0.3213317336309524,0.3212925165343915,3.921709656090622e-05,0.012206041081790455,0.3392857142857143,10772.388392857143,23.2390873015873,0.36160714285714285,24188.775793650795,49
81,700000.0,1000000.0,11,143,shifted_exponential,bounded_identity,0.8,1000000.0,10.0,,0.5,1.0,1,0.3458333333333333,27971.66393490358,0.3058738134263282,0.3282261798469388,0.31939604237528346,0.008830137471655342,2.7646358439470333,0.3541666666666667,18158.340773809523,41.80704365079365,0.36160714285714285,29547.770337301587,60
81,800000.0,1000000.0,11,143,shifted_exponential,bounded_identity,0.8,1000000.0,10.0,,0.5,1.0,1,0.3458333333333333,27971.66393490358,0.3108687534147039,0.33146874069940474,0.32821507688492063,0.003253663814484109,0.9913206441838486,0.3541666666666667,18158.340773809523,41.80704365079365,0.3725198412698413,35443.81150793651,72
81,900000.0,1000000.0,11,143,shifted_exponential,bounded_identity,0.8,1000000.0,10.0,,0.5,1.0,1,0.3458333333333333,27971.66393490358,0.314753706738996,0.333990732473545,0.332437166005291,0.0015535664682539974,0.4673263482908139,0.3541666666666667,18158.340773809523,41.80704365079365,0.3794642857142857,42324.40773809524,86
81,1000000.0,1000000.0,11,143,shifted_exponential,bounded_identity,0.8,1000000.0,10.0,,0.5,1.0,1,0.3458333333333333,27971.66393490358,0.31786166939842975,0.3360083258928571,0.33473100347222223,0.0012773224206348854,0.3815966873056276,0.3541666666666667,18158.340773809523,41.80704365079365,0.38392857142857145,49197.56795634921,100
82,100000.0,70000.0,3,106,shifted_exponential,bounded_identity,0.2,20.0,0.0,,0.5,0.5,11,0.28869047619047616,4846.208684812329,0.24022838934235288,0.22109003968253968,0.20041446428571427,0.020675575396825407,10.31640878342491,0.2638888888888889,4279.8849206349205,7.891865079365079,0.2673611111111111,6694.664682539683,12
82,200000.0,70000.0,3,143,shifted_exponential,bounded_identity,0.8,1000000.0,10.0,,0.5,1.0,4,0.300595238095238,6300.338201284428,0.2690935470888159,0.2415781423611111,0.22602196428571425,0.01555617807539686,6.882595735577408,0.27132936507936506,5950.244543650793,10.732142857142858,0.28422619047619047,11640.845238095239,21
82,300000.0,400000.0,8,187,shifted_exponential,bounded_identity,0.2,1000000.0,0.0,,0.75,1.0,7,0.31309523809523815,9635.918068430821,0.28097551120046876,0.2505084408068783,0.2363659771825397,0.014142463624338575,5.983290739604496,0.27529761904761907,7436.753472222223,13.544146825396826,0.28869047619047616,15697.349702380952,28
82,400000.0,400000.0,8,187,shifted_exponential,bounded_identity,0.2,1000000.0,0.0,,0.75,1.0,4,0.31309523809523815,9635.918068430821,0.2890054429241611,0.2567057353670635,0.2477627095734127,0.008943025793650777,3.609512427858292,0.27529761904761907,7436.753472222223,13.544146825396826,0.29563492063492064,19148.884424603173,34
82,500000.0,400000.0,8,143,shifted_exponential,bounded_identity,0.8,1000000.0,10.0,,0.5,1.0,6,0.3255952380952381,16292.13937127223,0.29301095935269367,0.26681963194444447,0.250339003968254,0.016480627976190487,6.583324098501419,0.2951388888888889,14159.628472222223,26.4171626984127,0.2941468253968254,21903.910714285714,39
82,600000.0,400000.0,8,143,shifted_exponential,bounded_identity,0.8,1000000.0,10.0,,0.5,1.0,5,0.3255952380952381,16292.13937127223,0.29844167247645104,0.27153950810185185,0.25305433118386245,0.0184851769179894,7.304825343834391,0.2951388888888889,14159.628472222223,26.4171626984127,0.2941468253968254,24655.496527777777,44
82,700000.0,1000000.0,11,143,shifted_exponential,bounded_identity,0.8,1000000.0,10.0,,0.5,1.0,1,0.3458333333333333,27971.66393490358,0.3058738134263282,0.2733175014172336,0.2591678039965986,0.014149697420634988,5.459666363812957,0.3060515873015873,22913.86011904762,43.99950396825397,0.2976190476190476,26915.870535714286,48
82,800000.0,1000000.0,11,143,shifted_exponential,bounded_identity,0.8,1000000.0,10.0,,0.5,1.0,1,0.3458333333333333,27971.66393490358,0.3108687534147039,0.2774092621527778,0.2630044909474207,0.014404771205357103,5.477005793120421,0.3060515873015873,22913.86011904762,43.99950396825397,0.30009920634920634,29675.772321428572,53
82,900000.0,1000000.0,11,143,shifted_exponential,bounded_identity,0.8,1000000.0,10.0,,0.5,1.0,1,0.3458333333333333,27971.66393490358,0.314753706738996,0.28059174272486775,0.26560968915343913,0.014982053571428622,5.640627651491167,0.3060515873015873,22913.86011904762,43.99950396825397,0.3010912698412698,31933.42261904762,57
82,1000000.0,1000000.0,11,143,shifted_exponential,bounded_identity,0.8,1000000.0,10.0,,0.5,1.0,1,0.3458333333333333,27971.66393490358,0.31786166939842975,0.28313772718253966,0.27179768501984125,0.011340042162698405,4.172236478714152,0.3060515873015873,22913.86011904762,43.99950396825397,0.3060515873015873,34253.90228174603,61
83,100000.0,70000.0,3,106,shifted_exponential,bounded_identity,0.2,20.0,0.0,,0.5,0.5,11,0.28869047619047616,4846.208684812329,0.24022838934235288,0.21237293154761905,0.18074029265873015,0.0316326388888889,17.50170834824139,0.25496031746031744,4258.738591269841,8.345734126984127,0.2177579365079365,3701.7643849206347,7
83,200000.0,70000.0,3,143,shifted_exponential,bounded_identity,0.8,1000000.0,10.0,,0.5,1.0,4,0.300595238095238,6300.338201284428,0.2690935470888159,0.2408014930555555,0.22357473462301589,0.017226758432539624,7.705145423335422,0.2693452380952381,5708.749007936508,10.800099206349206,0.2554563492063492,6376.322916666667,12
83,300000.0,400000.0,8,187,shifted_exponential,bounded_identity,0.2,1000000.0,0.0,,0.75,1.0,7,0.31309523809523815,9635.918068430821,0.28097551120046876,0.24983871858465606,0.24673857804232804,0.003100140542328017,1.256447437982798,0.2743055555555556,7340.051091269841,13.641865079365079,0.2767857142857143,9014.140873015873,17
83,400000.0,400000.0,8,187,shifted_exponential,bounded_identity,0.2,1000000.0,0.0,,0.75,1.0,4,0.31309523809523815,9635.918068430821,0.2890054429241611,0.255955427827381,0.2658686817956349,-0.009913253968253877,-3.728627945684062,0.2743055555555556,7340.051091269841,13.641865079365079,0.2976190476190476,12700.14632936508,24
