generator,split_seed,method,price,selected,fixed_n,profit,fixed_profit,relative_percent,quality,cost,samples,delta_test_oracle
gemma2_9b,71,log_gain,1e-06,564,49,0.425804021454255,0.407524593984259,4.485478358810919,0.49524230895425503,0.0694382875,84.51,0.01716206586767194
gemma2_9b,71,log_gain,2e-06,568,28,0.3817862925273998,0.3589493090365462,6.3621750804174075,0.44004541752739973,0.058259124999999995,42.615,0.02006054892350334
gemma2_9b,71,log_gain,1e-05,573,7,0.26990929124971774,0.24384346329543266,10.689574205524053,0.3635664162497178,0.09365712500000001,15.235,0.017308557942769753
gemma2_9b,71,learned_gain,2e-08,502,951,0.6162760145270966,0.613544809837562,0.445151624745661,0.6401377477270965,0.0238617332,860.0725,0.001860077325914422
gemma2_9b,71,learned_gain,1e-07,510,356,0.5680248618820094,0.5443691531680896,4.345527033677342,0.6098524481320095,0.04182758625,439.02,0.021284045318252898
gemma2_9b,71,learned_gain,2e-07,512,235,0.5337197597005104,0.5043549212672535,5.822256747187921,0.5907165837005105,0.056996823999999995,333.795,0.024447035364764447
gemma2_9b,71,learned_gain,1e-06,518,49,0.43918504347033793,0.407524593984259,7.768966573659563,0.516486503470338,0.07730146,116.4475,0.03054308788375487
gemma2_9b,71,learned_gain,2e-06,521,28,0.3924631177841848,0.3589493090365462,9.33664110890555,0.4661106427841849,0.07364752499999999,60.8375,0.030737374180288324
gemma2_9b,71,learned_gain,1e-05,527,7,0.27130069031087556,0.24384346329543266,11.26018579475991,0.36259671531087556,0.09129602500000002,15.065,0.01869995700392757
gemma2_9b,71,all_train_selected,2e-08,502,951,0.6162760145270966,0.613544809837562,0.445151624745661,0.6401377477270965,0.0238617332,860.0725,0.001860077325914422
gemma2_9b,71,all_train_selected,1e-07,510,356,0.5680248618820094,0.5443691531680896,4.345527033677342,0.6098524481320095,0.04182758625,439.02,0.021284045318252898
gemma2_9b,71,all_train_selected,2e-07,512,235,0.5337197597005104,0.5043549212672535,5.822256747187921,0.5907165837005105,0.056996823999999995,333.795,0.024447035364764447
gemma2_9b,71,all_train_selected,1e-06,518,49,0.43918504347033793,0.407524593984259,7.768966573659563,0.516486503470338,0.07730146,116.4475,0.03054308788375487
gemma2_9b,71,all_train_selected,2e-06,521,28,0.3924631177841848,0.3589493090365462,9.33664110890555,0.4661106427841849,0.07364752499999999,60.8375,0.030737374180288324
gemma2_9b,71,all_train_selected,1e-05,527,7,0.27130069031087556,0.24384346329543266,11.26018579475991,0.36259671531087556,0.09129602500000002,15.065,0.01869995700392757
gemma2_9b,71,oracle_gain,2e-08,601,951,0.6292363018731768,0.613544809837562,2.557513613352738,0.6417562845731769,0.0125199827,437.8025,0.014820364671994657
gemma2_9b,71,oracle_gain,1e-07,606,356,0.5895037431364529,0.5443691531680896,8.291173316065299,0.6315810738864528,0.042077330749999996,332.6175,0.042762926572696425
gemma2_9b,71,oracle_gain,2e-07,610,235,0.5590404027705159,0.5043549212672535,10.842658452872534,0.6072784697705159,0.048238066999999996,221.3775,0.049767678434769924
gemma2_9b,71,oracle_gain,1e-06,616,49,0.469461176814526,0.407524593984259,15.198244166009607,0.5439324418145259,0.074471265,90.7925,0.06081922122794292
gemma2_9b,71,oracle_gain,2e-06,619,28,0.42524006136349063,0.3589493090365462,18.467998310088703,0.5031953513634907,0.07795529,59.6075,0.06351431775959415
gemma2_9b,71,oracle_gain,1e-05,625,7,0.2999371363291478,0.24384346329543266,23.00396831460432,0.40795013632914773,0.108013,23.4775,0.047336403022199824
gemma2_9b,72,spacing,2e-08,109,938,0.6088505196552323,0.6094161908336828,-0.09282181651207566,0.6338539123052324,0.02500339265,957.63,-0.0016124153184380319
gemma2_9b,72,spacing,1e-07,218,320,0.5545061851945904,0.5429426569487849,2.12978812731163,0.6043641039445903,0.04985791875,566.53,0.00988494894737757
gemma2_9b,72,spacing,2e-07,221,158,0.5242057979024569,0.5098505676564831,2.8155760053298264,0.5739841389024569,0.049778341,327.4525,0.012708568149555455
gemma2_9b,72,spacing,1e-06,226,40,0.4359241190552677,0.4231312748582889,3.02337476738472,0.5003693265552676,0.06444520749999999,98.6575,0.010061561355783233
gemma2_9b,72,spacing,2e-06,376,24,0.3963777123349638,0.3765258789383323,5.272368914616596,0.45707591233496375,0.060698199999999994,46.0825,0.01788430159615051
gemma2_9b,72,spacing,1e-05,431,6,0.28167601383284147,0.27398408780819655,2.8074353099037164,0.35328696383284147,0.07161095,10.7325,0.007275623194659464
gemma2_9b,72,direct_gain,2e-08,503,938,0.6113864359292398,0.6094161908336828,0.32330041853034597,0.6316848800792398,0.02029844415,856.925,0.0009235009555694784
gemma2_9b,72,direct_gain,1e-07,510,320,0.5674565543862427,0.5429426569487849,4.5150067182454166,0.6119121383862427,0.044455584,491.8675,0.022835318139029837
gemma2_9b,72,direct_gain,2e-07,512,158,0.5353854446930886,0.5098505676564831,5.008306091327113,0.5968178141930884,0.06143236949999999,383.325,0.023888214940187114
gemma2_9b,72,direct_gain,1e-06,520,40,0.450471007530764,0.4231312748582889,6.461288563846173,0.5031655725307639,0.052694565,85.38,0.024608449831279577
gemma2_9b,72,direct_gain,2e-06,522,24,0.4097529460037157,0.3765258789383323,8.824643649746417,0.4742738710037156,0.064520925,54.5975,0.03125953526490238
gemma2_9b,72,direct_gain,1e-05,528,6,0.2936520298630775,0.27398408780819655,7.178497923809916,0.3706048798630775,0.07695285,13.12,0.019251639224895478
gemma2_9b,72,log_gain,2e-08,539,938,0.5954784396048602,0.6094161908336828,-2.287066119749082,0.6053591701048603,0.0098807305,402.965,-0.01498449536881008
gemma2_9b,72,log_gain,1e-07,542,320,0.557502670486776,0.5429426569487849,2.6816853219482106,0.602428125736776,0.044925455249999996,371.845,0.012881434239563228
gemma2_9b,72,log_gain,2e-07,544,158,0.5184513655075746,0.5098505676564831,1.6869252280378852,0.6007264440075746,0.0822750785,347.3775,0.006954135754673185
gemma2_9b,72,log_gain,1e-06,566,40,0.44518163379336984,0.4231312748582889,5.211233545066089,0.49589819379336986,0.050716559999999994,69.31,0.01931907609388539
gemma2_9b,72,log_gain,2e-06,568,24,0.4070673938453854,0.3765258789383323,8.111398609086098,0.4712181688453853,0.064150775,48.5,0.028573983106572054
gemma2_9b,72,log_gain,1e-05,574,6,0.29524488498894447,0.27398408780819655,7.759865673524662,0.37349848498894445,0.0782536,12.83,0.020844494350762466
gemma2_9b,72,learned_gain,2e-08,503,938,0.6113864359292398,0.6094161908336828,0.32330041853034597,0.6316848800792398,0.02029844415,856.925,0.0009235009555694784
gemma2_9b,72,learned_gain,1e-07,510,320,0.5674565543862427,0.5429426569487849,4.5150067182454166,0.6119121383862427,0.044455584,491.8675,0.022835318139029837
gemma2_9b,72,learned_gain,2e-07,512,158,0.5353854446930886,0.5098505676564831,5.008306091327113,0.5968178141930884,0.06143236949999999,383.325,0.023888214940187114
gemma2_9b,72,learned_gain,1e-06,520,40,0.450471007530764,0.4231312748582889,6.461288563846173,0.5031655725307639,0.052694565,85.38,0.024608449831279577
gemma2_9b,72,learned_gain,2e-06,522,24,0.4097529460037157,0.3765258789383323,8.824643649746417,0.4742738710037156,0.064520925,54.5975,0.03125953526490238
gemma2_9b,72,learned_gain,1e-05,528,6,0.2936520298630775,0.27398408780819655,7.178497923809916,0.3706048798630775,0.07695285,13.12,0.019251639224895478
gemma2_9b,72,all_train_selected,2e-08,503,938,0.6113864359292398,0.6094161908336828,0.32330041853034597,0.6316848800792398,0.02029844415,856.925,0.0009235009555694784
gemma2_9b,72,all_train_selected,1e-07,510,320,0.5674565543862427,0.5429426569487849,4.5150067182454166,0.6119121383862427,0.044455584,491.8675,0.022835318139029837
gemma2_9b,72,all_train_selected,2e-07,512,158,0.5353854446930886,0.5098505676564831,5.008306091327113,0.5968178141930884,0.06143236949999999,383.325,0.023888214940187114
gemma2_9b,72,all_train_selected,1e-06,520,40,0.450471007530764,0.4231312748582889,6.461288563846173,0.5031655725307639,0.052694565,85.38,0.024608449831279577
gemma2_9b,72,all_train_selected,2e-06,522,24,0.4097529460037157,0.3765258789383323,8.824643649746417,0.4742738710037156,0.064520925,54.5975,0.03125953526490238
gemma2_9b,72,all_train_selected,1e-05,528,6,0.2936520298630775,0.27398408780819655,7.178497923809916,0.3706048798630775,0.07695285,13.12,0.019251639224895478
gemma2_9b,72,oracle_gain,2e-08,602,938,0.6236741875277457,0.6094161908336828,2.3396156696391572,0.6339896690277458,0.010315481500000001,429.265,0.013211252554075403
gemma2_9b,72,oracle_gain,1e-07,606,320,0.5885904909280913,0.5429426569487849,8.407487125037663,0.6274475221780914,0.03885703125,352.85,0.04396925468087853
gemma2_9b,72,oracle_gain,2e-07,610,158,0.5628441879139165,0.5098505676564831,10.393951408354313,0.6071126239139165,0.044268435999999994,240.94,0.05134695816101509
gemma2_9b,72,oracle_gain,1e-06,616,40,0.4761984226394382,0.4231312748582889,12.541532837278936,0.5477936176394381,0.071595195,101.605,0.050335864939953734
gemma2_9b,72,oracle_gain,2e-06,620,24,0.4332710426096826,0.3765258789383323,15.070720724788233,0.48869575260968257,0.055424709999999995,48.925,0.05477763187086926
gemma2_9b,72,oracle_gain,1e-05,625,6,0.3198531663323907,0.27398408780819655,16.74151184878479,0.4149628663323907,0.0951097,22.8,0.04545277569420869
gemma2_9b,73,spacing,2e-08,98,872,0.6321406547904549,0.630420932515488,0.27278952621463154,0.658239074640455,0.02609841985,957.63,-0.001621313368438293
gemma2_9b,73,spacing,1e-07,218,285,0.5712775723046482,0.551551085082187,3.5765476228773476,0.6201679938046482,0.0488904215,556.39,0.013833915161353016
gemma2_9b,73,spacing,2e-07,221,163,0.5364131833218995,0.5156416269517421,4.028293156421474,0.5862754218218995,0.049862238499999996,358.86,0.01841756158040231
gemma2_9b,73,spacing,1e-06,226,49,0.4416070732625424,0.41843733436116504,5.537206410310153,0.5107951507625423,0.0691880775,138.8275,0.022615140084863483
gemma2_9b,73,spacing,2e-06,377,26,0.3980370956233141,0.37284373046786184,6.757084294762959,0.45074276062331414,0.052705665,48.025,0.02402899579104184
gemma2_9b,73,spacing,1e-05,432,5,0.27200156065501324,0.2630995638920642,3.383508749030492,0.3381338856550132,0.066132325,9.8825,0.006889025538394655
gemma2_9b,73,direct_gain,2e-08,502,872,0.63462414933831,0.630420932515488,0.6667317987127154,0.65555175718831,0.02092760785,851.8625,0.0008621811794168321
gemma2_9b,73,direct_gain,1e-07,511,285,0.5817416862879065,0.551551085082187,5.473763359783938,0.6136536475379064,0.031911961249999996,397.1175,0.02429802914461132
gemma2_9b,73,direct_gain,2e-07,513,163,0.5543142669231195,0.5156416269517421,7.4999065145290675,0.5980211374231195,0.0437068705,298.2225,0.03631864518162231
gemma2_9b,73,direct_gain,1e-06,519,49,0.45854882912019546,0.41843733436116504,9.586021959601018,0.5189010691201955,0.060352239999999995,100.8825,0.039556895942516546
gemma2_9b,73,direct_gain,2e-06,522,26,0.4118245886379758,0.37284373046786184,10.455012377759152,0.4697906086379758,0.05796601999999999,52.7275,0.03781648880570354
gemma2_9b,73,direct_gain,1e-05,529,5,0.2892118384932928,0.2630995638920642,9.924864266191294,0.35578003849329276,0.06656820000000001,9.9725,0.024099303376674208
gemma2_9b,73,log_gain,2e-08,539,872,0.6088235757881361,0.630420932515488,-3.42586288199137,0.6179115686881361,0.009087992900000001,365.495,-0.024938392370757123
gemma2_9b,73,log_gain,1e-07,544,285,0.5707143559539021,0.551551085082187,3.47443263009075,0.6057581804539021,0.0350438245,291.6425,0.01327069881060694
gemma2_9b,73,log_gain,2e-07,551,163,0.5330763593926537,0.5156416269517421,3.381172413092113,0.5791189198926537,0.046042560499999996,205.4475,0.015080737651156584
gemma2_9b,73,log_gain,1e-06,562,49,0.4373070925442086,0.41843733436116504,4.5095780499252776,0.5213091925442085,0.0840021,90.0125,0.018315159366529665
gemma2_9b,73,log_gain,2e-06,569,26,0.39570886846352205,0.37284373046786184,6.132633091876843,0.4401015284635221,0.04439266,30.9625,0.02170076863124981
gemma2_9b,73,log_gain,1e-05,575,5,0.2893766153768212,0.2630995638920642,9.987493364123207,0.3577000403768212,0.06832342500000001,9.6825,0.024264080260202603
gemma2_9b,73,learned_gain,2e-08,502,872,0.63462414933831,0.630420932515488,0.6667317987127154,0.65555175718831,0.02092760785,851.8625,0.0008621811794168321
gemma2_9b,73,learned_gain,1e-07,511,285,0.5817416862879065,0.551551085082187,5.473763359783938,0.6136536475379064,0.031911961249999996,397.1175,0.02429802914461132
gemma2_9b,73,learned_gain,2e-07,513,163,0.5543142669231195,0.5156416269517421,7.4999065145290675,0.5980211374231195,0.0437068705,298.2225,0.03631864518162231
gemma2_9b,73,learned_gain,1e-06,519,49,0.45854882912019546,0.41843733436116504,9.586021959601018,0.5189010691201955,0.060352239999999995,100.8825,0.039556895942516546
gemma2_9b,73,learned_gain,2e-06,522,26,0.4118245886379758,0.37284373046786184,10.455012377759152,0.4697906086379758,0.05796601999999999,52.7275,0.03781648880570354
gemma2_9b,73,learned_gain,1e-05,529,5,0.2892118384932928,0.2630995638920642,9.924864266191294,0.35578003849329276,0.06656820000000001,9.9725,0.024099303376674208
gemma2_9b,73,all_train_selected,2e-08,502,872,0.63462414933831,0.630420932515488,0.6667317987127154,0.65555175718831,0.02092760785,851.8625,0.0008621811794168321
gemma2_9b,73,all_train_selected,1e-07,511,285,0.5817416862879065,0.551551085082187,5.473763359783938,0.6136536475379064,0.031911961249999996,397.1175,0.02429802914461132
gemma2_9b,73,all_train_selected,2e-07,513,163,0.5543142669231195,0.5156416269517421,7.4999065145290675,0.5980211374231195,0.0437068705,298.2225,0.03631864518162231
gemma2_9b,73,all_train_selected,1e-06,519,49,0.45854882912019546,0.41843733436116504,9.586021959601018,0.5189010691201955,0.060352239999999995,100.8825,0.039556895942516546
gemma2_9b,73,all_train_selected,2e-06,522,26,0.4118245886379758,0.37284373046786184,10.455012377759152,0.4697906086379758,0.05796601999999999,52.7275,0.03781648880570354
gemma2_9b,73,all_train_selected,1e-05,529,5,0.2892118384932928,0.2630995638920642,9.924864266191294,0.35578003849329276,0.06656820000000001,9.9725,0.024099303376674208
gemma2_9b,73,oracle_gain,2e-08,602,872,0.6479828035640023,0.630420932515488,2.785737297529028,0.6588675172140023,0.01088471365,427.2375,0.0142208354051091
gemma2_9b,73,oracle_gain,1e-07,606,285,0.6087242700025968,0.551551085082187,10.365891114490397,0.6529793952525966,0.04425512525,365.98,0.05128061285930163
gemma2_9b,73,oracle_gain,2e-07,610,163,0.5778453749904924,0.5156416269517421,12.063368197496557,0.6271138334904924,0.0492684585,255.055,0.05984975324899522
gemma2_9b,73,oracle_gain,1e-06,617,49,0.4885314368899646,0.41843733436116504,16.75139782539083,0.5443633693899645,0.0558319325,98.0775,0.06953950371228568
gemma2_9b,73,oracle_gain,2e-06,620,26,0.4425670546803392,0.37284373046786184,18.70041481587614,0.4992427146803393,0.05667566,61.315,0.06855895484806696
gemma2_9b,73,oracle_gain,1e-05,625,5,0.31997104321396674,0.2630995638920642,21.61595347426494,0.41981744321396675,0.0998464,25.04,0.05485850809734816
gemma2_9b,74,spacing,2e-08,110,938,0.6332278602915611,0.6338402612841919,-0.09661755966559601,0.6597691618915611,0.0265413016,957.38,-0.0018036846164812825
gemma2_9b,74,spacing,1e-07,218,316,0.5694998745983181,0.555686694686881,2.4857856132798917,0.620894923848318,0.05139504925,559.64,0.011760869704321664
gemma2_9b,74,spacing,2e-07,466,162,0.5334822144325853,0.5165998875426321,3.267969524782362,0.5835178294325852,0.050035615,334.5425,0.016455684678680638
gemma2_9b,74,spacing,1e-06,373,35,0.4412558670886717,0.4184915836772171,5.439603638244896,0.5055701020886718,0.064314235,120.3825,0.017117690296050148
gemma2_9b,74,spacing,2e-06,377,21,0.39390059041032083,0.3752803549274043,4.961686706600588,0.4452029804103208,0.051302389999999996,45.835,0.01706000881406261
gemma2_9b,74,spacing,1e-05,431,5,0.27458173187475016,0.2651726466456205,3.5482865024551504,0.3493943568747502,0.07481262500000001,12.185,0.006329860159721201
gemma2_9b,74,direct_gain,2e-08,501,938,0.6358797360630775,0.6338402612841919,0.32176478893175314,0.6584758374630775,0.022596101400000002,884.38,0.000848191155035094
gemma2_9b,74,direct_gain,1e-07,510,316,0.585645483456865,0.555686694686881,5.391309357670537,0.6231181224568649,0.037472639,440.1975,0.027906478562868542
gemma2_9b,74,direct_gain,2e-07,513,162,0.5537635700059909,0.5165998875426321,7.193900610420063,0.5961399910059909,0.042376421,295.455,0.03673704025208624
gemma2_9b,74,direct_gain,1e-06,520,35,0.4516946017553602,0.4184915836772171,7.93397510802812,0.4972069292553602,0.0455123275,90.8325,0.027556424962738635
gemma2_9b,74,direct_gain,2e-06,522,21,0.406980231598631,0.3752803549274043,8.4469853684078,0.4633227465986309,0.056342514999999996,63.26,0.030139650002372786
gemma2_9b,74,direct_gain,1e-05,528,5,0.2829165305397193,0.2651726466456205,6.691445787699182,0.36380395553971945,0.08088742500000001,16.975,0.014664658824690369
gemma2_9b,74,log_gain,2e-08,539,938,0.6065658749363773,0.6338402612841919,-4.303037849403158,0.6139510869363771,0.0073852119999999995,333.2375,-0.02846566997166511
gemma2_9b,74,log_gain,1e-07,541,316,0.5756380083217835,0.555686694686881,3.590388941406024,0.6092157045717834,0.033577696250000004,312.885,0.017899003427787052
gemma2_9b,74,log_gain,2e-07,554,162,0.535695282438353,0.5165998875426321,3.6963606373501268,0.573569836938353,0.0378745545,202.9225,0.018668752684448342
gemma2_9b,74,log_gain,1e-06,566,35,0.4409682303761791,0.4184915836772171,5.370871858751225,0.48494233537617915,0.043974105,69.455,0.016830053583557547
gemma2_9b,74,log_gain,2e-06,568,21,0.4006918406869555,0.3752803549274043,6.771333864376383,0.4586134956869554,0.057921654999999996,49.0475,0.023851259090697297
gemma2_9b,74,log_gain,1e-05,574,5,0.2848972575579693,0.2651726466456205,7.43840330511501,0.3637886325579693,0.078891375,14.805,0.01664538584294034
gemma2_9b,74,learned_gain,2e-08,501,938,0.6358797360630775,0.6338402612841919,0.32176478893175314,0.6584758374630775,0.022596101400000002,884.38,0.000848191155035094
gemma2_9b,74,learned_gain,1e-07,510,316,0.585645483456865,0.555686694686881,5.391309357670537,0.6231181224568649,0.037472639,440.1975,0.027906478562868542
gemma2_9b,74,learned_gain,2e-07,513,162,0.5537635700059909,0.5165998875426321,7.193900610420063,0.5961399910059909,0.042376421,295.455,0.03673704025208624
gemma2_9b,74,learned_gain,1e-06,520,35,0.4516946017553602,0.4184915836772171,7.93397510802812,0.4972069292553602,0.0455123275,90.8325,0.027556424962738635
gemma2_9b,74,learned_gain,2e-06,568,21,0.4006918406869555,0.3752803549274043,6.771333864376383,0.4586134956869554,0.057921654999999996,49.0475,0.023851259090697297
gemma2_9b,74,learned_gain,1e-05,574,5,0.2848972575579693,0.2651726466456205,7.43840330511501,0.3637886325579693,0.078891375,14.805,0.01664538584294034
gemma2_9b,74,all_train_selected,2e-08,501,938,0.6358797360630775,0.6338402612841919,0.32176478893175314,0.6584758374630775,0.022596101400000002,884.38,0.000848191155035094
gemma2_9b,74,all_train_selected,1e-07,510,316,0.585645483456865,0.555686694686881,5.391309357670537,0.6231181224568649,0.037472639,440.1975,0.027906478562868542
gemma2_9b,74,all_train_selected,2e-07,513,162,0.5537635700059909,0.5165998875426321,7.193900610420063,0.5961399910059909,0.042376421,295.455,0.03673704025208624
gemma2_9b,74,all_train_selected,1e-06,520,35,0.4516946017553602,0.4184915836772171,7.93397510802812,0.4972069292553602,0.0455123275,90.8325,0.027556424962738635
gemma2_9b,74,all_train_selected,2e-06,568,21,0.4006918406869555,0.3752803549274043,6.771333864376383,0.4586134956869554,0.057921654999999996,49.0475,0.023851259090697297
gemma2_9b,74,all_train_selected,1e-05,574,5,0.2848972575579693,0.2651726466456205,7.43840330511501,0.3637886325579693,0.078891375,14.805,0.01664538584294034
gemma2_9b,74,oracle_gain,2e-08,601,938,0.6489837240790421,0.6338402612841919,2.389160758606408,0.6603471297290422,0.01136340565,434.0525,0.013952179170999779
gemma2_9b,74,oracle_gain,1e-07,607,316,0.6112217864758375,0.555686694686881,9.993957443996281,0.6471843664758373,0.035962579999999994,327.9675,0.053482781581841055
gemma2_9b,74,oracle_gain,2e-07,611,162,0.5755307479499566,0.5165998875426321,11.40744739369718,0.6169812439499567,0.041450496,229.31,0.058504218196052005
gemma2_9b,74,oracle_gain,1e-06,617,35,0.4856779385162545,0.4184915836772171,16.054410043012545,0.5472091960162545,0.0615312575,107.6525,0.06153976172363296
gemma2_9b,74,oracle_gain,2e-06,619,21,0.4358353656350898,0.3752803549274043,16.135939415053976,0.5168428506350898,0.08100748499999999,75.625,0.05899478403883157
gemma2_9b,74,oracle_gain,1e-05,625,5,0.31333459634187677,0.2651726466456205,18.162487837827552,0.4146306713418768,0.10129607500000001,24.4575,0.045082724626847814
gemma2_9b,75,spacing,2e-08,407,925,0.6151661753131593,0.6176284323508502,-0.3986631619789426,0.6429894995131592,0.0278233242,951.6575,-0.0037922786080559767
gemma2_9b,75,spacing,1e-07,218,412,0.5605988167105738,0.5461368764959282,2.6480431622627028,0.6139871742105738,0.05338835749999999,541.385,0.009203504903721793
gemma2_9b,75,spacing,2e-07,466,201,0.525596533961011,0.5108323305912363,2.8902249301031175,0.579068188961011,0.053471655,319.7125,0.011508445749577101
gemma2_9b,75,spacing,1e-06,226,42,0.43011061663212435,0.4189665668014893,2.6598900040430236,0.4976006741321244,0.06749005749999999,99.89,0.00825754864022632
gemma2_9b,75,spacing,2e-06,377,19,0.38632411610629147,0.3710867668951823,4.106141897378184,0.4381920211062914,0.051867905,36.57,0.012505481086688863
gemma2_9b,75,spacing,1e-05,332,6,0.2627057386795359,0.2560276425707711,2.608349646042161,0.3654455136795359,0.10273977500000002,13.2925,0.006678096108764742
gemma2_9b,75,direct_gain,2e-08,502,925,0.620395869045256,0.6176284323508502,0.4480746917482827,0.6435194181952559,0.023123549150000002,860.385,0.0014374151240407196
gemma2_9b,75,direct_gain,1e-07,511,412,0.5733476187330763,0.5461368764959282,4.982403387907995,0.6079058137330763,0.034558195,385.8025,0.021952306926224296
gemma2_9b,75,direct_gain,2e-07,513,201,0.5410990470515726,0.5108323305912363,5.924980594964625,0.5868447995515728,0.0457457525,288.9025,0.02701095884013871
gemma2_9b,75,direct_gain,1e-06,519,42,0.44459137359129774,0.4189665668014893,6.116193706203229,0.5033621860912977,0.0587708125,99.055,0.02273830559939971
gemma2_9b,75,direct_gain,2e-06,522,19,0.40081437431429606,0.3710867668951823,8.010958641247019,0.4555676643142961,0.054753289999999996,51.7425,0.026995739294693455
gemma2_9b,75,direct_gain,1e-05,530,6,0.2711187449432777,0.2560276425707711,5.894325402123377,0.33579511994327776,0.06467637500000001,8.1725,0.015091102372506549
gemma2_9b,75,log_gain,2e-08,539,925,0.6006215981848004,0.6176284323508502,-2.7535704762355966,0.6101284752348003,0.00950687705,365.1925,-0.01833685573641486
gemma2_9b,75,log_gain,1e-07,540,412,0.5636834308673375,0.5461368764959282,3.2128492190437363,0.6092034031173373,0.04551997225,351.1975,0.012288119060485547
gemma2_9b,75,log_gain,2e-07,552,201,0.5313989671177598,0.5108323305912363,4.02610314478719,0.5793503171177597,0.04795135,209.9125,0.017310878906325877
gemma2_9b,75,log_gain,1e-06,566,42,0.44416057530779474,0.4189665668014893,6.013369682130892,0.4883518478077948,0.044191272499999996,57.8625,0.022307507315896702
gemma2_9b,75,log_gain,2e-06,569,19,0.3968294503388175,0.3710867668951823,6.937106288919902,0.4423835553388175,0.045554105000000004,34.1025,0.023010815319214895
gemma2_9b,75,log_gain,1e-05,575,6,0.2747866480365893,0.2560276425707711,7.32694535537617,0.34537574803658944,0.0705891,10.0525,0.018759005465818157
gemma2_9b,75,learned_gain,2e-08,502,925,0.620395869045256,0.6176284323508502,0.4480746917482827,0.6435194181952559,0.023123549150000002,860.385,0.0014374151240407196
gemma2_9b,75,learned_gain,1e-07,511,412,0.5733476187330763,0.5461368764959282,4.982403387907995,0.6079058137330763,0.034558195,385.8025,0.021952306926224296
gemma2_9b,75,learned_gain,2e-07,513,201,0.5410990470515726,0.5108323305912363,5.924980594964625,0.5868447995515728,0.0457457525,288.9025,0.02701095884013871
gemma2_9b,75,learned_gain,1e-06,519,42,0.44459137359129774,0.4189665668014893,6.116193706203229,0.5033621860912977,0.0587708125,99.055,0.02273830559939971
gemma2_9b,75,learned_gain,2e-06,522,19,0.40081437431429606,0.3710867668951823,8.010958641247019,0.4555676643142961,0.054753289999999996,51.7425,0.026995739294693455
gemma2_9b,75,learned_gain,1e-05,575,6,0.2747866480365893,0.2560276425707711,7.32694535537617,0.34537574803658944,0.0705891,10.0525,0.018759005465818157
gemma2_9b,75,all_train_selected,2e-08,502,925,0.620395869045256,0.6176284323508502,0.4480746917482827,0.6435194181952559,0.023123549150000002,860.385,0.0014374151240407196
gemma2_9b,75,all_train_selected,1e-07,511,412,0.5733476187330763,0.5461368764959282,4.982403387907995,0.6079058137330763,0.034558195,385.8025,0.021952306926224296
gemma2_9b,75,all_train_selected,2e-07,513,201,0.5410990470515726,0.5108323305912363,5.924980594964625,0.5868447995515728,0.0457457525,288.9025,0.02701095884013871
