generator,split_seed,price,method,id,selected_policy,profit,fixed_profit,quality,cost,samples
gemma2_9b,41,2e-08,spacing,31,spacing_w4_a4_n5,0.618075978107807,0.6181203431078071,0.622772955607807,0.0046969774999999995,512.0
gemma2_9b,41,2e-08,spacing,76,spacing_w4_a4_n5,0.8354405835766509,0.8355043610766508,0.8418889210766509,0.0064483375,512.0
gemma2_9b,41,2e-08,spacing,78,spacing_w4_a4_n5,0.5724036181080374,0.5725793631080374,0.5907701956080376,0.0183665775,512.0
gemma2_9b,41,2e-08,spacing,49,spacing_w4_a4_n5,0.6604252881263194,0.6604363181263194,0.6615792531263194,0.0011539649999999999,512.0
gemma2_9b,41,2e-08,spacing,24,spacing_w4_a4_n5,0.6446531938101142,0.6452462813101142,0.7055535788101143,0.06090038500000001,512.0
gemma2_9b,41,2e-08,spacing,47,spacing_w4_a4_n5,0.603624683439053,0.6036503009390529,0.6062143284390529,0.002589645,512.0
gemma2_9b,41,2e-08,spacing,99,spacing_w4_a4_n5,0.5603149386156735,0.5604997286156734,0.5792880836156735,0.018973145,512.0
gemma2_9b,41,2e-08,spacing,50,spacing_w4_a4_n5,0.6460339206238981,0.6913400600735184,0.668101340623898,0.02206742,459.625
gemma2_9b,41,2e-08,spacing,17,spacing_w4_a4_n5,0.6918286366770838,0.6918385316770838,0.6928690416770837,0.0010404049999999999,512.0
gemma2_9b,41,2e-08,spacing,18,spacing_w4_a4_n5,0.5532764297539369,0.553349657253937,0.561028612253937,0.0077521824999999996,512.0
gemma2_9b,41,2e-08,spacing,62,spacing_w4_a4_n5,0.589140641917741,0.589177449417741,0.593024671917741,0.00388403,512.0
gemma2_9b,41,2e-08,spacing,29,spacing_w4_a4_n5,0.5877734408596138,0.5880702158596139,0.6187602908596138,0.030986849999999996,512.0
gemma2_9b,41,2e-08,spacing,37,spacing_w4_a4_n5,0.6307415272175425,0.6310483047175425,0.6614602222175425,0.030718694999999997,512.0
gemma2_9b,41,2e-08,spacing,12,spacing_w4_a4_n5,0.574064486915973,0.5741846644159729,0.586977386915973,0.012912899999999998,512.0
gemma2_9b,41,2e-08,spacing,43,spacing_w4_a4_n5,0.6027340087354787,0.6027587987354786,0.6052633337354785,0.0025293250000000002,512.0
gemma2_9b,41,2e-08,spacing,36,spacing_w4_a4_n5,0.5330311602389027,0.5331075227389027,0.5408945177389028,0.0078633575,512.0
gemma2_9b,41,2e-08,spacing,53,spacing_w4_a4_n5,0.636546313612362,0.636633118612362,0.6452987286123621,0.008752415,512.0
gemma2_9b,41,2e-08,recent_gain,48,recent_gain_w16_a0.5_n32,0.5126056685713674,0.6529786548769336,0.5126246760713673,1.90075e-05,34.75
gemma2_9b,41,2e-08,recent_gain,95,recent_gain_w16_a0.5_n32,0.43544800526020666,0.608657221085815,0.4359524877602066,0.0005044825,33.625
gemma2_9b,41,2e-08,recent_gain,77,recent_gain_w16_a0.5_n32,0.4446795323835575,0.5729429135163601,0.4458815298835575,0.0012019975000000002,34.375
gemma2_9b,41,2e-08,recent_gain,3,recent_gain_w16_a0.5_n32,0.4814981592328361,0.5809163751563313,0.48267598923283606,0.00117783,34.875
gemma2_9b,41,2e-08,recent_gain,34,recent_gain_w16_a0.5_n32,0.45993981480874285,0.6407234945170219,0.46145705230874284,0.0015172375,33.625
gemma2_9b,41,2e-08,recent_gain,64,recent_gain_w16_a0.5_n32,0.43390986596925823,0.552304004732036,0.43426801596925824,0.00035815,35.75
gemma2_9b,41,2e-08,recent_gain,25,recent_gain_w16_a0.5_n32,0.4415706329157612,0.6190739538530947,0.44181981791576114,0.000249185,40.75
gemma2_9b,41,2e-08,recent_gain,40,recent_gain_w16_a0.5_n32,0.4465282869509848,0.5563281896560877,0.4471038069509848,0.00057552,38.0
gemma2_9b,41,2e-08,recent_gain,4,recent_gain_w16_a0.5_n32,0.48356027228667786,0.5975261243884312,0.48473402228667783,0.00117375,39.875
gemma2_9b,41,2e-08,recent_gain,1,recent_gain_w16_a0.5_n32,0.43554960322363334,0.5848016331756181,0.43620922572363335,0.0006596225,37.25
gemma2_9b,41,2e-08,recent_gain,75,recent_gain_w16_a0.5_n32,0.4913016937108344,0.5329527532241393,0.4913468137108343,4.512e-05,37.375
gemma2_9b,41,2e-08,recent_gain,96,recent_gain_w16_a0.5_n32,0.46660903311038215,0.5992506335227333,0.4690190156103821,0.0024099825000000004,38.375
gemma2_9b,41,2e-08,recent_gain,10,recent_gain_w16_a0.5_n32,0.47357114962088737,0.5888028505706683,0.47363615712088736,6.50075e-05,39.625
gemma2_9b,41,2e-08,recent_gain,30,recent_gain_w16_a0.5_n32,0.48263239669156804,0.5617700837620052,0.484610259191568,0.0019778625,37.125
gemma2_9b,41,2e-08,recent_gain,5,recent_gain_w16_a0.5_n32,0.48566282245630704,0.5450902467123917,0.4858611299563069,0.0001983075,34.875
gemma2_9b,41,2e-08,recent_gain,38,recent_gain_w16_a0.5_n32,0.4779927963354686,0.5698700217474016,0.47856252633546864,0.0005697300000000001,38.375
gemma2_9b,41,2e-08,recent_gain,81,recent_gain_w16_a0.5_n32,0.4779404527487107,0.5688251467520067,0.4804547877487107,0.0025143349999999995,36.875
gemma2_9b,41,2e-08,recent_gain,86,recent_gain_w16_a0.5_n32,0.44246878353410346,0.5523876471391665,0.4438828085341034,0.001414025,34.0
gemma2_9b,41,2e-08,recent_gain,54,recent_gain_w16_a0.5_n32,0.536592758877257,0.6278485900721792,0.5370405738772569,0.000447815,33.875
gemma2_9b,41,2e-08,recent_gain,44,recent_gain_w16_a0.5_n32,0.42543059518397636,0.5459049750278345,0.42758980018397635,0.002159205,35.25
gemma2_9b,41,2e-08,recent_gain,45,recent_gain_w16_a0.5_n32,0.4064574733149679,0.6245012182903886,0.4066134433149679,0.00015597,35.625
gemma2_9b,41,2e-08,recent_gain,92,recent_gain_w16_a0.5_n32,0.4239690192025669,0.6032300941541742,0.4245084642025668,0.000539445,33.625
gemma2_9b,41,2e-08,recent_gain,88,recent_gain_w16_a0.5_n32,0.47813008597113316,0.5610066672502868,0.4795536684711331,0.0014235825,41.75
gemma2_9b,41,2e-08,recent_gain,15,recent_gain_w16_a0.5_n32,0.4603140713630285,0.6655851432223645,0.46069166886302854,0.0003775975,38.5
gemma2_9b,41,2e-08,recent_gain,32,recent_gain_w16_a0.5_n32,0.5336488390426832,0.5695987025705357,0.5350988540426832,0.001450015,38.0
gemma2_9b,41,2e-08,recent_gain,87,recent_gain_w16_a0.5_n32,0.43333929258863074,0.5139027109445475,0.43555657758863076,0.0022172850000000003,36.875
gemma2_9b,41,2e-08,recent_gain,11,recent_gain_w16_a0.5_n32,0.47308430834108567,0.6725078064162541,0.47397711334108567,0.000892805,33.875
gemma2_9b,41,2e-08,recent_gain,74,recent_gain_w16_a0.5_n32,0.49684776136318104,0.5066890421401573,0.497075311363181,0.00022755,37.5
gemma2_9b,41,2e-08,recent_gain,90,recent_gain_w16_a0.5_n32,0.5168858697664199,0.6970389156030318,0.5173219272664199,0.0004360575,47.375
gemma2_9b,41,2e-08,recent_gain,82,recent_gain_w16_a0.5_n32,0.4717169385904598,0.6739148992185008,0.4732321660904598,0.0015152274999999998,42.375
gemma2_9b,41,2e-08,recent_gain,80,recent_gain_w16_a0.5_n32,0.47107847531905817,0.5652825530796846,0.47146409281905816,0.00038561750000000005,40.125
gemma2_9b,41,2e-08,recent_gain,91,recent_gain_w16_a0.5_n32,0.4546669351367325,0.6073851041684506,0.4547436376367325,7.67025e-05,42.375
gemma2_9b,41,2e-08,recent_gain,21,recent_gain_w16_a0.5_n32,0.5320139336555504,0.6539749620127432,0.5340657636555504,0.00205183,36.0
gemma2_9b,41,2e-08,recent_gain,31,recent_gain_w16_a0.5_n32,0.4814309982201506,0.6181203431078071,0.4817875957201506,0.0003565974999999999,39.5
gemma2_9b,41,2e-08,recent_gain,76,recent_gain_w16_a0.5_n32,0.4956228714856463,0.8355043610766508,0.49607359648564625,0.000450725,36.25
gemma2_9b,41,2e-08,recent_gain,78,recent_gain_w16_a0.5_n32,0.45990497643578404,0.5725793631080374,0.4612504964357839,0.0013455200000000002,37.125
gemma2_9b,41,2e-08,recent_gain,49,recent_gain_w16_a0.5_n32,0.4992669082685266,0.6604363181263194,0.4993569982685267,9.009000000000001e-05,39.125
gemma2_9b,41,2e-08,recent_gain,24,recent_gain_w16_a0.5_n32,0.48803399116577184,0.6452462813101142,0.4921298336657718,0.0040958425,34.5
gemma2_9b,41,2e-08,recent_gain,47,recent_gain_w16_a0.5_n32,0.4852060260798062,0.6036503009390529,0.4853932535798061,0.0001872275,37.625
gemma2_9b,41,2e-08,recent_gain,99,recent_gain_w16_a0.5_n32,0.47356522877948987,0.5604997286156734,0.47484747127948984,0.0012822425,35.0
gemma2_9b,41,2e-08,recent_gain,50,recent_gain_w16_a0.5_n32,0.4677102256446391,0.6913400600735184,0.46933069814463907,0.0016204725000000001,33.625
gemma2_9b,41,2e-08,recent_gain,17,recent_gain_w16_a0.5_n32,0.48705488816510617,0.6918385316770838,0.4871353681651062,8.048e-05,38.75
gemma2_9b,41,2e-08,recent_gain,18,recent_gain_w16_a0.5_n32,0.4666378665710598,0.553349657253937,0.4671969740710598,0.0005591075,36.625
gemma2_9b,41,2e-08,recent_gain,62,recent_gain_w16_a0.5_n32,0.4779325156051404,0.589177449417741,0.47820556310514045,0.0002730475,35.75
gemma2_9b,41,2e-08,recent_gain,29,recent_gain_w16_a0.5_n32,0.4572213374726867,0.5880702158596139,0.4593217974726867,0.00210046,34.75
gemma2_9b,41,2e-08,recent_gain,37,recent_gain_w16_a0.5_n32,0.46447581310833935,0.6310483047175425,0.4667983406083393,0.0023225275,38.875
gemma2_9b,41,2e-08,recent_gain,12,recent_gain_w16_a0.5_n32,0.49135888165656094,0.5741846644159729,0.4921976566565609,0.000838775,33.25
gemma2_9b,41,2e-08,recent_gain,43,recent_gain_w16_a0.5_n32,0.3735307620373427,0.6027587987354786,0.3737019345373427,0.00017117250000000001,34.375
gemma2_9b,41,2e-08,recent_gain,36,recent_gain_w16_a0.5_n32,0.480009096921628,0.5331075227389027,0.480617164421628,0.0006080675000000001,39.25
gemma2_9b,41,2e-08,recent_gain,53,recent_gain_w16_a0.5_n32,0.4299905552061042,0.636633118612362,0.43061345020610414,0.000622895,35.25
gemma2_9b,41,2e-08,remaining_range,48,remaining_range_w0_a0.1_n4,0.6529759173769336,0.6529786548769336,0.6532500498769336,0.0002741325,512.0
gemma2_9b,41,2e-08,remaining_range,95,remaining_range_w0_a0.1_n4,0.6142910653732874,0.608657221085815,0.6222067328732873,0.0079156675,512.0
gemma2_9b,41,2e-08,remaining_range,77,remaining_range_w0_a0.1_n4,0.57277133601636,0.5729429135163601,0.5907752385163602,0.018003902500000002,512.0
gemma2_9b,41,2e-08,remaining_range,3,remaining_range_w0_a0.1_n4,0.5807462901563315,0.5809163751563313,0.5980624901563315,0.017316200000000004,512.0
gemma2_9b,41,2e-08,remaining_range,34,remaining_range_w0_a0.1_n4,0.6404922645170219,0.6407234945170219,0.663689317017022,0.0231970525,512.0
gemma2_9b,41,2e-08,remaining_range,64,remaining_range_w0_a0.1_n4,0.552257519732036,0.552304004732036,0.5573033897320359,0.00504587,512.0
gemma2_9b,41,2e-08,remaining_range,25,remaining_range_w0_a0.1_n4,0.6190411663530948,0.6190739538530947,0.6222366288530947,0.0031954625,512.0
gemma2_9b,41,2e-08,remaining_range,40,remaining_range_w0_a0.1_n4,0.5562514496560877,0.5563281896560877,0.5640101021560877,0.0077586525,512.0
gemma2_9b,41,2e-08,remaining_range,4,remaining_range_w0_a0.1_n4,0.6066087093234616,0.5975261243884312,0.6217426943234616,0.015133984999999999,512.0
gemma2_9b,41,2e-08,remaining_range,1,remaining_range_w0_a0.1_n4,0.584713910675618,0.5848016331756181,0.5938364856756181,0.009122575,512.0
gemma2_9b,41,2e-08,remaining_range,75,remaining_range_w0_a0.1_n4,0.5329466457241393,0.5329527532241393,0.5335698382241392,0.0006231925,512.0
gemma2_9b,41,2e-08,remaining_range,96,remaining_range_w0_a0.1_n4,0.5990177510227332,0.5992506335227333,0.6311995035227332,0.0321817525,510.625
gemma2_9b,41,2e-08,remaining_range,10,remaining_range_w0_a0.1_n4,0.5887948355706684,0.5888028505706683,0.5896384155706683,0.00084358,512.0
gemma2_9b,41,2e-08,remaining_range,30,remaining_range_w0_a0.1_n4,0.5614974362620052,0.5617700837620052,0.5888737912620053,0.027376354999999998,512.0
gemma2_9b,41,2e-08,remaining_range,5,remaining_range_w0_a0.1_n4,0.5450628167123918,0.5450902467123917,0.5479393942123918,0.0028765775,512.0
gemma2_9b,41,2e-08,remaining_range,38,remaining_range_w0_a0.1_n4,0.5774794500699407,0.5698700217474016,0.5850809825699407,0.0076015325,512.0
gemma2_9b,41,2e-08,remaining_range,81,remaining_range_w0_a0.1_n4,0.5684733867520068,0.5688251467520067,0.6038921942520067,0.035418807499999996,512.0
gemma2_9b,41,2e-08,remaining_range,86,remaining_range_w0_a0.1_n4,0.5521763946391666,0.5523876471391665,0.5735023346391666,0.02132594,512.0
gemma2_9b,41,2e-08,remaining_range,54,remaining_range_w0_a0.1_n4,0.6277853800721791,0.6278485900721792,0.6344697975721791,0.0066844175,512.0
gemma2_9b,41,2e-08,remaining_range,44,remaining_range_w0_a0.1_n4,0.5589578969626895,0.5459049750278345,0.5901741094626894,0.031216212500000003,512.0
gemma2_9b,41,2e-08,remaining_range,45,remaining_range_w0_a0.1_n4,0.6244791782903887,0.6245012182903886,0.6267107532903886,0.0022315750000000004,512.0
gemma2_9b,41,2e-08,remaining_range,92,remaining_range_w0_a0.1_n4,0.603151424154174,0.6032300941541742,0.6113737966541741,0.0082223725,512.0
gemma2_9b,41,2e-08,remaining_range,88,remaining_range_w0_a0.1_n4,0.5608382697502868,0.5610066672502868,0.5782707472502868,0.0174324775,512.0
gemma2_9b,41,2e-08,remaining_range,15,remaining_range_w0_a0.1_n4,0.6865470946853747,0.6655851432223645,0.6916140246853746,0.00506693,512.0
gemma2_9b,41,2e-08,remaining_range,32,remaining_range_w0_a0.1_n4,0.5694041450705357,0.5695987025705357,0.5888553375705358,0.0194511925,512.0
gemma2_9b,41,2e-08,remaining_range,87,remaining_range_w0_a0.1_n4,0.5155209670571955,0.5139027109445475,0.5467155445571955,0.0311945775,512.0
gemma2_9b,41,2e-08,remaining_range,11,remaining_range_w0_a0.1_n4,0.6723944464162541,0.6725078064162541,0.6858415189162541,0.0134470725,512.0
gemma2_9b,41,2e-08,remaining_range,74,remaining_range_w0_a0.1_n4,0.5066591246401573,0.5066890421401573,0.5097638771401573,0.0031047525000000003,512.0
gemma2_9b,41,2e-08,remaining_range,90,remaining_range_w0_a0.1_n4,0.6969942706030319,0.6970389156030318,0.7017243781030319,0.0047301075,512.0
gemma2_9b,41,2e-08,remaining_range,82,remaining_range_w0_a0.1_n4,0.6737288842185009,0.6739148992185008,0.6919492067185008,0.018220322500000004,512.0
gemma2_9b,41,2e-08,remaining_range,80,remaining_range_w0_a0.1_n4,0.5652305080796846,0.5652825530796846,0.5702311355796845,0.0050006275,512.0
gemma2_9b,41,2e-08,remaining_range,91,remaining_range_w0_a0.1_n4,0.6073760916684507,0.6073851041684506,0.6083087466684507,0.000932655,512.0
gemma2_9b,41,2e-08,remaining_range,21,remaining_range_w0_a0.1_n4,0.6550355420127432,0.6539749620127432,0.6827969695127432,0.0277614275,488.25
gemma2_9b,41,2e-08,remaining_range,31,remaining_range_w0_a0.1_n4,0.618075978107807,0.6181203431078071,0.622772955607807,0.0046969774999999995,512.0
gemma2_9b,41,2e-08,remaining_range,76,remaining_range_w0_a0.1_n4,0.8354405835766509,0.8355043610766508,0.8418889210766509,0.0064483375,512.0
gemma2_9b,41,2e-08,remaining_range,78,remaining_range_w0_a0.1_n4,0.5724036181080374,0.5725793631080374,0.5907701956080376,0.0183665775,512.0
gemma2_9b,41,2e-08,remaining_range,49,remaining_range_w0_a0.1_n4,0.6604252881263194,0.6604363181263194,0.6615792531263194,0.0011539649999999999,512.0
gemma2_9b,41,2e-08,remaining_range,24,remaining_range_w0_a0.1_n4,0.6319078031449484,0.6452462813101142,0.6652145281449484,0.033306725,280.5
gemma2_9b,41,2e-08,remaining_range,47,remaining_range_w0_a0.1_n4,0.603624683439053,0.6036503009390529,0.6062143284390529,0.002589645,512.0
gemma2_9b,41,2e-08,remaining_range,99,remaining_range_w0_a0.1_n4,0.5603149386156735,0.5604997286156734,0.5792880836156735,0.018973145,512.0
gemma2_9b,41,2e-08,remaining_range,50,remaining_range_w0_a0.1_n4,0.6921441925735186,0.6913400600735184,0.7156760650735186,0.0235318725,490.25
gemma2_9b,41,2e-08,remaining_range,17,remaining_range_w0_a0.1_n4,0.6918286366770838,0.6918385316770838,0.6928690416770837,0.0010404049999999999,512.0
gemma2_9b,41,2e-08,remaining_range,18,remaining_range_w0_a0.1_n4,0.5532764297539369,0.553349657253937,0.561028612253937,0.0077521824999999996,512.0
gemma2_9b,41,2e-08,remaining_range,62,remaining_range_w0_a0.1_n4,0.589140641917741,0.589177449417741,0.593024671917741,0.00388403,512.0
gemma2_9b,41,2e-08,remaining_range,29,remaining_range_w0_a0.1_n4,0.5877734408596138,0.5880702158596139,0.6187602908596138,0.030986849999999996,512.0
gemma2_9b,41,2e-08,remaining_range,37,remaining_range_w0_a0.1_n4,0.6326523997175425,0.6310483047175425,0.6614602222175425,0.0288078225,480.0
gemma2_9b,41,2e-08,remaining_range,12,remaining_range_w0_a0.1_n4,0.574064486915973,0.5741846644159729,0.586977386915973,0.012912899999999998,512.0
gemma2_9b,41,2e-08,remaining_range,43,remaining_range_w0_a0.1_n4,0.6027340087354787,0.6027587987354786,0.6052633337354785,0.0025293250000000002,512.0
gemma2_9b,41,2e-08,remaining_range,36,remaining_range_w0_a0.1_n4,0.5330311602389027,0.5331075227389027,0.5408945177389028,0.0078633575,512.0
gemma2_9b,41,2e-08,remaining_range,53,remaining_range_w0_a0.1_n4,0.636546313612362,0.636633118612362,0.6452987286123621,0.008752415,512.0
gemma2_9b,41,2e-08,all_train_selected,48,remaining_range_w0_a0.1_n4,0.6529759173769336,0.6529786548769336,0.6532500498769336,0.0002741325,512.0
gemma2_9b,41,2e-08,all_train_selected,95,remaining_range_w0_a0.1_n4,0.6142910653732874,0.608657221085815,0.6222067328732873,0.0079156675,512.0
gemma2_9b,41,2e-08,all_train_selected,77,remaining_range_w0_a0.1_n4,0.57277133601636,0.5729429135163601,0.5907752385163602,0.018003902500000002,512.0
gemma2_9b,41,2e-08,all_train_selected,3,remaining_range_w0_a0.1_n4,0.5807462901563315,0.5809163751563313,0.5980624901563315,0.017316200000000004,512.0
gemma2_9b,41,2e-08,all_train_selected,34,remaining_range_w0_a0.1_n4,0.6404922645170219,0.6407234945170219,0.663689317017022,0.0231970525,512.0
gemma2_9b,41,2e-08,all_train_selected,64,remaining_range_w0_a0.1_n4,0.552257519732036,0.552304004732036,0.5573033897320359,0.00504587,512.0
gemma2_9b,41,2e-08,all_train_selected,25,remaining_range_w0_a0.1_n4,0.6190411663530948,0.6190739538530947,0.6222366288530947,0.0031954625,512.0
gemma2_9b,41,2e-08,all_train_selected,40,remaining_range_w0_a0.1_n4,0.5562514496560877,0.5563281896560877,0.5640101021560877,0.0077586525,512.0
gemma2_9b,41,2e-08,all_train_selected,4,remaining_range_w0_a0.1_n4,0.6066087093234616,0.5975261243884312,0.6217426943234616,0.015133984999999999,512.0
gemma2_9b,41,2e-08,all_train_selected,1,remaining_range_w0_a0.1_n4,0.584713910675618,0.5848016331756181,0.5938364856756181,0.009122575,512.0
gemma2_9b,41,2e-08,all_train_selected,75,remaining_range_w0_a0.1_n4,0.5329466457241393,0.5329527532241393,0.5335698382241392,0.0006231925,512.0
gemma2_9b,41,2e-08,all_train_selected,96,remaining_range_w0_a0.1_n4,0.5990177510227332,0.5992506335227333,0.6311995035227332,0.0321817525,510.625
gemma2_9b,41,2e-08,all_train_selected,10,remaining_range_w0_a0.1_n4,0.5887948355706684,0.5888028505706683,0.5896384155706683,0.00084358,512.0
gemma2_9b,41,2e-08,all_train_selected,30,remaining_range_w0_a0.1_n4,0.5614974362620052,0.5617700837620052,0.5888737912620053,0.027376354999999998,512.0
gemma2_9b,41,2e-08,all_train_selected,5,remaining_range_w0_a0.1_n4,0.5450628167123918,0.5450902467123917,0.5479393942123918,0.0028765775,512.0
gemma2_9b,41,2e-08,all_train_selected,38,remaining_range_w0_a0.1_n4,0.5774794500699407,0.5698700217474016,0.5850809825699407,0.0076015325,512.0
gemma2_9b,41,2e-08,all_train_selected,81,remaining_range_w0_a0.1_n4,0.5684733867520068,0.5688251467520067,0.6038921942520067,0.035418807499999996,512.0
gemma2_9b,41,2e-08,all_train_selected,86,remaining_range_w0_a0.1_n4,0.5521763946391666,0.5523876471391665,0.5735023346391666,0.02132594,512.0
gemma2_9b,41,2e-08,all_train_selected,54,remaining_range_w0_a0.1_n4,0.6277853800721791,0.6278485900721792,0.6344697975721791,0.0066844175,512.0
gemma2_9b,41,2e-08,all_train_selected,44,remaining_range_w0_a0.1_n4,0.5589578969626895,0.5459049750278345,0.5901741094626894,0.031216212500000003,512.0
gemma2_9b,41,2e-08,all_train_selected,45,remaining_range_w0_a0.1_n4,0.6244791782903887,0.6245012182903886,0.6267107532903886,0.0022315750000000004,512.0
gemma2_9b,41,2e-08,all_train_selected,92,remaining_range_w0_a0.1_n4,0.603151424154174,0.6032300941541742,0.6113737966541741,0.0082223725,512.0
gemma2_9b,41,2e-08,all_train_selected,88,remaining_range_w0_a0.1_n4,0.5608382697502868,0.5610066672502868,0.5782707472502868,0.0174324775,512.0
gemma2_9b,41,2e-08,all_train_selected,15,remaining_range_w0_a0.1_n4,0.6865470946853747,0.6655851432223645,0.6916140246853746,0.00506693,512.0
gemma2_9b,41,2e-08,all_train_selected,32,remaining_range_w0_a0.1_n4,0.5694041450705357,0.5695987025705357,0.5888553375705358,0.0194511925,512.0
gemma2_9b,41,2e-08,all_train_selected,87,remaining_range_w0_a0.1_n4,0.5155209670571955,0.5139027109445475,0.5467155445571955,0.0311945775,512.0
gemma2_9b,41,2e-08,all_train_selected,11,remaining_range_w0_a0.1_n4,0.6723944464162541,0.6725078064162541,0.6858415189162541,0.0134470725,512.0
gemma2_9b,41,2e-08,all_train_selected,74,remaining_range_w0_a0.1_n4,0.5066591246401573,0.5066890421401573,0.5097638771401573,0.0031047525000000003,512.0
gemma2_9b,41,2e-08,all_train_selected,90,remaining_range_w0_a0.1_n4,0.6969942706030319,0.6970389156030318,0.7017243781030319,0.0047301075,512.0
gemma2_9b,41,2e-08,all_train_selected,82,remaining_range_w0_a0.1_n4,0.6737288842185009,0.6739148992185008,0.6919492067185008,0.018220322500000004,512.0
gemma2_9b,41,2e-08,all_train_selected,80,remaining_range_w0_a0.1_n4,0.5652305080796846,0.5652825530796846,0.5702311355796845,0.0050006275,512.0
