reward_model,price_per_million,split_seed,selected_model,fixed_n,adaptive_utility,fixed_utility,adaptive_output_tokens,fixed_output_tokens,adaptive_cost_dollars,fixed_cost_dollars,adaptive_profit,fixed_profit,profit_gain,profit_improvement_percent,direct_cost_saving_percent,matched_quality_cost_saving_percent
armorm_llama3_8b,10.0,75,gemma3_4b,1,0.49809826697473736,0.49652379137484537,3392.9925,853.97,0.033929925,0.0085397,0.46416834197473733,0.4879840913748454,-0.023815749400108055,-4.880435616868086,-297.31987072145387,-0.005010577476416422
armorm_llama3_8b,20.0,71,gemma3_4b,1,0.4980095216585847,0.49655268707419425,3272.12,818.645,0.0654424,0.0163729,0.4325671216585847,0.48017978707419423,-0.047612665415609545,-9.915591346674645,-299.6995034477704,0.0
armorm_llama3_8b,20.0,72,gemma3_4b,1,0.49804249310505455,0.4966044726371942,3046.0025,757.645,0.06092005,0.0151529,0.43712244310505455,0.4814515726371942,-0.04432912953213963,-9.207391158641947,-302.0355839476272,-0.007715625043602792
armorm_llama3_8b,20.0,73,gemma3_4b,1,0.4980019394713029,0.49652648051904735,3240.9825,810.0125,0.06481965,0.016200250000000003,0.4331822894713029,0.4803262305190473,-0.04714394104774444,-9.81498366158351,-300.115121680221,-0.0072514134470624825
armorm_llama3_8b,20.0,74,qwen35_9b,1,0.4981864734096348,0.4963894696922223,3507.6875,881.8525,0.07015375,0.01763705,0.4280327234096348,0.4787524196922223,-0.050719696282587545,-10.594138890241837,-297.7635148735191,0.2322418290479744
armorm_llama3_8b,20.0,75,gemma3_4b,1,0.49809826697473736,0.49652379137484537,3392.8225,853.97,0.06785645000000001,0.0170794,0.43024181697473735,0.47944439137484535,-0.049202574400108,-10.262415263429334,-297.299963698959,0.0
fsfairx_llama3_rm,0.1,71,ministral3_8b,387,0.6130436534176202,0.6063539996432439,344310.76,391189.5425,0.034431076000000005,0.039118954250000004,0.5786125774176203,0.5672350453932439,0.011377532024376413,2.005787921035234,11.98364920503977,22.16655285348321
fsfairx_llama3_rm,0.1,72,ministral3_8b,380,0.6103226417165812,0.6043890889360194,345570.1025,377435.12,0.03455701025,0.037743512,0.5757656314665812,0.5666455769360194,0.00912005453056186,1.6094812880877065,8.442515232816705,17.559812577181443
fsfairx_llama3_rm,0.1,73,ministral3_8b,385,0.6140068492427564,0.6057780280109056,340098.49,378305.4075,0.034009849,0.03783054075,0.5799970002427564,0.5679474872609056,0.012049512981850752,2.1215892757908104,10.09949018505637,22.481142478842962
fsfairx_llama3_rm,0.1,74,ministral3_8b,510,0.5994255055838709,0.6039936741545213,355650.415,521133.1725,0.0355650415,0.052113317250000006,0.5638604640838709,0.5518803569045213,0.011980107179349608,2.1707797767156696,31.75440870634656,23.821559799630876
fsfairx_llama3_rm,0.1,75,ministral3_8b,467,0.6116715609454312,0.6161149063448995,344790.84,486975.795,0.03447908400000001,0.048697579500000004,0.5771924769454312,0.5674173268448995,0.009775150100531649,1.7227443784429293,29.197540506094345,19.97364227581787
fsfairx_llama3_rm,0.2,71,ministral3_8b,240,0.5840629059880371,0.5824432104146691,200014.7875,242793.8425,0.040002957500000005,0.0485587685,0.5440599484880371,0.5338844419146691,0.010175506573367965,1.9059380222573181,17.619497496111336,18.391888005955714
fsfairx_llama3_rm,0.2,72,ministral3_8b,231,0.5854357575770174,0.5764613672488175,198192.115,229669.055,0.039638423,0.045933811000000005,0.5457973345770174,0.5305275562488174,0.015269778328199979,2.878225296376208,13.705346590989375,23.314220224999282
fsfairx_llama3_rm,0.2,73,ministral3_8b,260,0.5881213854459039,0.5863675432940402,198889.4625,255545.595,0.0397778925,0.051109119,0.5483434929459039,0.5352584242940401,0.013085068651863763,2.4446263819428613,22.17065510364208,24.926767969601173
fsfairx_llama3_rm,0.2,74,ministral3_8b,260,0.5744049473240733,0.5768157812503083,204114.075,265886.74,0.040822815000000005,0.053177348000000006,0.5335821323240734,0.5236384332503083,0.009943699073765022,1.8989628037886517,23.23269862949916,18.63911474305745
fsfairx_llama3_rm,0.2,75,ministral3_8b,265,0.5823190281562364,0.5907346047452101,197678.6975,276477.5075,0.03953573950000001,0.055295501500000004,0.5427832886562364,0.5354391032452102,0.007344185411026216,1.371619175087193,28.500983936279155,16.188433363175125
fsfairx_llama3_rm,0.5,71,ministral3_8b,119,0.5394373593975031,0.5402781718529229,92641.83,120353.935,0.046320915,0.0601769675,0.49311644439750313,0.4801012043529229,0.013015240044580212,2.7109367622024743,23.025508056716216,21.12895280281084
fsfairx_llama3_rm,0.5,72,qwen35_9b,107,0.5461259072235196,0.5280146118291661,87665.2575,82360.4175,0.04383262875,0.041180208749999996,0.5022932784735196,0.4868344030791661,0.015458875394353477,3.175386804337993,-6.441006688680284,31.279009431811456
fsfairx_llama3_rm,0.5,73,gemma3_4b,133,0.530561890300499,0.5350906151184553,81587.48,107490.5125,0.040793739999999995,0.05374525625,0.48976815030049903,0.48134535886845536,0.008422791432043664,1.749843698886788,24.09797097208928,17.779080331573148
fsfairx_llama3_rm,0.5,74,qwen35_9b,105,0.5379743005715373,0.5259763207587421,90497.5275,91686.185,0.04524876375,0.045843092499999995,0.4927255368215373,0.4801332282587421,0.012592308562795196,2.622669672012212,1.2964412250329738,22.105489169533875
fsfairx_llama3_rm,0.5,75,qwen35_9b,88,0.5446478622782137,0.520123440890343,89058.5725,75059.575,0.044529286249999994,0.037529787499999995,0.5001185760282137,0.482593653390343,0.017524922637870755,3.6314034622614124,-18.650515274033985,25.0819252992314
fsfairx_llama3_rm,1.0,71,qwen35_9b,73,0.5130934873854033,0.510207790365386,48670.95,60506.7275,0.04867095,0.060506727499999996,0.4644225373854033,0.449701062865386,0.014721474520017264,3.273613459175658,19.56109343378388,21.27023044338405
fsfairx_llama3_rm,1.0,72,qwen35_9b,63,0.5163277557731093,0.49997043322826235,48111.065,48469.5025,0.048111065,0.0484695025,0.4682166907731093,0.45150093072826236,0.016715760044846928,3.7022648032828473,0.7395114071987896,24.773014897710965
fsfairx_llama3_rm,1.0,73,qwen35_9b,59,0.5164669375017698,0.49680405241195635,47918.095,46118.475,0.047918095,0.046118475,0.46854884250176976,0.45068557741195636,0.017863265089813396,3.9635759352212845,-3.9021671900469457,29.56108554062822
fsfairx_llama3_rm,1.0,74,qwen35_9b,66,0.509068184803932,0.5030290091845564,49656.565,57590.725,0.049656565,0.057590724999999995,0.459411619803932,0.4454382841845564,0.013973335619375638,3.1369857768188893,13.776801733265199,20.827627096485525
fsfairx_llama3_rm,1.0,75,qwen35_9b,71,0.5123913937646505,0.5067118769970083,48565.6825,60510.135,0.0485656825,0.060510135,0.4638257112646505,0.44620174199700824,0.01762396926764226,3.9497759889427835,19.739589905063013,24.95721430602712
fsfairx_llama3_rm,2.0,71,qwen35_9b,34,0.4769246974700259,0.46706500461331174,26396.115,28173.405,0.05279223,0.05634681,0.4241324674700259,0.4107181946133117,0.013414272856714204,3.2660527419155727,6.308396162977092,20.066509476449525
fsfairx_llama3_rm,2.0,72,qwen35_9b,33,0.47816029551595113,0.4639975079605636,26035.535,25402.095,0.05207107,0.05080419,0.42608922551595113,0.4131933179605636,0.012895907555387554,3.1210348751618433,-2.493652590465456,18.679495778832987
fsfairx_llama3_rm,2.0,73,gemma3_4b,40,0.467167824539756,0.4678361210402309,24151.3225,32329.875,0.04830264499999999,0.06465975,0.41886517953975605,0.4031763710402309,0.015688808499525142,3.8913015807564864,25.297198025046498,24.06316256122053
fsfairx_llama3_rm,2.0,74,qwen35_9b,32,0.47098883369939487,0.4627077846209714,26904.4425,27952.6525,0.053808885,0.055905304999999995,0.4171799486993949,0.4068024796209714,0.010377469078423518,2.55098471575013,3.749948238364853,15.431371953638152
fsfairx_llama3_rm,2.0,75,qwen35_9b,30,0.47606898667705627,0.4612852103759777,26393.78,25573.545,0.05278756,0.05114708999999999,0.42328142667705626,0.4101381203759777,0.013143306301078572,3.2046048996932965,-3.207357446924153,20.916641002652202
fsfairx_llama3_rm,5.0,71,qwen35_9b,21,0.41657373649473095,0.4354463576295588,11640.22,17406.015,0.0582011,0.087030075,0.35837263649473095,0.3484162826295588,0.00995635386517213,2.857602919711381,33.12530179940671,15.682275029620552
fsfairx_llama3_rm,5.0,72,qwen35_9b,18,0.41762007878839363,0.4220088350052103,11460.7625,13880.62,0.05730381250000001,0.06940310000000001,0.36031626628839364,0.3526057350052103,0.007710531283183331,2.1867288355560626,17.43335312111418,13.373532105475473
fsfairx_llama3_rm,5.0,73,gemma3_4b,15,0.40799597655165626,0.4086198658203908,10532.2975,12134.8575,0.05266148750000001,0.06067428750000001,0.35533448905165627,0.34794557832039075,0.007388910731265519,2.1235823047194344,13.206253143063273,11.977444525690107
fsfairx_llama3_rm,5.0,74,gemma3_4b,15,0.39457424300290667,0.4022757644802505,10861.385,12293.5525,0.054306925000000006,0.0614677625,0.34026731800290666,0.34080800198025046,-0.0005406839773438032,-0.15864767675705438,11.64974485609428,3.5112030228057645
fsfairx_llama3_rm,5.0,75,qwen35_9b,18,0.41521824724529205,0.4243235944669595,11681.32,15362.605,0.0584066,0.07681302500000001,0.356811647245292,0.34751056946695946,0.009301077778332556,2.6764877375094867,23.962635243176532,15.529588831978725
fsfairx_llama3_rm,10.0,71,qwen35_9b,10,0.3809487236443647,0.37316084426848906,6533.59,8300.6375,0.0653359,0.08300637500000001,0.3156128236443647,0.29015446926848903,0.02545835437587568,8.774069356939068,21.2880938361662,27.891588377858678
fsfairx_llama3_rm,10.0,72,qwen35_9b,10,0.38075504405658955,0.37716316211528245,6331.3675,7728.79,0.06331367500000001,0.0772879,0.31744136905658954,0.2998752621152824,0.017566106941307114,5.85780461429129,18.080740969802513,22.085712433142966
fsfairx_llama3_rm,10.0,73,gemma3_4b,11,0.3721113847950855,0.38468465449741396,5815.8525,8895.925,0.058158525,0.08895925,0.31395285979508547,0.29572540449741397,0.018227455297671502,6.163642020762168,34.62340903278748,18.44125896709663
fsfairx_llama3_rm,10.0,74,gemma3_4b,8,0.356019194998201,0.35290667181412905,5948.725,6547.175,0.059487250000000005,0.06547175000000001,0.296531944998201,0.28743492181412905,0.009097023184071962,3.164898380007767,9.140583534119672,12.938815227979338
fsfairx_llama3_rm,10.0,75,qwen35_9b,11,0.37786688082974046,0.38587086936466103,6527.6975,9408.2575,0.065276975,0.094082575,0.31258990582974044,0.291788294364661,0.020801611465079417,7.129008211372147,30.617359271894927,23.087734663265856
fsfairx_llama3_rm,20.0,71,gemma3_4b,4,0.3483277728486137,0.3185018351990394,3929.1575,3272.12,0.07858315,0.0654424,0.2697446228486137,0.2530594351990394,0.01668518764957433,6.5933868999790075,-20.079871765094182,17.95366821164428
fsfairx_llama3_rm,20.0,72,qwen35_9b,4,0.3483942676775863,0.3062106584385192,4117.3675,3097.25,0.08234735000000001,0.06194500000000001,0.26604691767758626,0.2442656584385192,0.02178125923906707,8.917037040042752,-32.936233755751076,23.395535514160905
fsfairx_llama3_rm,20.0,73,gemma3_4b,4,0.34718998185806027,0.31772891337874115,3918.1625,3240.7475,0.07836325000000001,0.06481495000000001,0.2688267318580603,0.25291396337874117,0.015912768479319106,6.291771425640733,-20.903047830785958,18.56277909292302
fsfairx_llama3_rm,20.0,74,gemma3_4b,5,0.3319501833400741,0.31972953341188964,3946.58,4095.7275,0.0789316,0.08191455,0.2530185833400741,0.23781498341188964,0.015203599928184458,6.393037019813087,3.64153865216863,19.18555493936438
fsfairx_llama3_rm,20.0,75,gemma3_4b,4,0.3441823313751886,0.3164411255888177,4052.835,3392.8225,0.08105670000000001,0.06785645000000001,0.26312563137518863,0.2485846755888177,0.014540955786370935,5.849498064161861,-19.453198627396496,13.70382207303572
rm_mistral_7b,0.1,71,ministral3_8b,553,0.6145283242971769,0.6329976038761788,328347.905,559089.9175,0.0328347905,0.055908991750000005,0.5816935337971768,0.5770886121261788,0.004604921670998019,0.7979574668839879,41.271002262350756,18.184298113138052
rm_mistral_7b,0.1,72,ministral3_8b,475,0.613294935465195,0.6212735963306235,329023.8725,471790.985,0.032902387250000005,0.0471790985,0.5803925482151949,0.5740944978306235,0.00629805038457143,1.0970407151384265,30.260669881176295,18.068562800423273
rm_mistral_7b,0.1,73,qwen35_9b,612,0.5987462353723386,0.6078033121677929,308543.37,478366.3125,0.030854337000000003,0.047836631250000004,0.5678918983723387,0.5599666809177929,0.007925217454545774,1.4153016107237375,35.50060655661241,13.62205532124674
rm_mistral_7b,0.1,74,ministral3_8b,518,0.6052278586819273,0.6134670654513459,346518.3175,529312.0925,0.03465183175,0.05293120925000001,0.5705760269319273,0.5605358562013458,0.010040170730581499,1.7911736813095227,34.534214802583605,21.88821460855688
rm_mistral_7b,0.1,75,ministral3_8b,587,0.6094757952460502,0.6312847693136091,332540.175,612526.2625,0.033254017500000004,0.06125262625,0.5762217777460502,0.570032143063609,0.0061896346824411586,1.08583958953179,45.71005435052672,19.312941559253282
rm_mistral_7b,0.2,71,qwen35_9b,290,0.577785134607254,0.5796866604841145,183586.1975,240625.4975,0.036717239500000005,0.048125099500000004,0.541067895107254,0.5315615609841146,0.009506334123139393,1.7883787732016772,23.704595145824058,20.416172421268307
rm_mistral_7b,0.2,72,ministral3_8b,231,0.5844699473762672,0.5799860694869028,191140.265,229669.055,0.038228053000000005,0.045933811000000005,0.5462418943762672,0.5340522584869027,0.012189635889364503,2.282479981247649,16.775786359202804,23.094817832888737
rm_mistral_7b,0.2,73,qwen35_9b,288,0.5794754666738547,0.5788485715364508,182736.6225,225105.95,0.036547324500000006,0.04502119000000001,0.5429281421738548,0.5338273815364507,0.00910076063740406,1.7048133820356763,18.82194917548826,18.689094865744906
rm_mistral_7b,0.2,74,ministral3_8b,303,0.5769702018595083,0.5871823490192702,199620.5875,309752.495,0.0399241175,0.061950499000000006,0.5370460843595083,0.5252318500192702,0.011814234340238094,2.2493370003750996,35.55480884827094,14.350532938108074
rm_mistral_7b,0.2,75,ministral3_8b,224,0.5768580124688455,0.5782745199521258,191668.905,233642.35,0.038333781000000004,0.04672847000000001,0.5385242314688455,0.5315460499521257,0.006978181516719806,1.3128084607812067,17.964827438176346,15.189288452564087
rm_mistral_7b,0.5,71,qwen35_9b,110,0.5451893505878727,0.5348048570921562,86484.9275,91276.0875,0.04324246375,0.045638043749999996,0.5019468868378727,0.48916681334215617,0.012780073495716526,2.612620714884287,5.2490856381196105,25.645888575002097
rm_mistral_7b,0.5,72,qwen35_9b,101,0.5461626534050534,0.5283908145249285,85203.835,77723.775,0.0426019175,0.0388618875,0.5035607359050535,0.48952892702492856,0.014031808880124896,2.8663901366160425,-9.623902081441639,26.943381224076823
rm_mistral_7b,0.5,73,qwen35_9b,116,0.5473741507356655,0.5336857641890007,86072.285,90709.5675,0.0430361425,0.04535478375,0.5043380082356655,0.4883309804390007,0.016007027796664852,3.277905444842927,5.112230857015165,27.833446976728183
rm_mistral_7b,0.5,74,qwen35_9b,111,0.5423157549410093,0.5353231750371089,88871.1675,96944.1325,0.04443558374999999,0.04847206625,0.49788017119100925,0.4868511087871089,0.011029062403900336,2.265387138868188,8.327440549328768,22.33973615209168
rm_mistral_7b,0.5,75,qwen35_9b,123,0.5433748205597742,0.540005659475447,87222.905,104976.3625,0.043611452499999995,0.05248818125,0.49976336805977417,0.487517478225447,0.012245889834327173,2.5118873437936924,16.9118619441591,23.402179204342733
rm_mistral_7b,1.0,71,qwen35_9b,76,0.507419623058992,0.5128799544361078,47529.415,62997.1225,0.047529415,0.06299712249999999,0.459890208058992,0.4498828319361078,0.010007376122884215,2.2244405459565213,24.553038116939383,15.101295522981683
rm_mistral_7b,1.0,72,qwen35_9b,77,0.5145148396197327,0.5137972844134124,46899.2325,59256.8425,0.0468992325,0.0592568425,0.46761560711973266,0.4545404419134124,0.013075165206320238,2.8765680675804397,20.854317372715226,20.28711172844073
rm_mistral_7b,1.0,73,gemma3_4b,68,0.4964663093575814,0.5013054042315002,44384.5325,54967.86,0.0443845325,0.05496786,0.4520817768575814,0.4463375442315002,0.005744232626081203,1.2869705227176371,19.253664777926595,12.19333310493349
rm_mistral_7b,1.0,74,qwen35_9b,74,0.5100325943593818,0.5135159644785392,48903.3275,64602.04,0.048903327499999996,0.06460204,0.46112926685938177,0.4489139244785392,0.012215342380842598,2.721087877822459,24.300645149905485,16.7566051953122
rm_mistral_7b,1.0,75,qwen35_9b,69,0.505505190958935,0.5064812141826954,48054.0725,58800.5525,0.0480540725,0.0588005525,0.457451118458935,0.44768066168269544,0.009770456776239556,2.18246120784297,18.276154803137256,14.258616699590965
rm_mistral_7b,2.0,71,qwen35_9b,32,0.46591627816949127,0.460598976012267,25873.3375,26513.335,0.051746675,0.05302667,0.41416960316949125,0.407572306012267,0.006597297157224236,1.6186814118390251,2.413870227943782,9.580695146075712
rm_mistral_7b,2.0,72,qwen35_9b,38,0.47640594509534673,0.47504045050474814,25564.9125,29258.815,0.051129825,0.058517629999999994,0.4252761200953467,0.41652282050474815,0.008753299590598562,2.1015174102564638,12.624921754349927,12.680641424321927
rm_mistral_7b,2.0,73,gemma3_4b,38,0.46312486962339655,0.46864636989860686,23760.5125,30707.1125,0.047521025,0.061414224999999996,0.41560384462339656,0.4072321448986069,0.008371699724789683,2.055756115930897,22.622120526636948,12.696825618403984
rm_mistral_7b,2.0,74,gemma3_4b,34,0.46316852423377114,0.4615429310632533,24086.685,27883.48,0.04817337,0.05576696,0.41499515423377115,0.4057759710632533,0.009219183170517842,2.2719884438600073,13.616646846089509,13.55839181342452
rm_mistral_7b,2.0,75,qwen35_9b,38,0.4648648652647032,0.4724034032949965,26279.8375,32394.985,0.052559675,0.06478997,0.41230519026470325,0.40761343329499655,0.004691756969706695,1.151030998115117,18.876833867958265,6.816661174527761
rm_mistral_7b,5.0,71,qwen35_9b,18,0.4104935395058307,0.4206042881573775,11351.51,14916.56,0.056757550000000004,0.0745828,0.3537359895058307,0.3460214881573775,0.0077145013484531955,2.229486206054488,23.89994744096494,13.432851856414063
rm_mistral_7b,5.0,72,gemma3_4b,16,0.41897182973295893,0.4210378240657828,10072.06,12202.46,0.050360300000000004,0.0610123,0.3686115297329589,0.36002552406578275,0.008586005667176155,2.3848324891563375,17.458774706083858,14.358796685449505
rm_mistral_7b,5.0,73,gemma3_4b,17,0.4115836669471707,0.4242556208635609,10340.145,13747.515,0.05170072500000001,0.06873757500000001,0.3598829419471707,0.3555180458635609,0.004364896083609793,1.2277565469306537,24.7853521163643,7.06241259974576
rm_mistral_7b,5.0,74,gemma3_4b,16,0.4041788196075848,0.41692233548052515,10440.255,13118.5075,0.052201275,0.0655925375,0.3519775446075848,0.35132979798052516,0.000647746627059631,0.18436996542363787,20.415832365076593,6.476765227577486
rm_mistral_7b,5.0,75,gemma3_4b,16,0.40598461324538,0.41989141578839484,10407.95,13585.7675,0.05203975000000001,0.0679288375,0.35394486324538,0.35196257828839483,0.0019822849569851586,0.5632090112037118,23.390783774269654,9.231129561640294
