generator,reward_model,price_per_million,policy,fixed_n,fixed_net_utility,adaptive_quality,adaptive_output_tokens,adaptive_calls,adaptive_net_utility,relative_gain_percent
gemma3_4b,rm_mistral_7b,2.0,one_over_n,35.0,0.40747106165156266,0.4737980451124518,34652.1155,73.9465,0.40449381411245183,-0.7327300879508002
gemma3_4b,rm_mistral_7b,2.0,one_over_n_plus_one,35.0,0.40747106165156266,0.4720942532097081,33902.705,73.05850000000001,0.40428884320970804,-0.7832795164567574
gemma3_4b,rm_mistral_7b,2.0,record_then_smooth,35.0,0.40747106165156266,0.46936140946992044,32622.315500000004,71.0495,0.4041167784699204,-0.8256694287518439
gemma3_4b,rm_mistral_7b,2.0,current_mean_costse2,35.0,0.40747106165156266,0.46565218181892887,23737.828999999998,56.44100000000001,0.4181765238189289,2.6251113119412386
gemma3_4b,rm_mistral_7b,5.0,four_over_n,16.2,0.35490079433465915,0.4940953937563425,51614.583000000006,110.84200000000001,0.23602247875634239,-33.51422134952958
gemma3_4b,rm_mistral_7b,5.0,four_over_n_plus_one,16.2,0.35490079433465915,0.4927713479895641,50876.1775,109.96999999999998,0.23839046048956405,-32.84657827313379
gemma3_4b,rm_mistral_7b,5.0,one_over_n,16.2,0.35490079433465915,0.42868768080584285,16268.676000000001,33.599000000000004,0.34734430080584283,-2.135709996282865
gemma3_4b,rm_mistral_7b,5.0,one_over_n_plus_one,16.2,0.35490079433465915,0.4238744512540036,15437.145499999999,32.6275,0.34668872375400356,-2.3213025181227733
gemma3_4b,rm_mistral_7b,5.0,record_then_smooth,16.2,0.35490079433465915,0.4210744391283214,14849.9745,31.5905,0.3468245666283214,-2.2840815731769384
gemma3_4b,rm_mistral_7b,5.0,current_mean_costse2,16.2,0.35490079433465915,0.4105517010701183,10292.857500000002,24.852999999999998,0.3590874135701182,1.172997561016016
gemma3_4b,rm_mistral_7b,10.0,four_over_n,8.0,0.30807965865027337,0.4628435421932176,28753.389000000003,60.99649999999999,0.17530965219321756,-43.1340909557007
gemma3_4b,rm_mistral_7b,10.0,four_over_n_plus_one,8.0,0.30807965865027337,0.461293478470565,28081.23,60.1865,0.18048117847056494,-41.452457982491325
gemma3_4b,rm_mistral_7b,10.0,one_over_n,8.0,0.30807965865027337,0.39599137547168606,9394.619,19.293,0.302045185471686,-1.9619712206225604
gemma3_4b,rm_mistral_7b,10.0,one_over_n_plus_one,8.0,0.30807965865027337,0.3921769416713834,8858.8665,18.6225,0.30358827667138344,-1.4623374531525177
gemma3_4b,rm_mistral_7b,10.0,record_then_smooth,8.0,0.30807965865027337,0.3906796711507344,8538.416,17.936500000000002,0.30529551115073433,-0.9077615323487951
gemma3_4b,rm_mistral_7b,10.0,current_mean_costse2,8.0,0.30807965865027337,0.374281633126131,5715.7275,13.484,0.317124358126131,2.9321662271252635
granite42_8b,fsfairx_llama3_rm,0.1,four_over_n,411.2,0.5579317933179341,0.6397766842229944,1062657.591,923.533,0.5335109251229945,-4.376184728184507
granite42_8b,fsfairx_llama3_rm,0.1,four_over_n_plus_one,411.2,0.5579317933179341,0.6397766842229944,1062407.281,923.3955,0.5335359561229944,-4.371686397450238
granite42_8b,fsfairx_llama3_rm,0.1,one_over_n,411.2,0.5579317933179341,0.6133014311349727,522635.5975,578.119,0.5610378713849726,0.5565943007824444
granite42_8b,fsfairx_llama3_rm,0.1,one_over_n_plus_one,411.2,0.5579317933179341,0.6133014311349727,521737.11899999995,577.501,0.5611277192349726,0.5726997309128607
granite42_8b,fsfairx_llama3_rm,0.1,record_then_smooth,411.2,0.5579317933179341,0.6121905449509577,516150.68499999994,573.5515,0.5605754764509578,0.47366927665862846
granite42_8b,fsfairx_llama3_rm,0.1,current_mean_costse2,411.2,0.5579317933179341,0.6025796858821615,344509.11050000007,428.3549999999999,0.5681287748321614,1.8310221168338114
granite42_8b,fsfairx_llama3_rm,0.2,four_over_n,219.8,0.5236721386938332,0.6302997054520947,808338.494,772.2495000000001,0.46863200665209465,-10.510343767726964
granite42_8b,fsfairx_llama3_rm,0.2,four_over_n_plus_one,219.8,0.5236721386938332,0.6302997054520947,807618.8230000001,771.8050000000001,0.4687759408520947,-10.48284443923237
granite42_8b,fsfairx_llama3_rm,0.2,one_over_n,219.8,0.5236721386938332,0.5878954667515768,318078.2729999999,410.84,0.5242798121515768,0.11557737567162137
granite42_8b,fsfairx_llama3_rm,0.2,one_over_n_plus_one,219.8,0.5236721386938332,0.5875651772447439,316780.309,409.83849999999995,0.5242091154447438,0.10187065672499578
granite42_8b,fsfairx_llama3_rm,0.2,record_then_smooth,219.8,0.5236721386938332,0.5865530030542081,312155.715,405.7465,0.5241218600542081,0.08456821624233998
granite42_8b,fsfairx_llama3_rm,0.2,current_mean_costse2,219.8,0.5236721386938332,0.5749874611737582,199967.429,291.0095,0.5349939753737583,2.163325085416486
granite42_8b,fsfairx_llama3_rm,0.5,four_over_n,99.4,0.4719321553364765,0.6064205586261922,447282.91400000005,520.591,0.38277910162619205,-18.89760272550543
granite42_8b,fsfairx_llama3_rm,0.5,four_over_n_plus_one,99.4,0.4719321553364765,0.6060482544114716,445970.925,519.7055,0.38306279191147163,-18.837572930418713
granite42_8b,fsfairx_llama3_rm,0.5,one_over_n,99.4,0.4719321553364765,0.5465160634015032,155197.071,233.80149999999998,0.4689175279015031,-0.6419415020073347
granite42_8b,fsfairx_llama3_rm,0.5,one_over_n_plus_one,99.4,0.4719321553364765,0.5462599656443424,154205.459,232.93399999999997,0.46915723614434235,-0.5913220140833448
granite42_8b,fsfairx_llama3_rm,0.5,record_then_smooth,99.4,0.4719321553364765,0.5446294048655749,150886.522,229.89649999999997,0.4691861438655748,-0.5852072602975108
granite42_8b,fsfairx_llama3_rm,0.5,current_mean_costse2,99.4,0.4719321553364765,0.533571126498846,94838.6075,159.8345,0.48615182274884605,3.0115237682568323
granite42_8b,fsfairx_llama3_rm,1.0,four_over_n,58.6,0.42945033281433054,0.5787487060411778,268494.984,362.2875,0.3102537220411777,-27.762962477662988
granite42_8b,fsfairx_llama3_rm,1.0,four_over_n_plus_one,58.6,0.42945033281433054,0.5785699882016466,267600.66900000005,361.604,0.3109693192016466,-27.59624617884065
granite42_8b,fsfairx_llama3_rm,1.0,one_over_n,58.6,0.42945033281433054,0.5149857971825542,88369.47099999999,145.5805,0.42661632618255424,-0.6641700130606394
granite42_8b,fsfairx_llama3_rm,1.0,one_over_n_plus_one,58.6,0.42945033281433054,0.5142693844905294,87423.3545,144.7845,0.42684602999052945,-0.6105028082858314
granite42_8b,fsfairx_llama3_rm,1.0,record_then_smooth,58.6,0.42945033281433054,0.5117920381070459,84810.05600000001,141.5645,0.42698198210704585,-0.5786664911792918
granite42_8b,fsfairx_llama3_rm,1.0,current_mean_costse2,58.6,0.42945033281433054,0.4956550263821133,52984.099,95.5135,0.44267092738211317,3.0759029940378086
granite42_8b,fsfairx_llama3_rm,2.0,four_over_n,32.4,0.3757578878722498,0.5465160634015032,155197.071,233.80149999999998,0.23612192140150307,-37.16009832015686
granite42_8b,fsfairx_llama3_rm,2.0,four_over_n_plus_one,32.4,0.3757578878722498,0.5462599656443424,154205.459,232.93399999999997,0.23784904764434237,-36.70043817098354
granite42_8b,fsfairx_llama3_rm,2.0,one_over_n,32.4,0.3757578878722498,0.47255319772820065,49684.22,82.0955,0.37318475772820064,-0.6837675704368795
granite42_8b,fsfairx_llama3_rm,2.0,one_over_n_plus_one,32.4,0.3757578878722498,0.4717083885613742,48765.308999999994,81.31,0.3741777705613742,-0.41951725569478737
granite42_8b,fsfairx_llama3_rm,2.0,record_then_smooth,32.4,0.3757578878722498,0.46861445593861656,47072.573,79.2695,0.3744693099386165,-0.3420059330598419
granite42_8b,fsfairx_llama3_rm,2.0,current_mean_costse2,32.4,0.3757578878722498,0.450863823462916,29170.311500000003,52.7365,0.3925232004629161,4.460155426595115
granite42_8b,fsfairx_llama3_rm,5.0,four_over_n,12.2,0.3162674891795473,0.502676269493141,73295.37299999999,120.7895,0.136199404493141,-56.945936375574846
granite42_8b,fsfairx_llama3_rm,5.0,four_over_n_plus_one,12.2,0.3162674891795473,0.5020849543134822,72352.7375,119.973,0.14032126681348217,-55.64203578581407
granite42_8b,fsfairx_llama3_rm,5.0,one_over_n,12.2,0.3162674891795473,0.42404722153526897,24086.815,38.598,0.303613146535269,-4.004309717989978
granite42_8b,fsfairx_llama3_rm,5.0,one_over_n_plus_one,12.2,0.3162674891795473,0.42067865365293333,23197.480499999998,37.847500000000004,0.3046912511529333,-3.662507465394062
granite42_8b,fsfairx_llama3_rm,5.0,record_then_smooth,12.2,0.3162674891795473,0.4163800371768442,22250.6095,36.683,0.30512698967684415,-3.522882897967129
granite42_8b,fsfairx_llama3_rm,5.0,current_mean_costse2,12.2,0.3162674891795473,0.3884418660863526,13160.572,23.948500000000003,0.3226390060863526,2.0135012963806203
granite42_8b,fsfairx_llama3_rm,10.0,four_over_n,8.0,0.2601793526085893,0.46135598338393696,41642.5505,68.0875,0.04493047838393695,-82.7479285155807
granite42_8b,fsfairx_llama3_rm,10.0,four_over_n_plus_one,8.0,0.2601793526085893,0.4600225988645654,40729.7195,67.278,0.05272540386456542,-79.75106877595707
granite42_8b,fsfairx_llama3_rm,10.0,one_over_n,8.0,0.2601793526085893,0.3850842674596485,14185.232,22.364,0.24323194745964857,-6.515837620324406
granite42_8b,fsfairx_llama3_rm,10.0,one_over_n_plus_one,8.0,0.2601793526085893,0.37859160384063995,13296.3985,21.5595,0.24562761884063988,-5.597753983282106
granite42_8b,fsfairx_llama3_rm,10.0,record_then_smooth,8.0,0.2601793526085893,0.37567430187361534,12807.517499999998,20.839,0.24759912687361535,-4.841101306519192
granite42_8b,fsfairx_llama3_rm,10.0,current_mean_costse2,8.0,0.2601793526085893,0.346896005000879,7500.5830000000005,13.3405,0.271890175000879,4.499781096739963
granite42_8b,rm_mistral_7b,0.1,four_over_n,373.2,0.5659335580050436,0.6517520425772247,1081507.8105000001,934.609,0.5436012615272248,-3.947813858600161
granite42_8b,rm_mistral_7b,0.1,four_over_n_plus_one,373.2,0.5659335580050436,0.6517520425772247,1081330.291,934.5094999999999,0.5436190134772246,-3.9446764371474026
granite42_8b,rm_mistral_7b,0.1,one_over_n,373.2,0.5659335580050436,0.6200534180226577,571723.6155000001,603.8209999999999,0.5628810564726576,-0.53920241406491
granite42_8b,rm_mistral_7b,0.1,one_over_n_plus_one,373.2,0.5659335580050436,0.6199852814915142,570827.4724999999,603.2175000000001,0.5629025342415142,-0.5353698714341948
granite42_8b,rm_mistral_7b,0.1,record_then_smooth,373.2,0.5659335580050436,0.619346792213306,565813.2104999999,599.6395,0.5627654711633059,-0.5598962483199423
granite42_8b,rm_mistral_7b,0.1,current_mean_costse2,373.2,0.5659335580050436,0.5990125353646815,329705.93549999996,423.2605,0.5660419418146816,0.020872161822055167
granite42_8b,rm_mistral_7b,0.2,four_over_n,214.2,0.5280847257797898,0.6409681825994038,882508.7705,814.6335000000001,0.4644664284994038,-12.048148341107435
granite42_8b,rm_mistral_7b,0.2,four_over_n_plus_one,214.2,0.5280847257797898,0.6409625857923869,881866.2365,814.2375000000001,0.46458933849238687,-12.024856227737995
granite42_8b,rm_mistral_7b,0.2,one_over_n,214.2,0.5280847257797898,0.5902202364860366,340494.9385,423.9635,0.5221212487860366,-1.128488401464811
granite42_8b,rm_mistral_7b,0.2,one_over_n_plus_one,214.2,0.5280847257797898,0.5894768050425517,339366.8085,423.174,0.5216034433425516,-1.2266392939756912
granite42_8b,rm_mistral_7b,0.2,record_then_smooth,214.2,0.5280847257797898,0.5877002938532818,334479.9605,419.3445,0.520804301753282,-1.3779831630740076
granite42_8b,rm_mistral_7b,0.2,current_mean_costse2,214.2,0.5280847257797898,0.5704297627506328,193662.8725,292.99750000000006,0.5316971882506326,0.6844910059590368
granite42_8b,rm_mistral_7b,0.5,four_over_n,124.8,0.4690982465437049,0.6110279884388735,486077.113,540.8634999999999,0.3679894319388735,-21.551384028742294
granite42_8b,rm_mistral_7b,0.5,four_over_n_plus_one,124.8,0.4690982465437049,0.6108637022099221,485195.3,540.2535,0.36826605220992226,-21.49244118465334
granite42_8b,rm_mistral_7b,0.5,one_over_n,124.8,0.4690982465437049,0.542789606156133,162134.548,230.5685,0.46172233215613306,-1.5710020797643722
granite42_8b,rm_mistral_7b,0.5,one_over_n_plus_one,124.8,0.4690982465437049,0.5424781393544101,161181.8935,229.79250000000002,0.46188719260441014,-1.5359229671586692
granite42_8b,rm_mistral_7b,0.5,record_then_smooth,124.8,0.4690982465437049,0.5411253469985268,157918.917,226.55,0.4621658884985268,-1.4766301564294195
granite42_8b,rm_mistral_7b,0.5,current_mean_costse2,124.8,0.4690982465437049,0.5265425002561038,92650.1615,159.70300000000003,0.48021741950610386,2.3698158072327193
granite42_8b,rm_mistral_7b,1.0,four_over_n,58.8,0.4264876025471162,0.5792605607113944,285924.519,369.7795,0.2933360417113944,-31.21647069199498
granite42_8b,rm_mistral_7b,1.0,four_over_n_plus_one,58.8,0.4264876025471162,0.5785535206383015,284881.7715,368.9545,0.2936717491383014,-31.1375386018535
granite42_8b,rm_mistral_7b,1.0,one_over_n,58.8,0.4264876025471162,0.5059708428668181,90908.34649999999,134.88799999999998,0.41506249636681813,-2.678642016314933
granite42_8b,rm_mistral_7b,1.0,one_over_n_plus_one,58.8,0.4264876025471162,0.5046373512247477,89785.204,133.9005,0.41485214722474784,-2.72789126048008
granite42_8b,rm_mistral_7b,1.0,record_then_smooth,58.8,0.4264876025471162,0.5031030553573741,87429.13200000001,131.38299999999998,0.4156739233573742,-2.535519026526457
granite42_8b,rm_mistral_7b,1.0,current_mean_costse2,58.8,0.4264876025471162,0.48793326056658604,52031.934,94.69149999999999,0.4359013265665861,2.205071371615952
granite42_8b,rm_mistral_7b,2.0,four_over_n,33.4,0.37704012202753046,0.542789606156133,162134.548,230.5685,0.21852051015613308,-42.04743634551412
granite42_8b,rm_mistral_7b,2.0,four_over_n_plus_one,33.4,0.37704012202753046,0.5424781393544101,161181.8935,229.79250000000002,0.22011435235441015,-41.62472291641932
granite42_8b,rm_mistral_7b,2.0,one_over_n,33.4,0.37704012202753046,0.4712235577310325,51298.022,76.708,0.36862751373103253,-2.234324673146728
granite42_8b,rm_mistral_7b,2.0,one_over_n_plus_one,33.4,0.37704012202753046,0.4698241234999701,50319.3125,75.87450000000001,0.36918549849997007,-2.0867361472416754
granite42_8b,rm_mistral_7b,2.0,record_then_smooth,33.4,0.37704012202753046,0.46791988486410974,48593.21699999999,73.9745,0.37073345086410964,-1.6759219800162797
granite42_8b,rm_mistral_7b,2.0,current_mean_costse2,33.4,0.37704012202753046,0.4450314831922751,28852.809500000003,52.09150000000001,0.3873258641922751,2.727198643640283
granite42_8b,rm_mistral_7b,5.0,four_over_n,13.0,0.3085074194678225,0.4966079104337446,75768.9875,113.126,0.11776297293374456,-61.84937139874303
granite42_8b,rm_mistral_7b,5.0,four_over_n_plus_one,13.0,0.3085074194678225,0.4958117413050845,74811.905,112.33900000000001,0.12175221630508441,-60.555899715518706
granite42_8b,rm_mistral_7b,5.0,one_over_n,13.0,0.3085074194678225,0.4159819795396865,24094.8615,35.858,0.29550767203968653,-4.21512109211694
granite42_8b,rm_mistral_7b,5.0,one_over_n_plus_one,13.0,0.3085074194678225,0.4120348311722507,23168.1025,35.0575,0.29619431867225077,-3.9916946526179045
granite42_8b,rm_mistral_7b,5.0,record_then_smooth,13.0,0.3085074194678225,0.4086274538362888,22268.109999999997,33.939499999999995,0.2972869038362888,-3.637246237500726
granite42_8b,rm_mistral_7b,5.0,current_mean_costse2,13.0,0.3085074194678225,0.3761076926702675,13111.102000000003,23.668,0.3105521826702676,0.6564765542278321
granite42_8b,rm_mistral_7b,10.0,four_over_n,7.4,0.24503165921066355,0.45889373941079237,42586.506,63.74400000000001,0.033028679410792336,-86.58367575270987
granite42_8b,rm_mistral_7b,10.0,four_over_n_plus_one,7.4,0.24503165921066355,0.4557538882941907,41583.2365,62.91799999999999,0.03992152329419071,-83.77281859240566
